https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume WAVES
1636675200000,2021-11-12 00:00:00,WAVES/USD,24.543581,24.6,23.435553,23.668214,1573321.4212225615,66474.02382041
1636588800000,2021-11-11 00:00:00,WAVES/USD,24.131803,24.84188,23.7636,24.565705,1607500.942235832,65436.79256247
1636502400000,2021-11-10 00:00:00,WAVES/USD,25.863032,26.1047,22.850101,24.153566,1711305.2088610234,70851.03743526
1636416000000,2021-11-09 00:00:00,WAVES/USD,25.520175,26.3285,25.282464,25.869933,1808658.8851811085,69913.55119401
1636329600000,2021-11-08 00:00:00,WAVES/USD,25.54606,25.700774,25.042,25.50912,1684750.2210017673,66045.01531224
1636243200000,2021-11-07 00:00:00,WAVES/USD,25.484347,25.781123,25.050001,25.547763,1708633.4883747422,66879.96473017
1636156800000,2021-11-06 00:00:00,WAVES/USD,25.580839,25.901224,24.991271,25.493191,1656228.0895405451,64967.46874648
1636070400000,2021-11-05 00:00:00,WAVES/USD,26.1379,26.211143,25.4455,25.579416,1691118.525301775,66112.4759573
1635984000000,2021-11-04 00:00:00,WAVES/USD,26.258687,26.518701,25.3003,26.133162,1738798.4769874304,66536.09222594
1635897600000,2021-11-03 00:00:00,WAVES/USD,26.547942,26.593955,25.0411,26.264221,1757529.8524966063,66917.26560238
1635811200000,2021-11-02 00:00:00,WAVES/USD,26.60268,26.7,26.19,26.553981,1775586.6694481426,66867.06108015
1635724800000,2021-11-01 00:00:00,WAVES/USD,26.608132,27.54,26.185507,26.617429,1704080.5279750794,64021.22939729
1635638400000,2021-10-31 00:00:00,WAVES/USD,26.892796,26.892796,26.051,26.541342,1794166.2653552487,67598.9279425
1635552000000,2021-10-30 00:00:00,WAVES/USD,27.629339,27.86,26.54,26.879661,1732271.3627014821,64445.43190859
1635465600000,2021-10-29 00:00:00,WAVES/USD,27.895549,27.895549,27.2,27.615132,1823507.1435093533,66032.89614945
1635379200000,2021-10-28 00:00:00,WAVES/USD,28.834371,29.340865,27.675276,27.899194,1863929.267080404,66809.43066242
1635292800000,2021-10-27 00:00:00,WAVES/USD,28.899105,32.33,25.211111,28.826954,2079343.5832787603,72131.92150925
1635206400000,2021-10-26 00:00:00,WAVES/USD,28.710684,29.499461,28.364998,28.855321,1920404.173611726,66552.86120753
1635120000000,2021-10-25 00:00:00,WAVES/USD,28.271323,28.841833,28.024957,28.723601,1853842.0828500227,64540.72673026
1635033600000,2021-10-24 00:00:00,WAVES/USD,28.411841,29.281044,27.61,28.276247,1842229.653394806,65151.13739793
1634947200000,2021-10-23 00:00:00,WAVES/USD,28.131267,28.561667,27.893558,28.417385,1870804.975684675,65833.1150345
1634860800000,2021-10-22 00:00:00,WAVES/USD,28.131064,29.200583,27.6,28.120714,1828242.1797317374,65014.07395743
1634774400000,2021-10-21 00:00:00,WAVES/USD,29.440903,29.95,28.05,28.089436,1838896.4132875188,65465.76489779
1634688000000,2021-10-20 00:00:00,WAVES/USD,28.850743,29.613128,28.4653,29.437271,1946804.0856075897,66133.98659161
1634601600000,2021-10-19 00:00:00,WAVES/USD,28.534637,29.95,28.252087,28.88198,1865929.675279989,64605.32398679
1634515200000,2021-10-18 00:00:00,WAVES/USD,29.098749,29.289256,28.1,28.535823,1636717.1275276195,57356.57694287
1634428800000,2021-10-17 00:00:00,WAVES/USD,29.504913,30.371028,28.24,29.091947,1272546.1744163674,43742.21410538
1634342400000,2021-10-16 00:00:00,WAVES/USD,30.387549,30.8802,29.33,29.451943,1371931.4881210197,46582.03664597
1634256000000,2021-10-15 00:00:00,WAVES/USD,32.354579,33.359,30.1833,30.386348,1128225.9988927164,37129.371351
1634169600000,2021-10-14 00:00:00,WAVES/USD,32.170756,34.85,32.0317,32.340264,979778.5556696695,30295.93560738
1634083200000,2021-10-13 00:00:00,WAVES/USD,29.961159,32.930722,28.740933,32.103621,1035790.3854958664,32263.97375847
1633996800000,2021-10-12 00:00:00,WAVES/USD,27.153383,31.504957,26.134219,30.002435,1034847.8053918183,34492.1272354
1633910400000,2021-10-11 00:00:00,WAVES/USD,26.589853,27.752385,26.007321,27.166258,832915.5492243137,30659.92928523
1633824000000,2021-10-10 00:00:00,WAVES/USD,28.98013,28.996002,26.490353,26.556444,785997.5598589386,29597.24426429
1633737600000,2021-10-09 00:00:00,WAVES/USD,27.44744,28.98013,27.314311,28.964524,854260.5578400376,29493.34012325
1633651200000,2021-10-08 00:00:00,WAVES/USD,27.595861,28.647517,27.1805,27.391037,793460.0936413269,28967.87345588
1633564800000,2021-10-07 00:00:00,WAVES/USD,27.344519,28.356041,27.187598,27.599867,780489.4038795965,28278.73786057
1633478400000,2021-10-06 00:00:00,WAVES/USD,27.844432,29.1,26.271582,27.2634,732558.326909931,26869.6614109
1633392000000,2021-10-05 00:00:00,WAVES/USD,26.301703,28.783,25.9421,27.815612,887466.2273130579,31905.32810542
1633305600000,2021-10-04 00:00:00,WAVES/USD,27.34862,27.386,26.0,26.262405,751243.2101308325,28605.27092362
1633219200000,2021-10-03 00:00:00,WAVES/USD,26.743264,28.768319,26.322496,27.304678,891611.6273177667,32654.17110276
1633132800000,2021-10-02 00:00:00,WAVES/USD,26.473388,27.47,26.185498,26.7221,805159.4920540866,30130.84645496
1633046400000,2021-10-01 00:00:00,WAVES/USD,24.773603,26.749985,24.370862,26.503807,847696.655964348,31983.95822775
1632960000000,2021-09-30 00:00:00,WAVES/USD,23.932486,24.769464,23.88519,24.744392,705883.239986817,28526.99876347
1632873600000,2021-09-29 00:00:00,WAVES/USD,23.603482,24.88,23.34928,23.966095,715647.5030537839,29860.83060481
1632787200000,2021-09-28 00:00:00,WAVES/USD,23.389214,26.384574,23.27,23.588777,844976.4505268694,35821.12165149
1632700800000,2021-09-27 00:00:00,WAVES/USD,24.095216,25.116841,23.335834,23.417337,720711.740903098,30776.84456192
1632614400000,2021-09-26 00:00:00,WAVES/USD,24.98608,25.047963,22.951542,24.133821,737868.9499402706,30574.06243049
1632528000000,2021-09-25 00:00:00,WAVES/USD,26.261957,26.261957,24.6,25.000343,742322.0528890841,29692.47473481
1632441600000,2021-09-24 00:00:00,WAVES/USD,25.615955,27.67837,24.775324,26.241266,481509.45700751955,18349.32266635
1632355200000,2021-09-23 00:00:00,WAVES/USD,25.211172,25.418368,25.138998,25.253869,7162.463841661571,283.61847611
1632268800000,2021-09-22 00:00:00,WAVES/USD,22.90452,25.615844,22.90452,25.186929,486091.5666701244,19299.35827707
1632182400000,2021-09-21 00:00:00,WAVES/USD,23.439013,25.626856,21.5,22.85395,475015.2258620472,20784.81951094
1632096000000,2021-09-20 00:00:00,WAVES/USD,27.716569,27.77802,23.0,23.446592,549614.2860883861,23441.11613698
1632009600000,2021-09-19 00:00:00,WAVES/USD,29.221962,29.298194,27.255489,27.739923,547922.1742271413,19752.11590267
1631923200000,2021-09-18 00:00:00,WAVES/USD,29.005737,29.97623,28.717416,29.235426,582835.9402485448,19935.94826525
1631836800000,2021-09-17 00:00:00,WAVES/USD,31.160037,31.273375,28.75202,29.018054,621437.4823624991,21415.54641681
1631750400000,2021-09-16 00:00:00,WAVES/USD,30.629078,33.9125,29.64428,31.142193,691258.1250906313,22196.83517762
1631664000000,2021-09-15 00:00:00,WAVES/USD,30.138643,30.86,29.182227,30.642012,615817.7826006294,20097.17190244
1631577600000,2021-09-14 00:00:00,WAVES/USD,30.486195,30.575894,29.2,30.131827,623609.0281630044,20696.02444495
1631491200000,2021-09-13 00:00:00,WAVES/USD,32.346575,34.94,28.747546,30.458145,560362.5191054172,18397.78880511
1631404800000,2021-09-12 00:00:00,WAVES/USD,30.73693,33.08354,29.84,32.362904,522575.43440782477,16147.35916183
1631318400000,2021-09-11 00:00:00,WAVES/USD,29.65914,33.97317,29.627718,30.798394,505281.9440272763,16406.11338459
1631232000000,2021-09-10 00:00:00,WAVES/USD,31.499884,32.7917,28.45225,29.64145,472420.5403100573,15937.8350354
1631145600000,2021-09-09 00:00:00,WAVES/USD,27.664379,34.82,27.306135,31.475742,570180.8812396096,18114.93057859
1631059200000,2021-09-08 00:00:00,WAVES/USD,27.493067,29.1,24.248841,27.956416,421627.8587131545,15081.61341973
1630972800000,2021-09-07 00:00:00,WAVES/USD,29.212407,30.141677,21.0,27.446708,524836.7014323837,19122.02736417
1630886400000,2021-09-06 00:00:00,WAVES/USD,29.624113,30.0584,28.32,29.187866,486821.9431079779,16678.91524197
1630800000000,2021-09-05 00:00:00,WAVES/USD,30.572156,30.572156,29.132493,29.62,469186.2497725444,15840.18398962
1630713600000,2021-09-04 00:00:00,WAVES/USD,30.626362,31.062943,30.0,30.546562,450409.9403024569,14745.02892674
1630627200000,2021-09-03 00:00:00,WAVES/USD,29.705531,31.5,29.705531,30.7,484202.622042054,15772.07237922
1630540800000,2021-09-02 00:00:00,WAVES/USD,28.965065,30.8,28.299781,29.735123,471811.93805355125,15867.15945495
1630454400000,2021-09-01 00:00:00,WAVES/USD,28.152683,30.89761,27.292534,29.024735,448599.72942449304,15455.77347819
1630368000000,2021-08-31 00:00:00,WAVES/USD,26.606137,29.235202,25.538394,28.233469,471042.27851017186,16683.82579945
1630281600000,2021-08-30 00:00:00,WAVES/USD,24.807776,29.0,24.75466,26.488457,574026.9886633181,21670.83528736
1630195200000,2021-08-29 00:00:00,WAVES/USD,25.282152,25.51239,24.320347,24.808173,363807.2493677065,14664.81426777
1630108800000,2021-08-28 00:00:00,WAVES/USD,24.732802,26.712,24.585602,25.347096,426732.95182572055,16835.57563461
1630022400000,2021-08-27 00:00:00,WAVES/USD,23.2,24.9,22.522,24.724559,373231.39498738304,15095.57339273
1629936000000,2021-08-26 00:00:00,WAVES/USD,24.376025,25.384071,22.9,23.20854,361922.5805510316,15594.37088895
1629849600000,2021-08-25 00:00:00,WAVES/USD,23.766242,24.640852,22.95,24.394607,423304.7436604063,17352.39037302
1629763200000,2021-08-24 00:00:00,WAVES/USD,26.00553,26.00553,23.3177,23.744253,385458.2576225283,16233.74959922
1629676800000,2021-08-23 00:00:00,WAVES/USD,26.07913,26.4605,25.503598,26.010578,400552.84180065646,15399.61325737
1629590400000,2021-08-22 00:00:00,WAVES/USD,24.872715,27.24,24.855398,26.027471,436339.1032331275,16764.56015389
1629504000000,2021-08-21 00:00:00,WAVES/USD,24.478471,26.8,23.901693,24.863529,405549.5067558806,16311.01951601
1629417600000,2021-08-20 00:00:00,WAVES/USD,23.885867,25.412684,23.475201,24.493997,437783.7106460937,17873.1021583
1629331200000,2021-08-19 00:00:00,WAVES/USD,23.820344,23.98071,22.555404,23.863896,351678.51941168465,14736.8442861
1629244800000,2021-08-18 00:00:00,WAVES/USD,22.401267,24.899701,21.459881,23.822306,402761.9659453622,16906.92605264
1629158400000,2021-08-17 00:00:00,WAVES/USD,23.453172,25.024698,22.13199,22.280787,375690.80440035975,16861.64875596
1629072000000,2021-08-16 00:00:00,WAVES/USD,24.941995,24.993288,22.94709,23.482209,424438.1530817607,18074.88184275
1628985600000,2021-08-15 00:00:00,WAVES/USD,26.453855,27.0,24.08377,24.94464,422613.7503296594,16942.0665253
1628899200000,2021-08-14 00:00:00,WAVES/USD,20.666347,27.33,20.305859,26.453855,618916.1764059891,23396.06746941
1628812800000,2021-08-13 00:00:00,WAVES/USD,19.822281,21.325787,19.355482,20.654775,374420.23566783755,18127.53882179
1628726400000,2021-08-12 00:00:00,WAVES/USD,18.667207,19.852184,17.68329,19.852184,357246.04542631254,17995.30194896
1628640000000,2021-08-11 00:00:00,WAVES/USD,17.64763,19.611625,17.440952,18.671936,329379.2313464205,17640.33635004
1628553600000,2021-08-10 00:00:00,WAVES/USD,17.270287,17.843133,16.969404,17.620112,276036.8747111886,15666.01135743
1628467200000,2021-08-09 00:00:00,WAVES/USD,16.378972,17.9,16.009845,17.31664,275933.53782048996,15934.58880132
1628380800000,2021-08-08 00:00:00,WAVES/USD,17.377538,17.620216,16.181935,16.345121,235769.00082923664,14424.42676498
1628294400000,2021-08-07 00:00:00,WAVES/USD,16.63394,17.41395,16.450732,17.382828,257167.84607209382,14794.36177313
1628208000000,2021-08-06 00:00:00,WAVES/USD,16.414611,16.845643,16.069338,16.648574,218790.14950060323,13141.6750468
1628121600000,2021-08-05 00:00:00,WAVES/USD,16.329766,16.589369,15.7,16.416613,197452.15679088247,12027.58186423
1628035200000,2021-08-04 00:00:00,WAVES/USD,16.188642,16.40676,15.67994,16.330686,184337.9032042264,11287.82362261
1627948800000,2021-08-03 00:00:00,WAVES/USD,16.072321,16.603636,15.634784,16.187436,162257.0244673883,10023.63959724
1627862400000,2021-08-02 00:00:00,WAVES/USD,15.851357,16.366297,15.66666,16.094017,215417.47908645283,13384.94168898
1627776000000,2021-08-01 00:00:00,WAVES/USD,16.652053,16.97,15.7,15.90814,247020.40862077216,15527.92523958
1627689600000,2021-07-31 00:00:00,WAVES/USD,16.3,16.80485,15.959861,16.630366,271998.18496904033,16355.51406199
1627603200000,2021-07-30 00:00:00,WAVES/USD,15.834586,17.3,15.6,16.316436,278030.94792601874,17039.93126477
1627516800000,2021-07-29 00:00:00,WAVES/USD,15.667405,16.074017,15.203192,15.845063,253228.63802692393,15981.5481975
1627430400000,2021-07-28 00:00:00,WAVES/USD,15.094192,17.0,14.707,15.637183,317611.76934538374,20311.31626108
1627344000000,2021-07-27 00:00:00,WAVES/USD,15.070165,15.285466,14.310001,15.168476,210968.98547167474,13908.3837738
1627257600000,2021-07-26 00:00:00,WAVES/USD,15.463812,16.470832,14.970059,15.067572,308127.68242656934,20449.72358032
1627171200000,2021-07-25 00:00:00,WAVES/USD,15.071109,16.0,14.639645,15.467919,233090.05330346705,15069.2574291
1627084800000,2021-07-24 00:00:00,WAVES/USD,14.532602,16.268196,14.269608,15.091746,238153.2947037287,15780.36727518
1626998400000,2021-07-23 00:00:00,WAVES/USD,14.301449,14.75,13.900001,14.512479,208896.71312596582,14394.28185398
1626912000000,2021-07-22 00:00:00,WAVES/USD,12.98444,15.02,12.879863,14.332071,266734.8231122533,18611.04533408
1626825600000,2021-07-21 00:00:00,WAVES/USD,12.295162,13.222099,12.0,12.971896,222055.39365952733,17118.19102308
1626739200000,2021-07-20 00:00:00,WAVES/USD,13.281134,13.364807,12.011855,12.299197,202164.07217055865,16437.17652222
1626652800000,2021-07-19 00:00:00,WAVES/USD,13.452249,13.912504,13.01,13.155773,179694.61637156323,13658.99338424
1626566400000,2021-07-18 00:00:00,WAVES/USD,13.540904,13.982066,13.13,13.435975,167057.9725796859,12433.63228792
1626480000000,2021-07-17 00:00:00,WAVES/USD,13.749243,13.749243,13.01,13.435975,162858.47321856357,12121.07593372
1626393600000,2021-07-16 00:00:00,WAVES/USD,13.327234,14.5,13.05,13.763765,199246.82855667194,14476.18646182
1626307200000,2021-07-15 00:00:00,WAVES/USD,13.859289,14.47067,13.073001,13.378113,202053.79291470262,15103.31037828
1626220800000,2021-07-14 00:00:00,WAVES/USD,13.792154,14.199999,13.099896,13.804498,188991.27834711678,13690.55784188
1626134400000,2021-07-13 00:00:00,WAVES/USD,14.174479,14.267095,13.6,13.802747,186956.17279146527,13544.85254214
1626048000000,2021-07-12 00:00:00,WAVES/USD,14.446587,14.584496,13.896167,14.188061,189407.31613545265,13349.76753592
1625961600000,2021-07-11 00:00:00,WAVES/USD,14.340707,14.663659,14.0,14.409104,193869.9959264045,13454.68780893
1625875200000,2021-07-10 00:00:00,WAVES/USD,15.187838,15.414601,14.067858,14.389567,169311.2043405161,11766.24733326
1625788800000,2021-07-09 00:00:00,WAVES/USD,15.034616,15.417588,14.40189,15.180724,238632.5324884385,15719.44345266
1625702400000,2021-07-08 00:00:00,WAVES/USD,16.489504,16.535182,14.865139,14.975503,179520.72095958647,11987.62545469
1625616000000,2021-07-07 00:00:00,WAVES/USD,16.236099,17.313787,16.192228,16.5,211819.085329005,12837.52032297
1625529600000,2021-07-06 00:00:00,WAVES/USD,16.140293,16.815456,16.014001,16.232628,219232.72828350976,13505.68301593
1625443200000,2021-07-05 00:00:00,WAVES/USD,16.75921,17.269438,15.833289,16.123978,214178.9539708485,13283.25764094
1625356800000,2021-07-04 00:00:00,WAVES/USD,16.110701,17.889999,15.779874,17.121722,263425.80993768707,15385.47407426
1625270400000,2021-07-03 00:00:00,WAVES/USD,16.146789,16.629999,15.913558,16.045818,172054.80182321495,10722.71926699
1625184000000,2021-07-02 00:00:00,WAVES/USD,15.840004,16.44905,15.307443,16.201024,200788.0054788122,12393.53793185
1625097600000,2021-07-01 00:00:00,WAVES/USD,16.336595,16.375151,15.1,15.868882,207635.54750264727,13084.44712757
1625011200000,2021-06-30 00:00:00,WAVES/USD,15.441711,17.77,15.0683,16.373387,255810.8826259022,15623.57761567
1624924800000,2021-06-29 00:00:00,WAVES/USD,14.141703,15.877598,14.141703,15.520997,330138.12913654913,21270.42026595
1624838400000,2021-06-28 00:00:00,WAVES/USD,13.966983,14.341405,13.650001,14.099519,196825.20548806127,13959.71064602
1624752000000,2021-06-27 00:00:00,WAVES/USD,13.71499,13.974162,13.299331,13.959595,188713.36575136048,13518.54160177
1624665600000,2021-06-26 00:00:00,WAVES/USD,13.146737,13.999999,12.978352,13.738035,198247.90529691102,14430.58671032
1624579200000,2021-06-25 00:00:00,WAVES/USD,13.560638,14.430001,12.601701,13.174765,294855.05375616427,22380.28942119
1624492800000,2021-06-24 00:00:00,WAVES/USD,13.168432,13.689088,12.63431,13.570489,213307.9450941866,15718.51575092
1624406400000,2021-06-23 00:00:00,WAVES/USD,12.671062,13.919943,12.202201,13.177637,228093.24339572943,17309.11569318
1624320000000,2021-06-22 00:00:00,WAVES/USD,14.223997,14.968925,11.782214,12.68394,235169.18397936365,18540.70454286
1624233600000,2021-06-21 00:00:00,WAVES/USD,17.934955,18.147141,13.936313,14.216736,319054.21079073386,22442.156258
1624147200000,2021-06-20 00:00:00,WAVES/USD,16.1,18.799999,15.88,17.86376,412454.5522205571,23088.8991019
1624060800000,2021-06-19 00:00:00,WAVES/USD,16.731422,16.909986,15.708582,16.1,241582.90300083102,15005.14925471
1623974400000,2021-06-18 00:00:00,WAVES/USD,18.46098,18.539377,15.850001,16.648795,302877.0840211313,18192.13246491
1623888000000,2021-06-17 00:00:00,WAVES/USD,16.839033,18.99,16.829902,18.509825,332029.63697561814,17938.02140083
1623801600000,2021-06-16 00:00:00,WAVES/USD,16.611518,17.5,16.079801,16.908978,295761.2000840853,17491.37056563
1623715200000,2021-06-15 00:00:00,WAVES/USD,15.694385,16.817599,15.45,16.559227,358024.85125572584,21620.86740255
1623628800000,2021-06-14 00:00:00,WAVES/USD,15.165,16.173974,14.8124,15.699492,324045.0606629545,20640.48063867
1623542400000,2021-06-13 00:00:00,WAVES/USD,14.816929,15.36022,14.184383,15.149266,238631.57518527756,15752.02225542
1623456000000,2021-06-12 00:00:00,WAVES/USD,13.84,15.5,13.3,14.722886,299454.1035584106,20339.36169569
1623369600000,2021-06-11 00:00:00,WAVES/USD,14.052435,15.379536,13.698059,13.8153,229355.14520013376,16601.53201162
1623283200000,2021-06-10 00:00:00,WAVES/USD,14.628106,14.628106,13.851033,14.093859,216546.11411644242,15364.57219534
1623196800000,2021-06-09 00:00:00,WAVES/USD,14.406927,14.638849,13.5,14.59,244681.263607117,16770.4772863
1623110400000,2021-06-08 00:00:00,WAVES/USD,14.219952,14.630431,12.996123,14.437843,251501.42115077772,17419.59800718
1623024000000,2021-06-07 00:00:00,WAVES/USD,16.352201,16.7,14.172005,14.190021,217252.15887542313,15310.20700219
1622937600000,2021-06-06 00:00:00,WAVES/USD,14.124755,16.7,13.944614,16.352038,420804.849814117,25734.09197154
1622851200000,2021-06-05 00:00:00,WAVES/USD,13.951002,15.6,13.582,14.156612,231904.28570544798,16381.34079718
1622764800000,2021-06-04 00:00:00,WAVES/USD,15.343294,15.343294,13.1174,13.917325,282472.45655911416,20296.46189617
1622678400000,2021-06-03 00:00:00,WAVES/USD,14.435105,15.644763,14.205707,15.332244,301412.64856969635,19658.74327135
1622592000000,2021-06-02 00:00:00,WAVES/USD,13.198425,15.458999,12.880952,14.925217,343558.65966974193,23018.67099619
1622505600000,2021-06-01 00:00:00,WAVES/USD,13.832771,13.889376,12.728477,13.217556,233950.7687961421,17700.00208784
1622419200000,2021-05-31 00:00:00,WAVES/USD,13.258249,13.921188,12.150301,13.921188,282019.77138083556,20258.31210532
1622332800000,2021-05-30 00:00:00,WAVES/USD,13.083945,13.441395,12.025999,13.302734,246793.08626782856,18552.05751448
1622246400000,2021-05-29 00:00:00,WAVES/USD,14.052768,14.3489,12.357601,13.098961,215865.64953090448,16479.60090353002
1622073600000,2021-05-27 00:00:00,WAVES/USD,17.35,17.35,16.800011,16.9,1331.0056785739998,78.75773246
1621987200000,2021-05-26 00:00:00,WAVES/USD,16.047404,17.2,15.221,17.2,374958.68731319974,21799.923680999986
1621900800000,2021-05-25 00:00:00,WAVES/USD,17.368402,17.914228,13.8501,16.186816,418733.7679733704,25868.81620038001
1621814400000,2021-05-24 00:00:00,WAVES/USD,14.963715,17.460387,14.214401,17.413107,378332.33992690686,21726.871598900005
1621728000000,2021-05-23 00:00:00,WAVES/USD,17.958889,19.016198,11.89,14.819381,344322.6861054594,23234.619995630008
1621641600000,2021-05-22 00:00:00,WAVES/USD,20.7022,20.772661,17.2729,17.920316,282532.68740314234,15766.054984920038
1621555200000,2021-05-21 00:00:00,WAVES/USD,24.590599,26.281267,18.017204,20.740057,470841.9904305782,22702.058650589926
1621468800000,2021-05-20 00:00:00,WAVES/USD,18.57579,28.1547,18.29504,24.393376,547510.3008102587,22445.04003095999
1621382400000,2021-05-19 00:00:00,WAVES/USD,27.765377,28.050946,15.1,18.721063,413319.9983509827,22077.80607068
1621296000000,2021-05-18 00:00:00,WAVES/USD,27.083776,29.133961,26.737616,27.6483,476250.0424893169,17225.29206097
1621209600000,2021-05-17 00:00:00,WAVES/USD,30.380832,30.380832,26.262626,27.037358,516942.2835994166,19119.556119330024
1621123200000,2021-05-16 00:00:00,WAVES/USD,31.194373,33.440714,28.5,30.496615,484648.4800354414,15891.877837440037
1621036800000,2021-05-15 00:00:00,WAVES/USD,33.228897,35.278278,30.8527,31.217297,507394.86108269775,16253.64492905
1620950400000,2021-05-14 00:00:00,WAVES/USD,31.656311,34.133493,30.747162,33.343547,547520.4117126683,16420.58092117999
1620864000000,2021-05-13 00:00:00,WAVES/USD,31.522836,34.15,29.2881,31.84081,694095.8519806204,21798.93828017002
1620777600000,2021-05-12 00:00:00,WAVES/USD,33.223255,38.683901,31.17,31.17,907943.9279450163,29128.77535915997
1620691200000,2021-05-11 00:00:00,WAVES/USD,30.7395,36.6455,29.31921,33.328165,689022.7551171306,20673.888139870007
1620604800000,2021-05-10 00:00:00,WAVES/USD,31.650754,38.0,29.0371,30.811121,869445.3158235259,28218.555106239917
1620518400000,2021-05-09 00:00:00,WAVES/USD,32.0,32.6,29.6431,31.702232,538451.9456293863,16984.669900510045
1620432000000,2021-05-08 00:00:00,WAVES/USD,32.495744,35.8,31.45,32.77436,590701.0525044905,18023.267349979997
1620345600000,2021-05-07 00:00:00,WAVES/USD,34.072047,35.5686,31.5767,32.559043,695642.6099413336,21365.57299737998
1620259200000,2021-05-06 00:00:00,WAVES/USD,36.105692,40.623,33.1,34.10774,918328.6842223539,26924.348673419987
1620172800000,2021-05-05 00:00:00,WAVES/USD,35.262091,39.0,34.0,35.9025,844540.645090179,23523.170951610027
1620086400000,2021-05-04 00:00:00,WAVES/USD,32.417067,42,30.1938,35.36078,1426224.2328537363,40333.50601581007
1620000000000,2021-05-03 00:00:00,WAVES/USD,23.816676,37.5,23.7116,32.203492,1141088.3832531697,35433.6847461502
1619913600000,2021-05-02 00:00:00,WAVES/USD,22.5052,24.74,21.18,23.666584,434820.4089310402,18372.757510380045
1619827200000,2021-05-01 00:00:00,WAVES/USD,23.154283,23.5,22.032758,22.572831,333748.31268644764,14785.398990780006
1619740800000,2021-04-30 00:00:00,WAVES/USD,22.87063,24.4697,21.477179,23.3,456015.36376804055,19571.474839830065
1619654400000,2021-04-29 00:00:00,WAVES/USD,18.8187,23.6913,18.0284,22.830731,497087.89343759936,21772.754163570116
1619568000000,2021-04-28 00:00:00,WAVES/USD,20.710708,21.46699,18.338448,18.9002,304924.3762763719,16133.394158600007
1619481600000,2021-04-27 00:00:00,WAVES/USD,18.463545,21.657,17.956478,20.722858,485490.3317613373,23427.76907323002
1619395200000,2021-04-26 00:00:00,WAVES/USD,12.91095,19.9,12.894552,18.396149,652323.1028062077,35459.76404117012
1619308800000,2021-04-25 00:00:00,WAVES/USD,13.181876,13.999799,12.3012,12.892054,208614.0370173818,16181.598139240017
1619222400000,2021-04-24 00:00:00,WAVES/USD,14.652983,14.652983,13.113753,13.174607,206789.60406443823,15696.073823260022
1619136000000,2021-04-23 00:00:00,WAVES/USD,12.744492,15.79,11.2,14.660433,722397.1164369058,49275.29196694981
1619049600000,2021-04-22 00:00:00,WAVES/USD,14.498198,14.832766,12.688407,12.758396,214938.77307040372,16846.84917057001
1618963200000,2021-04-21 00:00:00,WAVES/USD,13.537684,16.068999,13.275866,14.468634,348826.49617212405,24109.151988510046
1618876800000,2021-04-20 00:00:00,WAVES/USD,12.409923,14.1035,11.2654,13.547759,322144.7338447866,23778.451760530035
1618790400000,2021-04-19 00:00:00,WAVES/USD,13.730755,14.2538,12.23642,12.417475,264562.14742513373,21305.63157366
1618704000000,2021-04-18 00:00:00,WAVES/USD,15.656447,15.748899,12.2,13.709456,270230.15867978137,19711.224039800076
1618617600000,2021-04-17 00:00:00,WAVES/USD,16.522438,16.6901,15.563965,15.655366,262421.5902307016,16762.405313979987
1618531200000,2021-04-16 00:00:00,WAVES/USD,16.11368,16.985114,15.300006,16.431567,315495.3130293472,19200.561518529987
1618444800000,2021-04-15 00:00:00,WAVES/USD,15.305,17.115927,14.94756,16.0,385047.18498752045,24065.449061720028
1618358400000,2021-04-14 00:00:00,WAVES/USD,15.880088,15.880088,14.61,15.243918,310182.2538527765,20347.935081570005
1618272000000,2021-04-13 00:00:00,WAVES/USD,15.203443,16.148237,15.174995,15.840425,350647.4824296502,22136.242078710024
1618185600000,2021-04-12 00:00:00,WAVES/USD,15.629911,15.95,14.8,15.197379,295452.14833321585,19440.993630100023
1618099200000,2021-04-11 00:00:00,WAVES/USD,16.342471,16.362,15.25,15.593747,295868.10080766585,18973.509112830023
1618012800000,2021-04-10 00:00:00,WAVES/USD,16.869036,18.16,15.990001,16.340582,348814.03429515375,21346.487799219987
1617926400000,2021-04-09 00:00:00,WAVES/USD,13.68,20.0,13.644026,16.860566,679223.1062075183,40284.71560252
1617840000000,2021-04-08 00:00:00,WAVES/USD,12.102913,13.914347,12.066234,13.669164,251186.62306606933,18376.151099370036
1617753600000,2021-04-07 00:00:00,WAVES/USD,13.39162,14.22,12.0101,12.069826,223597.41171021533,18525.32188204
1617667200000,2021-04-06 00:00:00,WAVES/USD,12.759017,13.51,12.2733,13.51,232708.89245220873,17224.936524959936
1617580800000,2021-04-05 00:00:00,WAVES/USD,12.223983,12.882127,11.705788,12.774047,249438.84009857773,19527.001904610006
1617494400000,2021-04-04 00:00:00,WAVES/USD,11.61525,12.301721,11.5111,12.178263,185251.96682720986,15211.690437890024
1617408000000,2021-04-03 00:00:00,WAVES/USD,13.076589,13.076589,11.616943,11.643404,221914.02529811204,19059.20513435006
1617321600000,2021-04-02 00:00:00,WAVES/USD,11.82,13.5,11.6,13.05817,231956.21813003905,17763.302065300042
1617235200000,2021-04-01 00:00:00,WAVES/USD,11.947696,12.165725,11.550001,11.763071,168809.2077208992,14350.776911990006
1617148800000,2021-03-31 00:00:00,WAVES/USD,12.28,12.280003,11.35,11.916989,180956.19997385127,15184.724931260009
