https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FTM,Volume USD
1636171200000,2021-11-06 04:00:00,FTM/USD,2.6767,2.8811,2.56,2.8804,1261021.91668996,3632247.528833761
1636084800000,2021-11-05 04:00:00,FTM/USD,2.8067,2.9596,2.6231,2.6767,1745924.63317479,4673316.465618961
1635998400000,2021-11-04 04:00:00,FTM/USD,2.6377,2.8871,2.4105,2.8067,2620136.70368574,7353937.686234767
1635912000000,2021-11-03 04:00:00,FTM/USD,2.6462,2.755,2.5319,2.6377,1882631.9723792,4965818.353544616
1635825600000,2021-11-02 04:00:00,FTM/USD,2.6956,2.8042,2.6027,2.6462,1928487.58407358,5103163.844975508
1635739200000,2021-11-01 04:00:00,FTM/USD,2.7962,2.8957,2.6712,2.6956,2088087.29226465,5628648.105028591
1635652800000,2021-10-31 04:00:00,FTM/USD,2.647,2.9325,2.565,2.7962,3179309.33290088,8889984.75665744
1635566400000,2021-10-30 04:00:00,FTM/USD,2.8874,2.8874,2.607,2.647,1323728.70576175,3503909.884151352
1635480000000,2021-10-29 04:00:00,FTM/USD,2.9877,3.0797,2.8419,2.8874,3534442.40893086,10205349.011546966
1635393600000,2021-10-28 04:00:00,FTM/USD,3.4121,3.4831,2.9,2.9877,6209874.0258771,18553240.62711301
1635307200000,2021-10-27 04:00:00,FTM/USD,3.0829,3.47,3.0829,3.4121,1063431.25786317,3628533.7949549225
1635220800000,2021-10-26 04:00:00,FTM/USD,3.192,3.5,3.0181,3.0829,7407983.49065895,22838072.303352475
1635134400000,2021-10-25 04:00:00,FTM/USD,2.8988,3.2027,2.8571,3.192,3791314.23841851,12101875.049031885
1635048000000,2021-10-24 04:00:00,FTM/USD,2.6121,2.9243,2.5632,2.8988,4923344.69184808,14271791.592729213
1634961600000,2021-10-23 04:00:00,FTM/USD,2.6193,2.6332,2.4735,2.6121,2190620.67137298,5722120.25569336
1634875200000,2021-10-22 04:00:00,FTM/USD,2.3064,2.6793,2.2813,2.6193,6224946.02915116,16305001.134155633
1634788800000,2021-10-21 04:00:00,FTM/USD,2.3644,2.425,2.185,2.3064,2779328.90428771,6410244.184849174
1634702400000,2021-10-20 04:00:00,FTM/USD,2.2628,2.4531,2.2628,2.3644,2036385.05095759,4814828.814484126
1634616000000,2021-10-19 04:00:00,FTM/USD,2.3212,2.492,2.2162,2.2628,3649589.48028261,8258291.075983489
1634529600000,2021-10-18 04:00:00,FTM/USD,2.2249,2.3372,2.1445,2.3212,1734685.68050542,4026552.4015891813
1634443200000,2021-10-17 04:00:00,FTM/USD,2.0925,2.3391,2.0817,2.2249,3289845.09386831,7319576.349347603
1634356800000,2021-10-16 04:00:00,FTM/USD,1.927,2.1609,1.9233,2.0925,2224133.84922226,4654000.079497579
1634270400000,2021-10-15 04:00:00,FTM/USD,2.0228,2.0726,1.9127,1.927,2998539.06477286,5778184.777817301
1634184000000,2021-10-14 04:00:00,FTM/USD,2.0457,2.0678,1.9929,2.0228,454619.75069542,919604.8317066957
1634097600000,2021-10-13 04:00:00,FTM/USD,2.0931,2.1288,1.965,2.0457,2034106.93469536,4161172.5563062984
1634011200000,2021-10-12 04:00:00,FTM/USD,2.248,2.2819,2.0376,2.0931,2353792.30249498,4926722.668352243
1633924800000,2021-10-11 04:00:00,FTM/USD,2.0799,2.377,2.0559,2.248,2413360.66412929,5425234.772962644
1633838400000,2021-10-10 04:00:00,FTM/USD,2.1257,2.267,1.9716,2.0799,2563763.0391601,5332370.745149091
1633752000000,2021-10-09 04:00:00,FTM/USD,2.1694,2.2944,2.0502,2.1257,3012882.22364329,6404483.742798542
1633665600000,2021-10-08 04:00:00,FTM/USD,2.1367,2.45,2.0683,2.1694,9070017.27746468,19676495.481731877
1633579200000,2021-10-07 04:00:00,FTM/USD,1.5988,2.1491,1.5947,2.1367,7946806.48269012,16979941.411563978
1633492800000,2021-10-06 04:00:00,FTM/USD,1.3641,1.7257,1.3641,1.5988,3863597.99153458,6177120.468865487
1633406400000,2021-10-05 04:00:00,FTM/USD,1.406,1.4523,1.3641,1.3641,1180128.44253655,1609813.2084641082
1633320000000,2021-10-04 04:00:00,FTM/USD,1.413,1.4538,1.35,1.406,1458510.89730313,2050666.3216082007
1633233600000,2021-10-03 04:00:00,FTM/USD,1.4703,1.552,1.4,1.413,1623350.01798123,2293793.575407478
1633147200000,2021-10-02 04:00:00,FTM/USD,1.3702,1.525,1.3634,1.4703,1682203.41904688,2473343.6870246273
1633060800000,2021-10-01 04:00:00,FTM/USD,1.2108,1.4393,1.2096,1.3702,2959165.03017844,4054647.9243504982
1632974400000,2021-09-30 04:00:00,FTM/USD,1.261,1.2669,1.1875,1.2108,1349397.65700804,1633850.6831053349
1632888000000,2021-09-29 04:00:00,FTM/USD,1.2371,1.2639,1.1532,1.261,1901920.3263557,2398321.531534537
1632801600000,2021-09-28 04:00:00,FTM/USD,1.3048,1.384,1.1653,1.2371,3400559.60586804,4206832.288419353
1632715200000,2021-09-27 04:00:00,FTM/USD,1.2144,1.363,1.184,1.3048,4071587.33280201,5312607.151840062
1632628800000,2021-09-26 04:00:00,FTM/USD,1.1961,1.2589,1.092,1.2144,2156833.42980305,2619258.517152824
1632542400000,2021-09-25 04:00:00,FTM/USD,1.2969,1.3786,1.1516,1.1961,2806838.6739589,3357259.73792224
1632456000000,2021-09-24 04:00:00,FTM/USD,1.2,1.2969,1.054,1.2969,3770856.91988164,4890424.339394499
1632369600000,2021-09-23 04:00:00,FTM/USD,1.2495,1.2962,1.1652,1.2,3809190.03402613,4571028.040831356
1632283200000,2021-09-22 04:00:00,FTM/USD,1.0202,1.2694,1.0202,1.2495,3495727.02596711,4367910.918945904
1632196800000,2021-09-21 04:00:00,FTM/USD,1.1424,1.2237,0.9428,1.0202,5444591.08804279,5554571.828021254
1632110400000,2021-09-20 04:00:00,FTM/USD,1.3155,1.3375,1.051,1.1424,6629604.96576634,7573660.712891467
1632024000000,2021-09-19 04:00:00,FTM/USD,1.3017,1.4923,1.2937,1.3155,2982324.74747683,3923248.2053057696
1631937600000,2021-09-18 04:00:00,FTM/USD,1.2922,1.4322,1.2837,1.3017,2118938.52202801,2758222.2741238605
1631851200000,2021-09-17 04:00:00,FTM/USD,1.3121,1.3976,1.2256,1.2922,1572589.48614164,2032100.1339922273
1631764800000,2021-09-16 04:00:00,FTM/USD,1.3876,1.4432,1.268,1.3121,2841599.96418873,3728463.313012033
1631678400000,2021-09-15 04:00:00,FTM/USD,1.2827,1.5326,1.2827,1.3876,2686813.79933742,3728222.827960604
1631592000000,2021-09-14 04:00:00,FTM/USD,1.3058,1.3284,1.1198,1.2827,4820482.9158599,6183233.436173494
1631505600000,2021-09-13 04:00:00,FTM/USD,1.2901,1.3891,1.22,1.3058,4463971.17946158,5829053.566140931
1631419200000,2021-09-12 04:00:00,FTM/USD,1.505,1.555,1.2901,1.2901,3243041.68559659,4183848.0785881607
1631332800000,2021-09-11 04:00:00,FTM/USD,1.4889,1.6972,1.4369,1.505,3196264.27650834,4810377.736145051
1631246400000,2021-09-10 04:00:00,FTM/USD,1.6863,1.7687,1.3821,1.4889,7003695.4005301,10427802.081849266
1631160000000,2021-09-09 04:00:00,FTM/USD,1.7093,1.9509,1.5993,1.6863,5637418.45535341,9506378.741262455
1631073600000,2021-09-08 04:00:00,FTM/USD,1.568,1.755,1.387,1.7093,5848870.05454022,9997473.584225599
1630987200000,2021-09-07 04:00:00,FTM/USD,1.4847,1.8588,1.15,1.568,12662713.99654755,19855135.54658656
1630900800000,2021-09-06 04:00:00,FTM/USD,1.3056,1.4987,1.1911,1.4847,4462007.76219758,6624742.924534746
1630814400000,2021-09-05 04:00:00,FTM/USD,1.0322,1.3613,1.0236,1.3056,3176610.73720999,4147382.9785013637
1630728000000,2021-09-04 04:00:00,FTM/USD,1.0588,1.192,1.006,1.0322,3076913.91507899,3175990.543144534
1630641600000,2021-09-03 04:00:00,FTM/USD,0.8607,1.0806,0.8307,1.0588,4163783.74697749,4408614.231299766
1630555200000,2021-09-02 04:00:00,FTM/USD,0.8678,0.9348,0.8088,0.8607,3983132.34914512,3428282.0129092047
1630468800000,2021-09-01 04:00:00,FTM/USD,0.7161,0.9451,0.7161,0.8678,1770015.71382102,1536019.6364538812
1630382400000,2021-08-31 04:00:00,FTM/USD,0.8309,0.869,0.6855,0.7161,4145023.73928391,2968251.499701208
1630296000000,2021-08-30 04:00:00,FTM/USD,0.6606,0.905,0.6589,0.8309,6962577.69781338,5785205.8091131365
1630209600000,2021-08-29 04:00:00,FTM/USD,0.5047,0.6969,0.4967,0.6606,3875182.45542372,2559945.5300529096
1630123200000,2021-08-28 04:00:00,FTM/USD,0.4725,0.5369,0.47,0.5047,2476224.77887631,1249750.645898874
1630036800000,2021-08-27 04:00:00,FTM/USD,0.428,0.495,0.4202,0.4725,1489966.7728174,704009.3001562215
1629950400000,2021-08-26 04:00:00,FTM/USD,0.4763,0.4803,0.4183,0.428,2204680.9636229,943603.4524306012
1629864000000,2021-08-25 04:00:00,FTM/USD,0.5002,0.5176,0.4762,0.4763,481058.46467787,229128.14672606948
1629777600000,2021-08-24 04:00:00,FTM/USD,0.5478,0.5581,0.4692,0.5002,1776000.41401428,888355.4070899428
1629691200000,2021-08-23 04:00:00,FTM/USD,0.5881,0.5898,0.5318,0.5478,1655133.18528733,906681.9589003994
1629604800000,2021-08-22 04:00:00,FTM/USD,0.56,0.5901,0.5278,0.5881,1590803.42822866,935551.4961412749
1629518400000,2021-08-21 04:00:00,FTM/USD,0.5029,0.5974,0.4883,0.56,1982338.75344947,1110109.7019317034
1629432000000,2021-08-20 04:00:00,FTM/USD,0.5298,0.5298,0.4757,0.5029,1652680.36623721,831132.956180693
1629345600000,2021-08-19 04:00:00,FTM/USD,0.421,0.5402,0.4188,0.5298,2817609.60905465,1492769.570877154
1629259200000,2021-08-18 04:00:00,FTM/USD,0.389,0.4619,0.389,0.421,1652842.75067852,695846.7980356569
1629172800000,2021-08-17 04:00:00,FTM/USD,0.4297,0.4651,0.3672,0.389,1845872.52624989,718044.4127112072
1629086400000,2021-08-16 04:00:00,FTM/USD,0.3574,0.441,0.3574,0.4297,2394539.08498219,1028933.444816847
1629000000000,2021-08-15 04:00:00,FTM/USD,0.3315,0.3652,0.3209,0.3574,672457.91688118,240336.45949333374
1628913600000,2021-08-14 04:00:00,FTM/USD,0.3393,0.355,0.3265,0.3315,1119502.09973819,371114.94606320997
1628827200000,2021-08-13 04:00:00,FTM/USD,0.3236,0.3517,0.3209,0.3393,776454.33512777,263450.95590885234
1628740800000,2021-08-12 04:00:00,FTM/USD,0.3319,0.3361,0.291,0.3236,629107.8103478,203579.2874285481
1628654400000,2021-08-11 04:00:00,FTM/USD,0.3007,0.34,0.3007,0.3319,633482.40623809,210252.81063042206
1628568000000,2021-08-10 04:00:00,FTM/USD,0.2793,0.305,0.2766,0.3007,586571.70964949,176382.11309160164
1628481600000,2021-08-09 04:00:00,FTM/USD,0.2653,0.2905,0.2618,0.2793,328291.64992938,91691.85782527583
1628395200000,2021-08-08 04:00:00,FTM/USD,0.2964,0.2989,0.2577,0.2653,317655.32295125,84273.95717896662
1628308800000,2021-08-07 04:00:00,FTM/USD,0.2877,0.3,0.2685,0.2964,520588.19585951,154302.34125275875
1628222400000,2021-08-06 04:00:00,FTM/USD,0.2603,0.2877,0.2599,0.2877,1250033.76621347,359634.7145396153
1628136000000,2021-08-05 04:00:00,FTM/USD,0.2442,0.2695,0.2318,0.2603,336337.89625812,87548.75439598864
1628049600000,2021-08-04 04:00:00,FTM/USD,0.2354,0.2487,0.2354,0.2442,48649.03617405,11880.094633703011
1627963200000,2021-08-03 04:00:00,FTM/USD,0.2446,0.2479,0.2337,0.2354,189427.80202709,44591.30459717698
1627876800000,2021-08-02 04:00:00,FTM/USD,0.2443,0.2575,0.2423,0.2446,301075.58183863,73643.0873177289
1627790400000,2021-08-01 04:00:00,FTM/USD,0.2661,0.268,0.2387,0.2443,400989.00118816,97961.61299026747
1627704000000,2021-07-31 04:00:00,FTM/USD,0.2588,0.2663,0.2446,0.2661,350114.02101845,93165.34099300954
1627617600000,2021-07-30 04:00:00,FTM/USD,0.255,0.26,0.2298,0.2588,413139.89833713,106920.60568964924
1627531200000,2021-07-29 04:00:00,FTM/USD,0.229,0.2553,0.229,0.255,1072669.7648199,273530.79002907453
1627444800000,2021-07-28 04:00:00,FTM/USD,0.2214,0.2342,0.2214,0.229,193081.53106811,44215.67061459719
1627358400000,2021-07-27 04:00:00,FTM/USD,0.2044,0.2346,0.2034,0.2214,417897.13281756,92522.42520580778
1627272000000,2021-07-26 04:00:00,FTM/USD,0.221,0.242,0.2009,0.2044,730850.79554535,149385.90260946951
1627185600000,2021-07-25 04:00:00,FTM/USD,0.1923,0.2213,0.1862,0.221,596142.99188104,131747.60120570986
1627099200000,2021-07-24 04:00:00,FTM/USD,0.1953,0.2018,0.1877,0.1923,382188.96289402,73494.93756452005
1627012800000,2021-07-23 04:00:00,FTM/USD,0.1857,0.1963,0.1793,0.1953,222298.00737461,43414.800840261334
1626926400000,2021-07-22 04:00:00,FTM/USD,0.1736,0.1896,0.1732,0.1857,225190.81953699,41817.935188019044
1626840000000,2021-07-21 04:00:00,FTM/USD,0.1629,0.1809,0.1629,0.1736,296629.44973937,51494.87247475463
1626753600000,2021-07-20 04:00:00,FTM/USD,0.1552,0.168,0.1532,0.1629,717061.43679749,116809.30805431111
1626667200000,2021-07-19 04:00:00,FTM/USD,0.185,0.1898,0.1536,0.1552,714644.74963999,110912.86514412645
1626580800000,2021-07-18 04:00:00,FTM/USD,0.2007,0.2027,0.185,0.185,196088.1459045,36276.3069923325
1626494400000,2021-07-17 04:00:00,FTM/USD,0.1898,0.2016,0.1882,0.2007,227752.44048152,45709.91480464106
1626408000000,2021-07-16 04:00:00,FTM/USD,0.2143,0.2145,0.1894,0.1898,610804.31527211,115930.65903864648
1626321600000,2021-07-15 04:00:00,FTM/USD,0.2183,0.2183,0.203,0.2143,243623.82584795,52208.58587921569
1626235200000,2021-07-14 04:00:00,FTM/USD,0.2086,0.2231,0.2086,0.2183,100503.63664754,21939.94388015798
1626148800000,2021-07-13 04:00:00,FTM/USD,0.2251,0.235,0.2083,0.2086,538506.86545455,112332.53213381914
1626062400000,2021-07-12 04:00:00,FTM/USD,0.235,0.2389,0.2191,0.2251,337455.0504533,75961.13185703784
1625976000000,2021-07-11 04:00:00,FTM/USD,0.2218,0.2368,0.2211,0.235,263880.42424612,62011.89969783819
1625889600000,2021-07-10 04:00:00,FTM/USD,0.2353,0.2353,0.2208,0.2218,258398.09260221,57312.69693917018
1625803200000,2021-07-09 04:00:00,FTM/USD,0.2362,0.2412,0.2247,0.2353,416230.29778385,97938.9890685399
1625716800000,2021-07-08 04:00:00,FTM/USD,0.2546,0.2546,0.2256,0.2362,567771.90166778,134107.72317392964
1625630400000,2021-07-07 04:00:00,FTM/USD,0.255,0.2806,0.247,0.2546,1116516.67924453,284265.1465356573
1625544000000,2021-07-06 04:00:00,FTM/USD,0.2354,0.2555,0.2354,0.255,480449.98696765,122514.74667675076
1625457600000,2021-07-05 04:00:00,FTM/USD,0.2382,0.2399,0.2254,0.2354,328974.21544668,77440.53031614848
1625371200000,2021-07-04 04:00:00,FTM/USD,0.2295,0.2531,0.2293,0.2382,386295.51322702,92015.59125067615
1625284800000,2021-07-03 04:00:00,FTM/USD,0.2276,0.2397,0.2259,0.2295,360275.06454781,82683.1273137224
1625198400000,2021-07-02 04:00:00,FTM/USD,0.2145,0.2311,0.2145,0.2276,526061.82927732,119731.67234351802
1625112000000,2021-07-01 04:00:00,FTM/USD,0.2266,0.2364,0.2145,0.2145,1173919.78939848,251805.79482597395
1625025600000,2021-06-30 04:00:00,FTM/USD,0.2249,0.2421,0.2138,0.2266,1296029.52290719,293680.2898907692
1624939200000,2021-06-29 04:00:00,FTM/USD,0.2265,0.2648,0.2249,0.2249,846311.42538742,190335.43956963075
1624852800000,2021-06-28 04:00:00,FTM/USD,0.2225,0.2475,0.2166,0.2265,477612.6672941,108179.26914211366
1624766400000,2021-06-27 04:00:00,FTM/USD,0.2098,0.2229,0.2007,0.2225,438750.89341205,97622.07378418112
1624680000000,2021-06-26 04:00:00,FTM/USD,0.21,0.2467,0.1948,0.2098,658917.35410857,138240.860891978
1624593600000,2021-06-25 04:00:00,FTM/USD,0.2422,0.29,0.2034,0.21,1086016.97737854,228063.56524949337
1624507200000,2021-06-24 04:00:00,FTM/USD,0.2392,0.2422,0.2392,0.2422,0.404318,0.0979258196
1624420800000,2021-06-23 04:00:00,FTM/USD,0.2424,0.2504,0.2328,0.2392,1353161.61430708,323676.2581422535
1624334400000,2021-06-22 04:00:00,FTM/USD,0.251,0.251,0.1878,0.2424,1496098.5304424,362654.28377923777
1624248000000,2021-06-21 04:00:00,FTM/USD,0.2897,0.2987,0.2271,0.251,2055418.45122711,515910.03125800466
1624161600000,2021-06-20 04:00:00,FTM/USD,0.308,0.3196,0.2817,0.2897,568228.61543295,164615.8298909256
1624075200000,2021-06-19 04:00:00,FTM/USD,0.2849,0.3286,0.2841,0.308,2477336.13961614,763019.5310017712
1623988800000,2021-06-18 04:00:00,FTM/USD,0.3256,0.3471,0.2827,0.2849,1806066.66742657,514548.3935498298
1623902400000,2021-06-17 04:00:00,FTM/USD,0.0,0.335,0.0,0.3256,2767809.16686752,901198.6647320646
