https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AXS,Volume USD
1634443200000,2021-10-17 04:00:00,AXS/USD,125.9,129.38,121.61,123.76,3364.32680755,416369.085702388
1634356800000,2021-10-16 04:00:00,AXS/USD,125.5,127.74,122.39,125.9,5719.86250296,720130.689122664
1634270400000,2021-10-15 04:00:00,AXS/USD,139.05,139.05,124.08,125.5,13611.45368193,1708237.437082215
1634184000000,2021-10-14 04:00:00,AXS/USD,122.59,145.46,122.59,139.05,1777.6273097,247179.07741378504
1634097600000,2021-10-13 04:00:00,AXS/USD,123.14,124.92,117.77,122.59,9048.82019871,1109294.868159859
1634011200000,2021-10-12 04:00:00,AXS/USD,122.67,126.55,116.63,123.14,11362.42857215,1399169.454374551
1633924800000,2021-10-11 04:00:00,AXS/USD,120.01,125.74,112.25,122.67,7385.31778088,905956.9321805496
1633838400000,2021-10-10 04:00:00,AXS/USD,124.69,125.75,114.4,120.01,6103.7082277,732506.024406277
1633752000000,2021-10-09 04:00:00,AXS/USD,130.44,131.0,123.37,124.69,4398.53098632,548452.8286842408
1633665600000,2021-10-08 04:00:00,AXS/USD,121.05,139.04,120.43,130.44,10014.97285753,1306353.059536213
1633579200000,2021-10-07 04:00:00,AXS/USD,125.99,131.0,120.07,121.05,11005.99115484,1332275.229293382
1633492800000,2021-10-06 04:00:00,AXS/USD,124.02,140.66,123.05,125.99,12865.59559237,1620936.3886826963
1633406400000,2021-10-05 04:00:00,AXS/USD,137.33,145.72,123.28,124.02,14880.50616421,1845480.3744853241
1633320000000,2021-10-04 04:00:00,AXS/USD,138.19,155.27,132.08,137.33,18769.47434368,2577611.9116175747
1633233600000,2021-10-03 04:00:00,AXS/USD,109.5,143.25,106.4,138.19,23587.04677546,3259493.9939008174
1633147200000,2021-10-02 04:00:00,AXS/USD,111.41,117.97,103.61,109.5,7403.09386793,810638.778538335
1633060800000,2021-10-01 04:00:00,AXS/USD,75.06,120.33,75.05,111.41,16708.30890081,1861472.694639242
1632974400000,2021-09-30 04:00:00,AXS/USD,73.62,78.77,72.31,75.06,2319.56449439,174106.5109489134
1632888000000,2021-09-29 04:00:00,AXS/USD,69.6,75.06,68.22,73.62,8332.23394851,613419.0632893062
1632801600000,2021-09-28 04:00:00,AXS/USD,64.41,72.5,64.08,69.6,6965.89457134,484826.26216526394
1632715200000,2021-09-27 04:00:00,AXS/USD,65.7,67.33,63.05,64.41,1886.08405296,121482.6738511536
1632628800000,2021-09-26 04:00:00,AXS/USD,62.7,67.05,58.18,65.7,807.04372581,53022.772785717
1632542400000,2021-09-25 04:00:00,AXS/USD,67.16,67.44,62.08,62.7,2269.73382645,142312.310918415
1632456000000,2021-09-24 04:00:00,AXS/USD,67.32,72.12,64.42,67.16,4219.04936078,283351.3550699848
1632369600000,2021-09-23 04:00:00,AXS/USD,67.45,70.76,64.72,67.32,2502.23671317,168450.57553060437
1632283200000,2021-09-22 04:00:00,AXS/USD,56.95,67.5,56.95,67.45,2856.41587698,192665.25090230102
1632196800000,2021-09-21 04:00:00,AXS/USD,55.62,58.43,48.1,56.95,2889.68764282,164567.711258599
1632110400000,2021-09-20 04:00:00,AXS/USD,59.69,60.39,50.97,55.62,2221.62540479,123566.8050144198
1632024000000,2021-09-19 04:00:00,AXS/USD,66.0,66.47,58.0,59.69,2773.83969256,165570.4912489064
1631937600000,2021-09-18 04:00:00,AXS/USD,66.4,67.78,64.77,66.0,2798.22207908,184682.65721928002
1631851200000,2021-09-17 04:00:00,AXS/USD,67.48,68.06,64.56,66.4,2940.66505208,195260.159458112
1631764800000,2021-09-16 04:00:00,AXS/USD,0.0,68.92,0.0,67.48,5616.37364227,378992.89338037965
