https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SNX,Volume USD
1635739200000,2021-11-01 04:00:00,SNX/USD,9.7784,10.8307,9.6751,10.3432,49390.68534584,510857.73666909226
1635652800000,2021-10-31 04:00:00,SNX/USD,9.9919,10.2412,9.4901,9.7784,46941.56162922,459013.3662351648
1635566400000,2021-10-30 04:00:00,SNX/USD,10.1247,10.1247,9.7949,9.9919,6266.00282483,62609.27362541887
1635480000000,2021-10-29 04:00:00,SNX/USD,10.0622,10.662,9.7822,10.1247,40542.61399672,410481.803932591
1635393600000,2021-10-28 04:00:00,SNX/USD,9.3955,10.0622,9.2501,10.0622,40112.625794,403621.2632643868
1635307200000,2021-10-27 04:00:00,SNX/USD,10.5646,10.5646,9.2011,9.3955,3575.41347021,33592.797259358056
1635220800000,2021-10-26 04:00:00,SNX/USD,10.158,11.0745,10.0451,10.5646,157507.54181934,1664004.1763045995
1635134400000,2021-10-25 04:00:00,SNX/USD,9.5937,10.2567,9.5832,10.158,27727.63586087,281657.32507471746
1635048000000,2021-10-24 04:00:00,SNX/USD,9.9359,10.0245,9.277,9.5937,14991.6261232,143825.16353814382
1634961600000,2021-10-23 04:00:00,SNX/USD,9.7832,10.1616,9.6204,9.9359,24001.35787643,238475.09172442084
1634875200000,2021-10-22 04:00:00,SNX/USD,9.6994,10.01,9.3914,9.7832,55125.28407737,539301.6791857262
1634788800000,2021-10-21 04:00:00,SNX/USD,9.9318,10.0319,9.4084,9.6994,27617.46654377,267872.8549946427
1634702400000,2021-10-20 04:00:00,SNX/USD,9.3323,10.1291,9.3323,9.9318,14728.26210646,146278.15358893946
1634616000000,2021-10-19 04:00:00,SNX/USD,9.505,9.5317,9.235,9.3323,33715.58487447,314643.9527240164
1634529600000,2021-10-18 04:00:00,SNX/USD,9.5999,9.6027,9.2675,9.505,30084.59181191,285954.04517220455
1634443200000,2021-10-17 04:00:00,SNX/USD,9.8789,9.937,9.25,9.5999,9277.95363407,89067.4270917086
1634356800000,2021-10-16 04:00:00,SNX/USD,9.7822,10.1012,9.6106,9.8789,16126.44855586,159311.57263848535
1634270400000,2021-10-15 04:00:00,SNX/USD,10.0446,10.0446,9.6,9.7822,19455.28250688,190315.46453880155
1634184000000,2021-10-14 04:00:00,SNX/USD,9.5357,10.3434,9.5357,10.0446,12063.387577,121171.90285593421
1634097600000,2021-10-13 04:00:00,SNX/USD,9.2978,9.5737,9.0822,9.5357,26220.46349991,250030.4737960918
1634011200000,2021-10-12 04:00:00,SNX/USD,9.2992,9.5014,8.9276,9.2978,35677.56695831,331722.88206497475
1633924800000,2021-10-11 04:00:00,SNX/USD,9.8112,9.8525,9.277,9.2992,13617.57435021,126632.54739747284
1633838400000,2021-10-10 04:00:00,SNX/USD,10.0802,10.324,9.469,9.8112,17472.46282539,171425.82727246635
1633752000000,2021-10-09 04:00:00,SNX/USD,10.2612,10.4063,9.99,10.0802,14704.06823801,148219.94865278841
1633665600000,2021-10-08 04:00:00,SNX/USD,10.117,10.4559,9.9306,10.2612,30134.64172799,309217.58569925104
1633579200000,2021-10-07 04:00:00,SNX/USD,9.9944,10.4126,9.9365,10.117,13739.77366042,139005.29012246916
1633492800000,2021-10-06 04:00:00,SNX/USD,10.2876,10.4303,9.9209,9.9944,10295.66783338,102899.02259393307
1633406400000,2021-10-05 04:00:00,SNX/USD,10.1329,10.6456,10.0071,10.2876,22540.54019992,231888.06136069697
1633320000000,2021-10-04 04:00:00,SNX/USD,10.4371,10.6662,10.0504,10.1329,24966.87815909,252986.87969824305
1633233600000,2021-10-03 04:00:00,SNX/USD,10.8888,11.2268,10.3465,10.4371,19558.06504448,204129.4806757422
1633147200000,2021-10-02 04:00:00,SNX/USD,10.5054,11.4528,10.3467,10.8888,44619.13437161,485848.830345587
1633060800000,2021-10-01 04:00:00,SNX/USD,9.6294,10.7895,9.5438,10.5054,31092.99268787,326644.3253831495
1632974400000,2021-09-30 04:00:00,SNX/USD,9.7228,9.7573,9.3159,9.6294,21564.84897584,207656.5567279537
1632888000000,2021-09-29 04:00:00,SNX/USD,9.6683,9.7796,9.1761,9.7228,19708.13624293,191618.26706275978
1632801600000,2021-09-28 04:00:00,SNX/USD,9.9762,10.0137,9.26,9.6683,35913.46685567,347222.1716006743
1632715200000,2021-09-27 04:00:00,SNX/USD,10.8217,10.8577,9.7801,9.9762,20785.92035893,207364.49868475748
1632628800000,2021-09-26 04:00:00,SNX/USD,9.8381,11.141,9.2695,10.8217,25894.26852309,280220.005676323
1632542400000,2021-09-25 04:00:00,SNX/USD,10.4478,10.6074,9.7001,9.8381,14280.47684884,140492.7592865728
1632456000000,2021-09-24 04:00:00,SNX/USD,11.2159,11.4404,9.7884,10.4478,33589.1065007,350932.2668980135
1632369600000,2021-09-23 04:00:00,SNX/USD,11.0456,12.1038,10.6467,11.2159,45316.05494171,508260.3406207251
1632283200000,2021-09-22 04:00:00,SNX/USD,9.8774,11.0609,9.8774,11.0456,14977.23567502,165432.55437200092
1632196800000,2021-09-21 04:00:00,SNX/USD,10.7934,11.0209,9.26,9.8774,34572.28202935,341484.25851670164
1632110400000,2021-09-20 04:00:00,SNX/USD,11.5795,11.7531,9.95,10.7934,86778.67319354,936636.9312471547
1632024000000,2021-09-19 04:00:00,SNX/USD,12.4003,13.315,11.5,11.5795,31370.10975675,363250.18592828664
1631937600000,2021-09-18 04:00:00,SNX/USD,12.9546,13.5937,12.2513,12.4003,29671.97386254,367941.37748765474
1631851200000,2021-09-17 04:00:00,SNX/USD,14.3116,14.458,12.4507,12.9546,49289.6995026,638528.3411763819
1631764800000,2021-09-16 04:00:00,SNX/USD,15.0442,15.8635,13.89,14.3116,39259.36008941,561864.2578556002
1631678400000,2021-09-15 04:00:00,SNX/USD,13.6832,15.8853,13.6832,15.0442,76753.98732144,1154702.3360612076
1631592000000,2021-09-14 04:00:00,SNX/USD,12.4759,14.1221,12.2086,13.6832,124100.52823476,1698092.347941868
1631505600000,2021-09-13 04:00:00,SNX/USD,10.4819,13.0127,10.0915,12.4759,69431.39821328,866219.1809690599
1631419200000,2021-09-12 04:00:00,SNX/USD,10.8277,11.42,10.4819,10.4819,15254.19629248,159892.9601181461
1631332800000,2021-09-11 04:00:00,SNX/USD,10.591,11.0623,10.5381,10.8277,6789.14067102,73510.77844360325
1631246400000,2021-09-10 04:00:00,SNX/USD,11.7018,11.771,10.2288,10.591,26684.29660595,282613.38535361644
1631160000000,2021-09-09 04:00:00,SNX/USD,10.9251,11.817,10.8504,11.7018,28367.52531033,331951.1076764196
1631073600000,2021-09-08 04:00:00,SNX/USD,10.6632,11.3177,10.6632,10.9251,13279.87592464,145083.97246428448
1630987200000,2021-09-07 04:00:00,SNX/USD,13.6789,14.1805,9.4702,10.6632,131129.37459828,1398258.7472163793
1630900800000,2021-09-06 04:00:00,SNX/USD,12.714,14.3073,12.4987,13.6789,59984.24597157,820518.502220509
1630814400000,2021-09-05 04:00:00,SNX/USD,12.2954,13.1062,12.2954,12.714,21964.72641491,279259.53163916577
1630728000000,2021-09-04 04:00:00,SNX/USD,12.4842,12.8799,12.2313,12.2954,18771.167658,230799.0148221732
1630641600000,2021-09-03 04:00:00,SNX/USD,12.4395,12.9327,12.2365,12.4842,26862.01110278,335350.7190093261
1630555200000,2021-09-02 04:00:00,SNX/USD,12.2922,13.0158,12.1033,12.4395,33079.86550484,411496.98694745725
1630468800000,2021-09-01 04:00:00,SNX/USD,11.6974,12.5268,11.6974,12.2922,18743.47611489,230398.55709945085
1630382400000,2021-08-31 04:00:00,SNX/USD,11.2919,11.8652,11.16,11.6974,18388.66312207,215099.5480041016
1630296000000,2021-08-30 04:00:00,SNX/USD,11.36,11.9489,10.9401,11.2919,41126.42416144,464395.46898856433
1630209600000,2021-08-29 04:00:00,SNX/USD,11.647,11.8454,11.2925,11.36,16558.64365437,188106.19191364318
1630123200000,2021-08-28 04:00:00,SNX/USD,12.1922,12.2891,11.56,11.647,7321.74253235,85276.33527428046
1630036800000,2021-08-27 04:00:00,SNX/USD,11.2151,12.4,11.12,12.1922,10933.70396638,133305.90549889824
1629950400000,2021-08-26 04:00:00,SNX/USD,11.9074,12.0365,11.1246,11.2151,31821.52898075,356881.6296720093
1629864000000,2021-08-25 04:00:00,SNX/USD,12.5,12.6153,11.8484,11.9074,14529.49236499,173008.47738688192
1629777600000,2021-08-24 04:00:00,SNX/USD,13.4714,13.8133,12.2,12.5,23185.71162,289821.39525
1629691200000,2021-08-23 04:00:00,SNX/USD,13.9331,14.3487,13.2432,13.4714,20166.90857182,271676.49213441595
1629604800000,2021-08-22 04:00:00,SNX/USD,13.361,13.9524,12.78,13.9331,15828.04320776,220533.70881804085
1629518400000,2021-08-21 04:00:00,SNX/USD,12.9776,14.5172,12.8991,13.361,54848.64600438,732832.7592645213
1629432000000,2021-08-20 04:00:00,SNX/USD,12.2385,12.9776,12.1642,12.9776,24787.51040803,321682.39507125015
1629345600000,2021-08-19 04:00:00,SNX/USD,11.1523,12.6582,11.05,12.2385,31187.18711334,381684.38948661165
1629259200000,2021-08-18 04:00:00,SNX/USD,11.1831,11.8863,11.1244,11.1523,10611.51494,118342.79806536199
1629172800000,2021-08-17 04:00:00,SNX/USD,12.4315,13.1061,10.7691,11.1831,23447.51990505,262215.95985016465
1629086400000,2021-08-16 04:00:00,SNX/USD,12.8286,13.2878,11.7103,12.4315,32203.56799241,400338.6554976449
1629000000000,2021-08-15 04:00:00,SNX/USD,12.6816,13.3426,12.0358,12.8286,25916.3794702,332470.8656714077
1628913600000,2021-08-14 04:00:00,SNX/USD,12.76,13.4208,11.6882,12.6816,37389.33349685,474156.5716736529
1628827200000,2021-08-13 04:00:00,SNX/USD,10.6683,12.76,10.6405,12.76,38569.48600721,492146.64145199955
1628740800000,2021-08-12 04:00:00,SNX/USD,11.0489,11.052,10.0023,10.6683,32321.26734942,344812.9764638174
1628654400000,2021-08-11 04:00:00,SNX/USD,10.3706,11.4684,10.3706,11.0489,106459.2929969,1176258.0823934483
1628568000000,2021-08-10 04:00:00,SNX/USD,10.1839,10.5529,9.8267,10.3706,18625.96048774,193162.38583415645
1628481600000,2021-08-09 04:00:00,SNX/USD,9.6681,10.3115,9.55,10.1839,15592.99833148,158797.53570795915
1628395200000,2021-08-08 04:00:00,SNX/USD,10.4028,10.6533,9.3554,9.6681,20914.03790292,202199.0098492209
1628308800000,2021-08-07 04:00:00,SNX/USD,10.5082,11.069,10.19,10.4028,26410.70777171,274745.31080754474
1628222400000,2021-08-06 04:00:00,SNX/USD,10.0515,10.6421,9.9797,10.5082,26823.15883922,281863.1177142916
1628136000000,2021-08-05 04:00:00,SNX/USD,9.6991,10.849,9.4,10.0515,22005.21490782,221185.41764595272
1628049600000,2021-08-04 04:00:00,SNX/USD,9.0432,9.7843,9.0432,9.6991,8899.40279194,86316.19761930524
1627963200000,2021-08-03 04:00:00,SNX/USD,9.2259,9.3035,8.8271,9.0432,9228.2087836,83452.53767185152
1627876800000,2021-08-02 04:00:00,SNX/USD,9.49,9.8238,9.1711,9.2259,13307.44828877,122773.18716736312
1627790400000,2021-08-01 04:00:00,SNX/USD,10.4178,10.4178,9.2883,9.49,21632.96040893,205296.7942807457
1627704000000,2021-07-31 04:00:00,SNX/USD,9.7152,10.4178,9.5,10.4178,40789.30257428,424934.7963583342
1627617600000,2021-07-30 04:00:00,SNX/USD,10.1287,10.1287,8.9837,9.7152,26953.75745687,261861.14444498342
1627531200000,2021-07-29 04:00:00,SNX/USD,9.0427,10.24,9.0427,10.1287,32426.98901041,328443.2435897398
1627444800000,2021-07-28 04:00:00,SNX/USD,9.2098,9.25,8.8817,9.0427,4513.09163736,40810.53374915527
1627358400000,2021-07-27 04:00:00,SNX/USD,8.9837,9.8483,8.815,9.2098,53459.2150271,492348.67855658557
1627272000000,2021-07-26 04:00:00,SNX/USD,9.127,10.4985,8.8107,8.9837,32962.82823677,296128.1600306707
1627185600000,2021-07-25 04:00:00,SNX/USD,8.3403,9.2228,8.0512,9.127,16524.09185211,150815.386334208
1627099200000,2021-07-24 04:00:00,SNX/USD,8.6521,8.7597,8.272,8.3403,9069.33330991,75640.96060464237
1627012800000,2021-07-23 04:00:00,SNX/USD,8.5775,8.9613,8.0901,8.6521,17903.91441362,154906.45789808163
1626926400000,2021-07-22 04:00:00,SNX/USD,8.3681,8.8987,8.3,8.5775,22888.62836415,196327.20979349664
1626840000000,2021-07-21 04:00:00,SNX/USD,7.3432,8.6225,7.3432,8.3681,15121.69919873,126539.89106489252
1626753600000,2021-07-20 04:00:00,SNX/USD,7.6061,7.8252,7.15,7.3432,20097.85821424,147582.5924388072
1626667200000,2021-07-19 04:00:00,SNX/USD,8.6679,8.8319,7.5569,7.6061,11258.2059071,85631.03994999331
1626580800000,2021-07-18 04:00:00,SNX/USD,9.4357,9.4358,8.6375,8.6679,3725.51713054,32292.409935807664
1626494400000,2021-07-17 04:00:00,SNX/USD,8.8013,9.5108,8.7261,9.4357,9532.74754492,89948.14600960164
1626408000000,2021-07-16 04:00:00,SNX/USD,10.0273,10.2059,8.7089,8.8013,27510.99601884,242132.5292606165
1626321600000,2021-07-15 04:00:00,SNX/USD,10.3236,10.3236,9.4488,10.0273,24032.96174944,240985.71735015974
1626235200000,2021-07-14 04:00:00,SNX/USD,10.2663,10.81,10.2,10.3236,11257.9035682,116222.09327666952
1626148800000,2021-07-13 04:00:00,SNX/USD,11.8673,12.2248,10.0505,10.2663,32686.8854243,335573.37183149107
1626062400000,2021-07-12 04:00:00,SNX/USD,13.4771,13.4915,11.6799,11.8673,50635.22275307,600903.3789775076
1625976000000,2021-07-11 04:00:00,SNX/USD,10.9743,13.6123,10.8445,13.4771,80229.31803773,1081258.542126291
1625889600000,2021-07-10 04:00:00,SNX/USD,11.2949,11.4659,10.5278,10.9743,22108.92984804,242630.02883134535
1625803200000,2021-07-09 04:00:00,SNX/USD,9.7491,12.122,9.6784,11.2949,60882.03072864,687656.448876916
1625716800000,2021-07-08 04:00:00,SNX/USD,10.4148,10.4148,9.2111,9.7491,11990.77538879,116899.26834285259
1625630400000,2021-07-07 04:00:00,SNX/USD,11.382,11.8046,10.2174,10.4148,40746.39367179,424365.5408129585
1625544000000,2021-07-06 04:00:00,SNX/USD,10.6596,12.7452,10.6596,11.382,113310.26533686,1289697.4400641406
1625457600000,2021-07-05 04:00:00,SNX/USD,8.4694,11.411,8.4099,10.6596,125180.46641913,1334373.699841358
1625371200000,2021-07-04 04:00:00,SNX/USD,7.1315,8.9564,7.1315,8.4694,69269.41026981,586670.3433391289
1625284800000,2021-07-03 04:00:00,SNX/USD,6.8455,7.4767,6.823,7.1315,18578.07721969,132489.55769221924
1625198400000,2021-07-02 04:00:00,SNX/USD,6.5657,6.9534,6.4249,6.8455,6407.35418319,43861.54306102715
1625112000000,2021-07-01 04:00:00,SNX/USD,7.0401,7.244,6.54,6.5657,18324.77234136,120314.95776166735
1625025600000,2021-06-30 04:00:00,SNX/USD,6.973,7.369,6.6714,7.0401,22299.61637121,156991.52921495552
1624939200000,2021-06-29 04:00:00,SNX/USD,7.1084,7.4534,6.9422,6.973,27047.81001636,188604.37924407827
1624852800000,2021-06-28 04:00:00,SNX/USD,6.3864,7.2637,6.3534,7.1084,59967.70607611,426274.4418714203
1624766400000,2021-06-27 04:00:00,SNX/USD,6.1934,6.4346,5.8352,6.3864,14175.51067029,90530.48134474005
1624680000000,2021-06-26 04:00:00,SNX/USD,5.93,6.1934,5.5711,6.1934,25814.02677571,159876.5934326823
1624593600000,2021-06-25 04:00:00,SNX/USD,6.4933,6.7837,5.7,5.93,43299.25448235,256764.57908033548
1624507200000,2021-06-24 04:00:00,SNX/USD,6.4933,6.4933,6.4933,6.4933,0.0,0.0
1624420800000,2021-06-23 04:00:00,SNX/USD,6.8336,6.843,6.313,6.4933,23793.52114052,154498.4708217385
1624334400000,2021-06-22 04:00:00,SNX/USD,6.9318,6.9465,5.5698,6.8336,88355.88861667,603788.800450876
1624248000000,2021-06-21 04:00:00,SNX/USD,8.0281,8.0281,6.3115,6.9318,46791.33685483,324348.18881031056
1624161600000,2021-06-20 04:00:00,SNX/USD,8.191,8.6268,7.77,8.0281,10235.01622817,82167.73378137157
1624075200000,2021-06-19 04:00:00,SNX/USD,8.147,8.593,7.9792,8.191,13018.87004706,106637.56455546847
1623988800000,2021-06-18 04:00:00,SNX/USD,8.8926,8.9904,7.94,8.147,19873.6927521,161910.9748513587
1623902400000,2021-06-17 04:00:00,SNX/USD,9.3374,9.4767,8.6398,8.8926,13015.35619381,115740.3564890748
1623816000000,2021-06-16 04:00:00,SNX/USD,9.6533,9.6533,9.1348,9.3374,13266.62113422,123875.74817866585
1623729600000,2021-06-15 04:00:00,SNX/USD,9.9566,10.4479,9.4318,9.6533,53912.57428816,520434.2533758949
1623643200000,2021-06-14 04:00:00,SNX/USD,8.9999,10.1657,8.6943,9.9566,39197.66215737,390275.44303607015
1623556800000,2021-06-13 04:00:00,SNX/USD,8.2651,9.2045,8.1394,8.9999,14993.285577,134938.0708644423
1623470400000,2021-06-12 04:00:00,SNX/USD,8.1463,8.7421,7.9333,8.2651,52659.28211938,435234.23264488764
1623384000000,2021-06-11 04:00:00,SNX/USD,9.0304,9.537,8.0,8.1463,51922.72459319,422978.09135350375
1623297600000,2021-06-10 04:00:00,SNX/USD,10.8002,10.8665,8.6942,9.0304,73243.06224594,661414.1493057366
1623211200000,2021-06-09 04:00:00,SNX/USD,10.0922,10.9447,10.0922,10.8002,7919.50589418,85532.24755832284
1623124800000,2021-06-08 04:00:00,SNX/USD,10.3953,10.6439,9.446,10.0922,36650.43747362,369883.54507126776
1623038400000,2021-06-07 04:00:00,SNX/USD,12.2091,12.3203,10.0998,10.3953,17519.44914552,182119.92970242407
1622952000000,2021-06-06 04:00:00,SNX/USD,11.73,12.2946,11.6718,12.2091,10597.01863044,129380.06016090499
1622865600000,2021-06-05 04:00:00,SNX/USD,12.5622,13.0098,11.4028,11.73,12039.90487589,141228.08419418972
1622779200000,2021-06-04 04:00:00,SNX/USD,12.5768,12.7132,11.6548,12.5622,13739.37077162,172596.72350724478
1622692800000,2021-06-03 04:00:00,SNX/USD,13.5294,13.5809,12.3757,12.5768,21557.33548468,271122.2969237234
1622606400000,2021-06-02 04:00:00,SNX/USD,12.5108,13.5294,12.4351,13.5294,15686.01254592,212222.33813877008
1622520000000,2021-06-01 04:00:00,SNX/USD,12.808,13.2117,12.1296,12.5108,12363.81439292,154681.20910694354
1622433600000,2021-05-31 04:00:00,SNX/USD,11.3041,13.439,11.1911,12.808,24072.04885045,308314.80167656357
1622347200000,2021-05-30 04:00:00,SNX/USD,10.8525,12.423,10.8431,11.3041,22637.94284887,255901.56975791138
1622260800000,2021-05-29 04:00:00,SNX/USD,12.2633,12.4987,10.3289,10.8525,23043.53864336,250080.00312706438
1622174400000,2021-05-28 04:00:00,SNX/USD,13.3479,13.3479,11.042,12.2633,47861.08018982,586934.7846918196
1622088000000,2021-05-27 04:00:00,SNX/USD,13.1416,13.9732,13.0636,13.3479,11237.34252798,149994.92432922422
1622001600000,2021-05-26 04:00:00,SNX/USD,14.6813,15.0875,12.9292,13.1416,46256.23176454,607880.8953568789
1621915200000,2021-05-25 04:00:00,SNX/USD,12.8769,14.6966,12.02,14.6813,80987.6474199,1189003.9480657778
1621828800000,2021-05-24 04:00:00,SNX/USD,11.9736,14.632,11.5592,12.8769,102032.04930458,1313856.495690146
1621742400000,2021-05-23 04:00:00,SNX/USD,15.3132,15.3467,9.5,11.9736,160088.50150342,1916835.6816013497
1621656000000,2021-05-22 04:00:00,SNX/USD,16.2224,16.3376,13.5569,15.3132,88812.66139983,1360006.046547877
1621569600000,2021-05-21 04:00:00,SNX/USD,16.0179,17.4886,13.3529,16.2224,67488.23702546,1094821.1763218222
1621483200000,2021-05-20 04:00:00,SNX/USD,14.799,18.4343,14.799,16.0179,144818.41736021,2319686.9274341078
1621396800000,2021-05-19 04:00:00,SNX/USD,21.9691,22.2385,12.6,14.799,209897.02533466,3106266.077927633
1621310400000,2021-05-18 04:00:00,SNX/USD,21.1377,25.9265,21.1377,21.9691,151759.67852197,3334023.553417011
1621224000000,2021-05-17 04:00:00,SNX/USD,17.4186,21.3382,16.6385,21.1377,140174.95651695,2962976.178368334
1621137600000,2021-05-16 04:00:00,SNX/USD,19.973,20.598,17.2462,17.4186,90370.93776902,1574135.216623452
1621051200000,2021-05-15 04:00:00,SNX/USD,22.3676,22.8575,19.1,19.973,71125.77240042,1420595.0521535885
1620964800000,2021-05-14 04:00:00,SNX/USD,20.0499,22.3676,19.896,22.3676,132294.93283111,2959120.139593136
1620878400000,2021-05-13 04:00:00,SNX/USD,20.3737,21.1188,17.6703,20.0499,77389.16452873,1551645.0098845838
1620792000000,2021-05-12 04:00:00,SNX/USD,18.9219,21.8035,16.2889,20.3737,266904.86279385,5437839.603103062
1620705600000,2021-05-11 04:00:00,SNX/USD,16.1168,19.21,15.9,18.9219,56634.20592881,1071626.78116435
1620619200000,2021-05-10 04:00:00,SNX/USD,18.1598,18.27,15.2071,16.1168,40599.69578977,654337.1771045652
1620532800000,2021-05-09 04:00:00,SNX/USD,18.12,18.354,17.198,18.1598,14157.14709995,257090.959905672
1620446400000,2021-05-08 04:00:00,SNX/USD,18.9602,19.1668,18.12,18.12,13700.98733935,248261.89058902202
1620360000000,2021-05-07 04:00:00,SNX/USD,18.15,20.5,17.7541,18.9602,188499.55906874,3573989.3398551242
1620273600000,2021-05-06 04:00:00,SNX/USD,17.4715,19.0943,17.1356,18.15,84950.98470033,1541860.3723109893
1620187200000,2021-05-05 04:00:00,SNX/USD,16.72,17.9258,16.4769,17.4715,76547.1754794,1337393.976388337
1620100800000,2021-05-04 04:00:00,SNX/USD,17.4231,18.57,16.2131,16.72,91350.42117315,1527379.0420150678
1620014400000,2021-05-03 04:00:00,SNX/USD,17.7102,19.15,17.2,17.4231,27292.81164164,475525.3865134579
1619928000000,2021-05-02 04:00:00,SNX/USD,17.7714,17.7714,16.8517,17.7102,13189.75226871,233593.15062930787
1619841600000,2021-05-01 04:00:00,SNX/USD,18.4979,18.5372,17.6797,17.7714,17590.92084243,312615.2906591605
1619755200000,2021-04-30 04:00:00,SNX/USD,17.5726,18.6706,17.5726,18.4979,15380.79309862,284512.3726589629
1619668800000,2021-04-29 04:00:00,SNX/USD,16.7625,17.84,16.5965,17.5726,21011.16526179,369220.802679331
1619582400000,2021-04-28 04:00:00,SNX/USD,16.739,17.1069,16.0,16.7625,45535.54266002,763289.5338385853
1619496000000,2021-04-27 04:00:00,SNX/USD,15.9165,17.3956,15.9009,16.739,32075.06465818,536904.507313275
1619409600000,2021-04-26 04:00:00,SNX/USD,15.1151,16.2351,15.0131,15.9165,51344.70469617,817227.9922965898
1619323200000,2021-04-25 04:00:00,SNX/USD,13.5,15.1266,13.3011,15.1151,34625.0978349,523361.816284297
1619236800000,2021-04-24 04:00:00,SNX/USD,14.6354,14.8227,13.5,13.5,28847.97984156,389447.72786106
1619150400000,2021-04-23 04:00:00,SNX/USD,14.3179,14.9354,13.0873,14.6354,88924.12055131,1301440.0739166425
1619064000000,2021-04-22 04:00:00,SNX/USD,15.6863,17.7196,13.0874,14.3179,68100.51638033,975056.3834819269
1618977600000,2021-04-21 04:00:00,SNX/USD,16.4109,17.1111,15.518,15.6863,69585.33008175,1091536.3632613549
1618891200000,2021-04-20 04:00:00,SNX/USD,15.3159,17.1043,14.7466,16.4109,43259.85459843,709933.147829375
1618804800000,2021-04-19 04:00:00,SNX/USD,18.21,18.2164,14.92,15.3159,129483.93479381,1983162.9969085145
1618718400000,2021-04-18 04:00:00,SNX/USD,19.1024,19.8,16.2889,18.21,87327.49201502,1590233.6295935144
1618632000000,2021-04-17 04:00:00,SNX/USD,21.7589,21.9526,17.8688,19.1024,73835.04043338,1410426.476374598
1618545600000,2021-04-16 04:00:00,SNX/USD,22.6543,22.6543,20.608,21.7589,31148.11584059,677748.7377638137
1618459200000,2021-04-15 04:00:00,SNX/USD,20.6708,23.1108,20.0368,22.6543,59868.1699246,1356271.4819228656
1618372800000,2021-04-14 04:00:00,SNX/USD,19.519,21.1901,18.71,20.6708,73901.0328529,1527593.4698957251
1618286400000,2021-04-13 04:00:00,SNX/USD,19.7403,19.8928,19.0671,19.519,28338.69961439,553143.0777732783
1618200000000,2021-04-12 04:00:00,SNX/USD,18.8003,20.1585,18.4948,19.7403,18109.91158759,357495.08771250286
1618113600000,2021-04-11 04:00:00,SNX/USD,18.7555,19.7174,18.3245,18.8003,25327.77682574,476169.8026569597
1618027200000,2021-04-10 04:00:00,SNX/USD,19.8017,19.9877,18.58,18.7555,16761.44412205,314369.2652311088
1617940800000,2021-04-09 04:00:00,SNX/USD,19.7658,20.3713,19.1838,19.8017,12299.81230174,243557.19325536495
1617854400000,2021-04-08 04:00:00,SNX/USD,19.5626,20.1474,19.4432,19.7658,8078.28266747,159673.71954867852
1617768000000,2021-04-07 04:00:00,SNX/USD,21.9182,21.9182,18.7334,19.5626,71482.46272391,1398382.8252827616
1617681600000,2021-04-06 04:00:00,SNX/USD,21.5147,22.3873,20.7,21.9182,30514.85457643,668830.685577108
1617595200000,2021-04-05 04:00:00,SNX/USD,20.0337,21.6883,19.6471,21.5147,23622.64477615,508234.1155654344
