https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SAND,Volume USD
1635998400000,2021-11-04 04:00:00,SAND/USD,3.03531,3.03531,2.61,2.68653,1268238.9966073,3407162.111555409
1635912000000,2021-11-03 04:00:00,SAND/USD,2.84835,3.45,2.70639,3.03531,3827912.21424654,11618900.223024664
1635825600000,2021-11-02 04:00:00,SAND/USD,2.72064,3.39999,2.54,2.84835,7050564.289685,20082474.794524267
1635739200000,2021-11-01 04:00:00,SAND/USD,1.6197,3.36934,1.57608,2.72064,9871725.29635383,26857410.710272085
1635652800000,2021-10-31 04:00:00,SAND/USD,2.11981,2.14683,1.44579,1.6197,4397287.25641043,7122286.169207973
1635566400000,2021-10-30 04:00:00,SAND/USD,1.06649,2.44443,1.06649,2.11981,3865184.39584635,8193456.534159052
1635480000000,2021-10-29 04:00:00,SAND/USD,1.05703,1.20999,0.97175,1.06649,3366122.19957761,3589935.664627525
1635393600000,2021-10-28 04:00:00,SAND/USD,0.8194,1.08243,0.79166,1.05703,3352767.19550987,3543975.508669798
1635307200000,2021-10-27 04:00:00,SAND/USD,0.85966,0.85966,0.74871,0.8194,252353.08544983,206778.1182175907
1635220800000,2021-10-26 04:00:00,SAND/USD,0.8256,0.88873,0.81552,0.85966,1148962.67548233,987717.2536051397
1635134400000,2021-10-25 04:00:00,SAND/USD,0.77702,0.8453,0.77187,0.8256,643473.21795161,531251.4887408492
1635048000000,2021-10-24 04:00:00,SAND/USD,0.77778,0.793,0.75726,0.77702,716651.57372312,556852.6058143388
1634961600000,2021-10-23 04:00:00,SAND/USD,0.75718,0.77995,0.74135,0.77778,318297.16045453,247565.16545832434
1634875200000,2021-10-22 04:00:00,SAND/USD,0.77057,0.78012,0.74016,0.75718,455829.91003467,345145.29128005146
1634788800000,2021-10-21 04:00:00,SAND/USD,0.77328,0.80429,0.75,0.77057,963928.49048321,742774.376911647
1634702400000,2021-10-20 04:00:00,SAND/USD,0.73173,0.78766,0.73173,0.77328,877903.6417107,678865.32806205
1634616000000,2021-10-19 04:00:00,SAND/USD,0.74041,0.74185,0.72365,0.73173,521964.95431396,381937.41602015396
1634529600000,2021-10-18 04:00:00,SAND/USD,0.74743,0.7675,0.7187,0.74041,923392.4314168,683688.9901453129
1634443200000,2021-10-17 04:00:00,SAND/USD,0.75945,0.76215,0.70702,0.74743,281127.82431457,210123.36972743907
1634356800000,2021-10-16 04:00:00,SAND/USD,0.74078,0.75945,0.73247,0.75945,659091.02208336,500546.67672120774
1634270400000,2021-10-15 04:00:00,SAND/USD,0.76838,0.76838,0.72301,0.74078,602224.69447377,446116.00917227933
1634184000000,2021-10-14 04:00:00,SAND/USD,0.74112,0.79591,0.74112,0.76838,66776.74731876,51309.9171047888
1634097600000,2021-10-13 04:00:00,SAND/USD,0.73728,0.7454,0.705,0.74112,610393.4557519,452374.7979268481
1634011200000,2021-10-12 04:00:00,SAND/USD,0.70672,0.74095,0.68503,0.73728,956305.38506901,705064.8343036798
1633924800000,2021-10-11 04:00:00,SAND/USD,0.76338,0.76338,0.70266,0.70672,941395.44559532,665302.9893111245
1633838400000,2021-10-10 04:00:00,SAND/USD,0.78617,0.79227,0.72855,0.76338,268034.43174516,204612.12450562025
1633752000000,2021-10-09 04:00:00,SAND/USD,0.78397,0.80841,0.77253,0.78617,228141.30267415,179357.84792333652
1633665600000,2021-10-08 04:00:00,SAND/USD,0.78186,0.81924,0.77062,0.78397,543498.70040686,426086.67615796597
1633579200000,2021-10-07 04:00:00,SAND/USD,0.77835,0.81072,0.77451,0.78186,636554.99449509,497696.887995931
1633492800000,2021-10-06 04:00:00,SAND/USD,0.8143,0.82386,0.7718,0.77835,177748.73771157,138350.7299978005
1633406400000,2021-10-05 04:00:00,SAND/USD,0.80724,0.84398,0.76742,0.8143,1032832.26010927,841035.3094069785
1633320000000,2021-10-04 04:00:00,SAND/USD,0.818,0.86841,0.78852,0.80724,1211597.59603819,978050.0434258684
1633233600000,2021-10-03 04:00:00,SAND/USD,0.77878,0.87493,0.76685,0.818,1150158.62249243,940829.7531988077
1633147200000,2021-10-02 04:00:00,SAND/USD,0.7789,0.81277,0.75664,0.77878,595453.33607637,463727.14906955545
1633060800000,2021-10-01 04:00:00,SAND/USD,0.66228,0.83573,0.65931,0.7789,1718611.72424688,1338626.672015895
1632974400000,2021-09-30 04:00:00,SAND/USD,0.625,0.67602,0.625,0.66228,484462.58867788,320849.88322958635
1632888000000,2021-09-29 04:00:00,SAND/USD,0.60818,0.62739,0.58772,0.625,540096.9811058,337560.613191125
1632801600000,2021-09-28 04:00:00,SAND/USD,0.63272,0.63627,0.5873,0.60818,1624275.60862784,987851.9396552797
1632715200000,2021-09-27 04:00:00,SAND/USD,0.6656,0.67584,0.62342,0.63272,392294.14715991,248212.35279101823
1632628800000,2021-09-26 04:00:00,SAND/USD,0.6519,0.6866,0.62118,0.6656,867233.33268574,577230.5062356285
1632542400000,2021-09-25 04:00:00,SAND/USD,0.68298,0.69992,0.64458,0.6519,769973.56622307,501945.7678208194
1632456000000,2021-09-24 04:00:00,SAND/USD,0.71577,0.73001,0.62144,0.68298,1671992.43330057,1141937.3920956233
1632369600000,2021-09-23 04:00:00,SAND/USD,0.7396,0.75017,0.69279,0.71577,858199.37120907,614273.3639303161
1632283200000,2021-09-22 04:00:00,SAND/USD,0.63422,0.74815,0.63422,0.7396,1088316.26638947,804918.7106216521
1632196800000,2021-09-21 04:00:00,SAND/USD,0.65206,0.69603,0.58073,0.63422,841494.62792514,533692.7229226823
1632110400000,2021-09-20 04:00:00,SAND/USD,0.70095,0.70905,0.59089,0.65206,1636256.21115183,1066937.2250436621
1632024000000,2021-09-19 04:00:00,SAND/USD,0.76433,0.77125,0.68859,0.70095,278859.19551757,195466.35309804068
1631937600000,2021-09-18 04:00:00,SAND/USD,0.77498,0.78433,0.76053,0.76433,144149.94599097,110178.12821927811
1631851200000,2021-09-17 04:00:00,SAND/USD,0.80271,0.80661,0.76,0.77498,340198.79523169,263647.2623286551
1631764800000,2021-09-16 04:00:00,SAND/USD,0.78532,0.83952,0.78122,0.80271,398370.79842692,319776.223605273
1631678400000,2021-09-15 04:00:00,SAND/USD,0.76783,0.82016,0.76783,0.78532,265873.85970305,208796.05950199923
1631592000000,2021-09-14 04:00:00,SAND/USD,0.76457,0.79857,0.75319,0.76783,637147.67625773,489221.1002609728
1631505600000,2021-09-13 04:00:00,SAND/USD,0.76818,0.77706,0.71143,0.76457,399638.38491865,305551.5199572522
1631419200000,2021-09-12 04:00:00,SAND/USD,0.81319,0.8561,0.76818,0.76818,838947.93862065,644463.0274896108
1631332800000,2021-09-11 04:00:00,SAND/USD,0.77139,0.81881,0.76522,0.81319,728039.46343103,592034.4112674793
1631246400000,2021-09-10 04:00:00,SAND/USD,0.83982,0.84311,0.75487,0.77139,750046.12726221,578578.0821087962
1631160000000,2021-09-09 04:00:00,SAND/USD,0.82231,1.0033,0.79359,0.83982,2456384.67434527,2062920.9772086446
1631073600000,2021-09-08 04:00:00,SAND/USD,0.77145,0.83187,0.76845,0.82231,1180467.35030136,970710.1068263113
1630987200000,2021-09-07 04:00:00,SAND/USD,0.93409,0.94165,0.61617,0.77145,2458030.3208027,1896247.4909832426
1630900800000,2021-09-06 04:00:00,SAND/USD,0.97631,0.98901,0.905,0.93409,925524.80130038,864523.461646672
1630814400000,2021-09-05 04:00:00,SAND/USD,0.9745,1.00166,0.95001,0.97631,687207.02361012,670927.0892207964
1630728000000,2021-09-04 04:00:00,SAND/USD,1.00843,1.098,0.96639,0.9745,854246.75657405,832463.4642814118
1630641600000,2021-09-03 04:00:00,SAND/USD,1.00938,1.04,0.97102,1.00843,489829.80624855,493959.0715152253
1630555200000,2021-09-02 04:00:00,SAND/USD,1.01826,1.0483,0.9551,1.00938,695424.74213306,701947.8262142681
1630468800000,2021-09-01 04:00:00,SAND/USD,1.08754,1.08754,0.9766,1.01826,402416.04595934,409764.16295855754
1630382400000,2021-08-31 04:00:00,SAND/USD,0.97296,1.116,0.8978,1.08754,1472227.30025997,1601106.0781247276
1630296000000,2021-08-30 04:00:00,SAND/USD,1.10813,1.11061,0.93933,0.97296,1281275.723151,1246630.027596997
1630209600000,2021-08-29 04:00:00,SAND/USD,0.76386,1.19898,0.76386,1.10813,2802090.89358664,3105080.9819101635
1630123200000,2021-08-28 04:00:00,SAND/USD,0.75821,0.81343,0.74255,0.76386,1313218.63593375,1003115.1872443543
1630036800000,2021-08-27 04:00:00,SAND/USD,0.65464,0.78,0.64364,0.75821,1089369.57738551,825970.9072694676
1629950400000,2021-08-26 04:00:00,SAND/USD,0.77076,0.86319,0.65082,0.65464,1924603.25133423,1259922.2724534404
1629864000000,2021-08-25 04:00:00,SAND/USD,0.61954,0.82,0.61954,0.77076,1386559.76739469,1068704.8063171313
1629777600000,2021-08-24 04:00:00,SAND/USD,0.65958,0.685,0.59139,0.61954,516891.10625866,320234.7159714902
1629691200000,2021-08-23 04:00:00,SAND/USD,0.6818,0.68802,0.65081,0.65958,372449.97878179,245660.55700489308
1629604800000,2021-08-22 04:00:00,SAND/USD,0.667,0.69618,0.62398,0.6818,639252.64971328,435842.4565745143
1629518400000,2021-08-21 04:00:00,SAND/USD,0.61957,0.71708,0.61575,0.667,1074972.81300096,717006.8662716404
1629432000000,2021-08-20 04:00:00,SAND/USD,0.59544,0.62697,0.58805,0.61957,294190.36018199,182271.52145795553
1629345600000,2021-08-19 04:00:00,SAND/USD,0.56561,0.60874,0.55833,0.59544,233417.74915,138986.26455387598
1629259200000,2021-08-18 04:00:00,SAND/USD,0.59419,0.62838,0.56373,0.56561,142287.68697454,80479.33862966957
1629172800000,2021-08-17 04:00:00,SAND/USD,0.64781,0.68521,0.555,0.59419,524609.8754224,311717.94187723583
1629086400000,2021-08-16 04:00:00,SAND/USD,0.64889,0.69262,0.62101,0.64781,391300.65026921,253488.47425089692
1629000000000,2021-08-15 04:00:00,SAND/USD,0.62829,0.66985,0.61207,0.64889,397214.28057303,257748.37452103343
1628913600000,2021-08-14 04:00:00,SAND/USD,0.64702,0.65719,0.62444,0.62829,362268.93105236,227609.94669088727
1628827200000,2021-08-13 04:00:00,SAND/USD,0.64032,0.666,0.63368,0.64702,355016.5242434,229702.7915159647
1628740800000,2021-08-12 04:00:00,SAND/USD,0.67677,0.67677,0.62135,0.64032,782283.19563689,500911.57583021343
1628654400000,2021-08-11 04:00:00,SAND/USD,0.70659,0.70659,0.65845,0.67677,375801.57520982,254331.23205474988
1628568000000,2021-08-10 04:00:00,SAND/USD,0.62722,0.73696,0.62043,0.70659,1140293.45772839,805719.9542963032
1628481600000,2021-08-09 04:00:00,SAND/USD,0.615,0.63813,0.60602,0.62722,209126.58140917,131168.3743914596
1628395200000,2021-08-08 04:00:00,SAND/USD,0.65187,0.65418,0.60094,0.615,686576.19549033,422244.36022655293
1628308800000,2021-08-07 04:00:00,SAND/USD,0.6414,0.66992,0.61378,0.65187,1007944.12182556,657048.5346944277
1628222400000,2021-08-06 04:00:00,SAND/USD,0.61759,0.64582,0.61759,0.6414,237920.40649165,152602.14872374432
1628136000000,2021-08-05 04:00:00,SAND/USD,0.63306,0.64698,0.60311,0.61759,290908.00947083,179661.87756908988
1628049600000,2021-08-04 04:00:00,SAND/USD,0.5929,0.6628,0.5929,0.63306,413484.60732494,261760.5655131265
1627963200000,2021-08-03 04:00:00,SAND/USD,0.59118,0.60544,0.57668,0.5929,245064.09686306,145298.50303010826
1627876800000,2021-08-02 04:00:00,SAND/USD,0.62706,0.63033,0.58663,0.59118,302712.12537979,178957.3542820243
1627790400000,2021-08-01 04:00:00,SAND/USD,0.62664,0.65004,0.57777,0.62706,829871.69872562,520379.34740288724
1627704000000,2021-07-31 04:00:00,SAND/USD,0.65165,0.67293,0.61734,0.62664,616830.35226517,386530.57194344606
1627617600000,2021-07-30 04:00:00,SAND/USD,0.643,0.6716,0.62002,0.65165,1106017.32030299,720736.1867754434
1627531200000,2021-07-29 04:00:00,SAND/USD,0.66098,0.67223,0.63717,0.643,627483.97400382,403472.19528445625
1627444800000,2021-07-28 04:00:00,SAND/USD,0.71778,0.71778,0.64,0.66098,902688.55523496,596659.0812392039
1627358400000,2021-07-27 04:00:00,SAND/USD,0.59337,0.78252,0.58891,0.71778,2496106.8680861,1791655.5877748409
1627272000000,2021-07-26 04:00:00,SAND/USD,0.694,0.70172,0.57748,0.59337,1454476.28570136,863042.593646616
1627185600000,2021-07-25 04:00:00,SAND/USD,0.68534,0.78181,0.68182,0.694,1487179.77387944,1032102.7630723313
1627099200000,2021-07-24 04:00:00,SAND/USD,0.73573,0.83921,0.67163,0.68534,2413400.23270224,1653999.715480153
1627012800000,2021-07-23 04:00:00,SAND/USD,0.55807,0.77394,0.52931,0.73573,2733029.49417985,2010771.789752941
1626926400000,2021-07-22 04:00:00,SAND/USD,0.49438,0.57709,0.47058,0.55807,1254056.43790578,699851.2763020786
1626840000000,2021-07-21 04:00:00,SAND/USD,0.41978,0.51361,0.41978,0.49438,901788.8614655,445826.37733131385
1626753600000,2021-07-20 04:00:00,SAND/USD,0.38339,0.42824,0.36281,0.41978,4094208.13851647,1718666.6923864437
1626667200000,2021-07-19 04:00:00,SAND/USD,0.45095,0.46654,0.37871,0.38339,2935629.32022968,1125490.925082857
1626580800000,2021-07-18 04:00:00,SAND/USD,0.50347,0.51761,0.43901,0.45095,885161.45812109,399163.5595397055
1626494400000,2021-07-17 04:00:00,SAND/USD,0.4422,0.52243,0.42124,0.50347,1945061.86476328,979280.2970523685
1626408000000,2021-07-16 04:00:00,SAND/USD,0.56384,0.57403,0.43631,0.4422,3312336.59395794,1464715.241848201
1626321600000,2021-07-15 04:00:00,SAND/USD,0.66848,0.695,0.51458,0.56384,4262197.64906849,2403197.5224507772
1626235200000,2021-07-14 04:00:00,SAND/USD,0.41678,0.69,0.41678,0.66848,3049729.01152921,2038682.8496270461
1626148800000,2021-07-13 04:00:00,SAND/USD,0.43003,0.47019,0.41232,0.41678,995771.80955828,415017.7747876999
1626062400000,2021-07-12 04:00:00,SAND/USD,0.46638,0.46709,0.40857,0.43003,802651.20027189,345164.0956529209
1625976000000,2021-07-11 04:00:00,SAND/USD,0.46596,0.501,0.4548,0.46638,432451.87397532,201686.90498460975
1625889600000,2021-07-10 04:00:00,SAND/USD,0.51459,0.54,0.4559,0.46596,1894770.9807522,882887.4861912951
1625803200000,2021-07-09 04:00:00,SAND/USD,0.38825,0.56,0.368,0.51459,3511650.76764473,1807060.3685223015
1625716800000,2021-07-08 04:00:00,SAND/USD,0.51547,0.53706,0.37403,0.38825,2518344.47927755,977747.2440795087
1625630400000,2021-07-07 04:00:00,SAND/USD,0.37249,0.52318,0.3651,0.51547,3472787.84799195,1790117.9520044103
1625544000000,2021-07-06 04:00:00,SAND/USD,0.29868,0.37737,0.29567,0.37249,1359318.21839752,506332.4431708922
1625457600000,2021-07-05 04:00:00,SAND/USD,0.26684,0.29929,0.25717,0.29868,767641.5159174,229279.16797420903
1625371200000,2021-07-04 04:00:00,SAND/USD,0.26379,0.30199,0.26379,0.26684,843012.24343368,224949.3870378432
1625284800000,2021-07-03 04:00:00,SAND/USD,0.23658,0.27498,0.23658,0.26379,444845.50734511,117345.79638256658
1625198400000,2021-07-02 04:00:00,SAND/USD,0.22718,0.25314,0.22183,0.23658,896620.88992135,212122.570137593
1625112000000,2021-07-01 04:00:00,SAND/USD,0.25035,0.27214,0.22593,0.22718,982673.96832226,223243.872123451
1625025600000,2021-06-30 04:00:00,SAND/USD,0.22176,0.26003,0.22176,0.25035,606740.0257142,151897.36543754998
1624939200000,2021-06-29 04:00:00,SAND/USD,0.21227,0.23,0.21227,0.22176,568557.45236709,126083.3006369259
1624852800000,2021-06-28 04:00:00,SAND/USD,0.19119,0.22434,0.19096,0.21227,426842.07973901,90605.76826619965
1624766400000,2021-06-27 04:00:00,SAND/USD,0.18782,0.19701,0.17706,0.19119,420372.15133856,80370.95161441929
1624680000000,2021-06-26 04:00:00,SAND/USD,0.18455,0.18974,0.17113,0.18782,476412.33489945,89479.7647408147
1624593600000,2021-06-25 04:00:00,SAND/USD,0.20698,0.3,0.18048,0.18455,651380.60478822,120212.290613666
1624507200000,2021-06-24 04:00:00,SAND/USD,0.18594,0.20698,0.18594,0.20698,4222.447979,873.9622826934199
1624420800000,2021-06-23 04:00:00,SAND/USD,0.18883,0.19492,0.18001,0.18594,429679.79035151,79894.66021795977
1624334400000,2021-06-22 04:00:00,SAND/USD,0.19285,0.19413,0.14748,0.18883,885716.5287294,167249.8521199726
1624248000000,2021-06-21 04:00:00,SAND/USD,0.22589,0.22601,0.17284,0.19285,961467.32762679,185418.97413282646
1624161600000,2021-06-20 04:00:00,SAND/USD,0.24461,0.24857,0.22103,0.22589,510381.89058407,115290.16526403558
1624075200000,2021-06-19 04:00:00,SAND/USD,0.24825,0.25577,0.2389,0.24461,453890.23236671,111026.08973922094
1623988800000,2021-06-18 04:00:00,SAND/USD,0.2667,0.27029,0.24244,0.24825,459946.40770113,114181.69571180553
1623902400000,2021-06-17 04:00:00,SAND/USD,0.27997,0.28363,0.26131,0.2667,363516.99829859,96949.98344623395
1623816000000,2021-06-16 04:00:00,SAND/USD,0.28135,0.2847,0.26815,0.27997,369532.130364,103457.91053800908
1623729600000,2021-06-15 04:00:00,SAND/USD,0.28115,0.2886,0.27285,0.28135,667399.21120379,187772.76807218633
1623643200000,2021-06-14 04:00:00,SAND/USD,0.27013,0.2889,0.26986,0.28115,492372.34315051,138430.4842767659
1623556800000,2021-06-13 04:00:00,SAND/USD,0.25818,0.28909,0.25435,0.27013,577137.7431611,155902.21856010793
1623470400000,2021-06-12 04:00:00,SAND/USD,0.27123,0.28762,0.25651,0.25818,590962.68650979,152574.7464030976
1623384000000,2021-06-11 04:00:00,SAND/USD,0.28884,0.34307,0.26,0.27123,3913308.11760402,1061406.5607377384
1623297600000,2021-06-10 04:00:00,SAND/USD,0.28686,0.30482,0.27673,0.28884,2332245.39886445,673645.7610080077
1623211200000,2021-06-09 04:00:00,SAND/USD,0.26743,0.29195,0.26743,0.28686,254442.50264675,72989.37630924671
1623124800000,2021-06-08 04:00:00,SAND/USD,0.27509,0.28524,0.25053,0.26743,1142099.78652981,305431.74591166707
1623038400000,2021-06-07 04:00:00,SAND/USD,0.32752,0.33138,0.26731,0.27509,431115.13123759,118595.46145214864
1622952000000,2021-06-06 04:00:00,SAND/USD,0.31781,0.33075,0.31667,0.32752,469799.25073,153868.6505990896
1622865600000,2021-06-05 04:00:00,SAND/USD,0.33563,0.34523,0.3099,0.31781,839608.75728679,266836.0591533147
1622779200000,2021-06-04 04:00:00,SAND/USD,0.33879,0.36017,0.30576,0.33563,1536059.98797628,515547.81376447884
1622692800000,2021-06-03 04:00:00,SAND/USD,0.33131,0.36924,0.33046,0.33879,1574954.92424765,533578.9787858613
1622606400000,2021-06-02 04:00:00,SAND/USD,0.31922,0.33805,0.31675,0.33131,718407.63579419,238015.6338149731
1622520000000,2021-06-01 04:00:00,SAND/USD,0.3224,0.3315,0.31096,0.31922,330293.76058752,105436.37425474814
1622433600000,2021-05-31 04:00:00,SAND/USD,0.30156,0.36662,0.29611,0.3224,1791889.85389122,577705.2888945293
1622347200000,2021-05-30 04:00:00,SAND/USD,0.29457,0.334,0.29219,0.30156,1068815.82909572,322312.10142210533
1622260800000,2021-05-29 04:00:00,SAND/USD,0.32763,0.33222,0.28111,0.29457,1078257.90792448,317622.4319373141
1622174400000,2021-05-28 04:00:00,SAND/USD,0.36231,0.36486,0.30436,0.32763,2710448.57941365,888024.2680732941
1622088000000,2021-05-27 04:00:00,SAND/USD,0.33627,0.38314,0.33174,0.36231,1129829.35703879,409348.474348724
1622001600000,2021-05-26 04:00:00,SAND/USD,0.30755,0.38681,0.29816,0.33627,2515686.36228777,845949.8530465085
1621915200000,2021-05-25 04:00:00,SAND/USD,0.28774,0.30834,0.26213,0.30755,3595231.16814903,1105713.3457642342
1621828800000,2021-05-24 04:00:00,SAND/USD,0.26841,0.3213,0.26343,0.28774,1804744.67410516,519297.2325270187
1621742400000,2021-05-23 04:00:00,SAND/USD,0.37297,0.37297,0.23675,0.26841,2107041.5149097,565551.0130169125
1621656000000,2021-05-22 04:00:00,SAND/USD,0.29746,0.4758,0.27558,0.37297,2662100.13203772,992883.4862461085
1621569600000,2021-05-21 04:00:00,SAND/USD,0.34481,0.34481,0.23711,0.29746,723735.13337654,215282.2527741856
1621483200000,2021-05-20 04:00:00,SAND/USD,0.266,0.36,0.263,0.34481,2186216.57776275,753829.3381783739
1621396800000,2021-05-19 04:00:00,SAND/USD,0.3639,0.38119,0.245,0.266,2037422.2958056,541954.3306842897
1621310400000,2021-05-18 04:00:00,SAND/USD,0.40239,0.43502,0.36274,0.3639,2807757.79618551,1021743.062031907
1621224000000,2021-05-17 04:00:00,SAND/USD,0.37588,0.45586,0.35555,0.40239,1649137.24697633,663596.3368108055
1621137600000,2021-05-16 04:00:00,SAND/USD,0.43776,0.46788,0.37296,0.37588,1977217.43857443,743196.4908113568
1621051200000,2021-05-15 04:00:00,SAND/USD,0.48805,0.55391,0.42886,0.43776,3658291.95033632,1601453.8841792273
1620964800000,2021-05-14 04:00:00,SAND/USD,0.42285,0.63338,0.41209,0.48805,2472877.35483851,1206887.7930289349
1620878400000,2021-05-13 04:00:00,SAND/USD,0.43296,0.52044,0.38953,0.42285,1600700.13917088,676856.0538484066
1620792000000,2021-05-12 04:00:00,SAND/USD,0.52506,0.53379,0.3837,0.43296,2155723.25269627,933341.9394873772
1620705600000,2021-05-11 04:00:00,SAND/USD,0.46004,0.52506,0.45427,0.52506,1358067.44943846,713066.8950021578
1620619200000,2021-05-10 04:00:00,SAND/USD,0.54541,0.55034,0.43,0.46004,2416721.17209374,1111788.4080100043
1620532800000,2021-05-09 04:00:00,SAND/USD,0.52986,0.64,0.50275,0.54541,1912328.32213513,1043002.9901757211
1620446400000,2021-05-08 04:00:00,SAND/USD,0.55927,0.568,0.5269,0.52986,1622898.48959472,859908.9936966584
1620360000000,2021-05-07 04:00:00,SAND/USD,0.5367,0.58225,0.52273,0.55927,1806928.23413465,1010560.7535044858
1620273600000,2021-05-06 04:00:00,SAND/USD,0.58788,0.58788,0.51838,0.5367,1371097.1216255,735867.8251764058
1620187200000,2021-05-05 04:00:00,SAND/USD,0.58399,0.62,0.57665,0.58788,1966040.60011821,1155795.9479974932
1620100800000,2021-05-04 04:00:00,SAND/USD,0.66705,0.72436,0.56621,0.58399,1627797.17326093,950617.2712126506
1620014400000,2021-05-03 04:00:00,SAND/USD,0.58468,0.72359,0.58468,0.66705,2383281.06464735,1589767.634173015
1619928000000,2021-05-02 04:00:00,SAND/USD,0.57458,0.5989,0.55852,0.58468,597048.87133468,349082.5340919607
1619841600000,2021-05-01 04:00:00,SAND/USD,0.6228,0.62539,0.57458,0.57458,897872.93792228,515899.8326713836
1619755200000,2021-04-30 04:00:00,SAND/USD,0.56089,0.63199,0.56089,0.6228,895001.98836064,557407.2383510066
1619668800000,2021-04-29 04:00:00,SAND/USD,0.57231,0.61135,0.54099,0.56089,1654417.09594252,927946.0049432
1619582400000,2021-04-28 04:00:00,SAND/USD,0.56469,0.61293,0.515,0.57231,4141546.84717287,2370248.676105505
1619496000000,2021-04-27 04:00:00,SAND/USD,0.50123,0.5848,0.49616,0.56469,4209183.43453739,2376883.793648919
1619409600000,2021-04-26 04:00:00,SAND/USD,0.45697,0.53,0.44947,0.50123,3704720.85076761,1856917.232030249
1619323200000,2021-04-25 04:00:00,SAND/USD,0.40831,0.462,0.393,0.45697,2645479.5505872,1208904.7902318328
1619236800000,2021-04-24 04:00:00,SAND/USD,0.41193,0.55,0.39468,0.40831,1351687.45902597,551907.5063948937
1619150400000,2021-04-23 04:00:00,SAND/USD,0.39511,0.45,0.35076,0.41193,2579077.45250304,1062399.3750095773
1619064000000,2021-04-22 04:00:00,SAND/USD,0.49782,0.52158,0.33863,0.39511,2054181.94116926,811627.8267753863
1618977600000,2021-04-21 04:00:00,SAND/USD,0.53159,0.57395,0.49311,0.49782,1313209.62239267,653742.014219519
1618891200000,2021-04-20 04:00:00,SAND/USD,0.47724,0.59,0.44997,0.53159,2347077.16774304,1247682.7516005225
1618804800000,2021-04-19 04:00:00,SAND/USD,0.57312,0.57963,0.45813,0.47724,2635186.88392139,1257616.5884826442
1618718400000,2021-04-18 04:00:00,SAND/USD,0.54546,0.62653,0.50652,0.57312,2191787.46049284,1256157.2293576563
1618632000000,2021-04-17 04:00:00,SAND/USD,0.68255,0.715,0.46434,0.54546,2155580.94183152,1175783.1805314207
1618545600000,2021-04-16 04:00:00,SAND/USD,0.65589,0.71745,0.65,0.68255,805330.83315139,549678.5601674812
1618459200000,2021-04-15 04:00:00,SAND/USD,0.65857,0.76,0.6452,0.65589,2161278.856073,1417561.18890972
1618372800000,2021-04-14 04:00:00,SAND/USD,0.6597,0.66308,0.61342,0.65857,1429573.11948767,941473.9693009949
1618286400000,2021-04-13 04:00:00,SAND/USD,0.67473,0.7,0.64564,0.6597,1018365.8116458,671815.9259427342
1618200000000,2021-04-12 04:00:00,SAND/USD,0.64229,0.7064,0.64069,0.67473,1240065.51875925,836709.4074724287
1618113600000,2021-04-11 04:00:00,SAND/USD,0.6341,0.67556,0.61691,0.64229,694484.4680384,446060.428976384
1618027200000,2021-04-10 04:00:00,SAND/USD,0.68365,0.7,0.62711,0.6341,973978.06068994,617599.488283491
1617940800000,2021-04-09 04:00:00,SAND/USD,0.66928,0.74886,0.66068,0.68365,1516291.38248349,1036612.6036348379
1617854400000,2021-04-08 04:00:00,SAND/USD,0.61176,0.70604,0.61176,0.66928,735086.38277419,491978.6142631099
1617768000000,2021-04-07 04:00:00,SAND/USD,0.6275,0.655,0.54053,0.61176,1638346.48231705,1002274.8440222784
1617681600000,2021-04-06 04:00:00,SAND/USD,0.65709,0.67579,0.60349,0.6275,1635899.60829102,1026527.0042026149
1617595200000,2021-04-05 04:00:00,SAND/USD,0.6898,0.70875,0.64357,0.65709,1292353.30587682,849192.4337585997
