https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume 1INCH,Volume USD
1650686400000,2022-04-23 04:00:00,1INCH/USD,1.4549,1.4794,1.4363,1.4577,23178.005713,33786.5789278401
1650600000000,2022-04-22 04:00:00,1INCH/USD,1.5332,1.6096,1.4512,1.4549,64083.606381,93235.2389237169
1650513600000,2022-04-21 04:00:00,1INCH/USD,1.5754,1.6361,1.4712,1.5332,38857.911084,59576.949273988794
1650427200000,2022-04-20 04:00:00,1INCH/USD,1.5297,1.5784,1.5297,1.5754,1575.962587,2482.7714595598
1650340800000,2022-04-19 04:00:00,1INCH/USD,1.4808,1.5423,1.4803,1.5297,27778.074023,42492.1198329831
1650254400000,2022-04-18 04:00:00,1INCH/USD,1.4628,1.505,1.3806,1.4808,30423.873823,45051.672357098396
1650168000000,2022-04-17 04:00:00,1INCH/USD,1.4916,1.5241,1.453,1.4628,34031.304542,49780.9922840376
1650081600000,2022-04-16 04:00:00,1INCH/USD,1.5135,1.5267,1.4832,1.4916,49690.697751,74118.6447653916
1649995200000,2022-04-15 04:00:00,1INCH/USD,1.539,1.5429,1.4906,1.5135,24196.793858,36621.847504083
1649908800000,2022-04-14 04:00:00,1INCH/USD,1.5501,1.5671,1.483,1.539,20857.460278,32099.631367841997
1649822400000,2022-04-13 04:00:00,1INCH/USD,1.5155,1.569,1.5155,1.5501,24351.999621,37748.0346125121
1649736000000,2022-04-12 04:00:00,1INCH/USD,1.4558,1.5219,1.4546,1.5155,44483.124643,67414.17539646651
1649649600000,2022-04-11 04:00:00,1INCH/USD,1.5615,1.5816,1.4218,1.4558,33185.341338,48311.2199198604
1649563200000,2022-04-10 04:00:00,1INCH/USD,1.651,1.659,1.5462,1.5615,20361.552339,31794.563977348505
1649476800000,2022-04-09 04:00:00,1INCH/USD,1.6157,1.6667,1.611,1.651,41729.056376,68894.672076776
1649390400000,2022-04-08 04:00:00,1INCH/USD,1.6881,1.6909,1.5646,1.6157,58909.590367,95180.22515596189
1649304000000,2022-04-07 04:00:00,1INCH/USD,1.6125,1.7513,1.5817,1.6881,38520.296379,65026.112317389896
1649217600000,2022-04-06 04:00:00,1INCH/USD,1.7533,1.7533,1.5719,1.6125,40462.800947,65246.26652703751
1649131200000,2022-04-05 04:00:00,1INCH/USD,1.9201,1.9796,1.7062,1.7533,158593.194127,278061.4472628691
1649044800000,2022-04-04 04:00:00,1INCH/USD,1.9619,2.0034,1.8054,1.9201,57061.065519,109562.9519030319
1648958400000,2022-04-03 04:00:00,1INCH/USD,1.945,2.0274,1.918,1.9619,35464.429203,69577.6636533657
1648872000000,2022-04-02 04:00:00,1INCH/USD,1.9284,2.095,1.8748,1.945,105290.836163,204790.676337035
1648785600000,2022-04-01 04:00:00,1INCH/USD,1.7039,1.9687,1.7039,1.9284,84446.603007,162846.8292386988
1648699200000,2022-03-31 04:00:00,1INCH/USD,1.8815,1.9314,1.6731,1.7039,33012.468837,56249.9456513643
1648612800000,2022-03-30 04:00:00,1INCH/USD,1.7635,1.9239,1.7635,1.8815,27842.675549,52385.9940454435
1648526400000,2022-03-29 04:00:00,1INCH/USD,1.7556,1.9163,1.7031,1.7635,60245.275413,106242.54319082551
1648440000000,2022-03-28 04:00:00,1INCH/USD,1.7886,1.8277,1.7095,1.7556,28917.305376,50767.2213181056
1648353600000,2022-03-27 04:00:00,1INCH/USD,1.6503,1.7959,1.6254,1.7886,23534.34524,42093.52989626399
1648267200000,2022-03-26 04:00:00,1INCH/USD,1.5672,1.6714,1.5672,1.6503,11674.460978,19266.3629519934
1648180800000,2022-03-25 04:00:00,1INCH/USD,1.614,1.6567,1.5475,1.5672,22510.675281,35278.7303003832
1648094400000,2022-03-24 04:00:00,1INCH/USD,1.603,1.6379,1.5599,1.614,39467.969783,63701.303229762
1648008000000,2022-03-23 04:00:00,1INCH/USD,1.5398,1.6363,1.5398,1.603,11348.261136,18191.262601008
1647921600000,2022-03-22 04:00:00,1INCH/USD,1.5679,1.5908,1.5238,1.5398,12999.450192,20016.5534056416
1647835200000,2022-03-21 04:00:00,1INCH/USD,1.5246,1.5721,1.5246,1.5679,3331.117848,5222.8596738792
1647748800000,2022-03-20 04:00:00,1INCH/USD,1.6043,1.6251,1.5138,1.5246,8565.614457,13059.1358011422
1647662400000,2022-03-19 04:00:00,1INCH/USD,1.6567,1.6743,1.5961,1.6043,23928.368478,38388.2815492554
1647576000000,2022-03-18 04:00:00,1INCH/USD,1.5119,1.741,1.505,1.6567,65043.714407,107757.9216580769
1647489600000,2022-03-17 04:00:00,1INCH/USD,1.5008,1.5435,1.4511,1.5119,15615.551995,23609.1530612405
1647403200000,2022-03-16 04:00:00,1INCH/USD,1.3722,1.527,1.3722,1.5008,37644.887096,56497.4465536768
1647316800000,2022-03-15 04:00:00,1INCH/USD,1.3078,1.426,1.2882,1.3722,17412.856274,23893.921379182804
1647230400000,2022-03-14 04:00:00,1INCH/USD,1.3067,1.348,1.2949,1.3078,8860.398059,11587.6285815602
1647144000000,2022-03-13 04:00:00,1INCH/USD,1.379,1.4154,1.2941,1.3067,23540.359323,30760.1875273641
1647057600000,2022-03-12 04:00:00,1INCH/USD,1.345,1.3819,1.3261,1.379,8621.324273,11888.806172467
1646971200000,2022-03-11 04:00:00,1INCH/USD,1.3259,1.3645,1.3069,1.345,26356.739204,35449.814229380005
1646884800000,2022-03-10 04:00:00,1INCH/USD,1.3452,1.4533,1.2897,1.3259,25579.650276,33916.0583009484
1646798400000,2022-03-09 04:00:00,1INCH/USD,1.353,1.3892,1.3393,1.3452,6022.197946,8101.0606769592005
1646712000000,2022-03-08 04:00:00,1INCH/USD,1.295,1.3617,1.2863,1.353,11194.680661,15146.402934333
1646625600000,2022-03-07 04:00:00,1INCH/USD,1.2678,1.3319,1.2313,1.295,34563.934326,44760.29495217
1646539200000,2022-03-06 04:00:00,1INCH/USD,1.3364,1.3492,1.2593,1.2678,15221.010479,19297.197085276202
1646452800000,2022-03-05 04:00:00,1INCH/USD,1.3288,1.3688,1.3176,1.3364,7267.013158,9711.636384351199
1646366400000,2022-03-04 04:00:00,1INCH/USD,1.3991,1.4395,1.3005,1.3288,35692.774538,47428.5588060944
1646280000000,2022-03-03 04:00:00,1INCH/USD,1.4787,1.4918,1.3831,1.3991,37051.074823,51838.158784859304
1646193600000,2022-03-02 04:00:00,1INCH/USD,1.5362,1.5362,1.4664,1.4787,11200.426112,16562.0700918144
1646107200000,2022-03-01 04:00:00,1INCH/USD,1.484,1.5516,1.469,1.5362,24795.532402,38090.8968759524
1646020800000,2022-02-28 04:00:00,1INCH/USD,1.3578,1.5331,1.3333,1.484,23362.402413,34669.805180892
1645934400000,2022-02-27 04:00:00,1INCH/USD,1.3907,1.5336,1.3431,1.3578,12903.214863,17519.985140981396
1645848000000,2022-02-26 04:00:00,1INCH/USD,1.458,1.4681,1.3704,1.3907,22017.572995,30619.838764146498
1645761600000,2022-02-25 04:00:00,1INCH/USD,1.3509,1.5031,1.3136,1.458,37065.377634,54041.32059037199
1645675200000,2022-02-24 04:00:00,1INCH/USD,1.2563,1.3591,1.2563,1.3509,1590.515688,2148.6276429192
1645588800000,2022-02-23 04:00:00,1INCH/USD,1.4163,1.4831,1.2508,1.2563,72275.280488,90799.4348770744
1645502400000,2022-02-22 04:00:00,1INCH/USD,1.3213,1.4366,1.3201,1.4163,12402.330017,17565.4200030771
1645416000000,2022-02-21 04:00:00,1INCH/USD,1.5242,1.5512,1.3139,1.3213,32121.905431,42442.6736459803
1645329600000,2022-02-20 04:00:00,1INCH/USD,1.5388,1.5482,1.4638,1.5242,15569.621415,23731.216960743
1645243200000,2022-02-19 04:00:00,1INCH/USD,1.5841,1.6042,1.5251,1.5388,21920.152869,33730.7312348172
1645156800000,2022-02-18 04:00:00,1INCH/USD,1.6694,1.6722,1.5608,1.5841,16330.616344,25869.329350530403
1645070400000,2022-02-17 04:00:00,1INCH/USD,1.7842,1.8093,1.6448,1.6694,13733.593902,22926.8616599988
1644984000000,2022-02-16 04:00:00,1INCH/USD,1.7739,1.851,1.7739,1.7842,5684.617955,10142.495355310999
1644897600000,2022-02-15 04:00:00,1INCH/USD,1.7342,1.8018,1.7244,1.7739,17606.076245,31231.4186510055
1644811200000,2022-02-14 04:00:00,1INCH/USD,1.6395,1.7515,1.6306,1.7342,16565.814368,28728.435276985598
1644724800000,2022-02-13 04:00:00,1INCH/USD,1.6769,1.7056,1.6161,1.6395,15873.707026,26024.942669127
1644638400000,2022-02-12 04:00:00,1INCH/USD,1.7195,1.7242,1.6505,1.6769,6531.497453,10952.6680789357
1644552000000,2022-02-11 04:00:00,1INCH/USD,1.7799,1.8415,1.6812,1.7195,31431.775186,54046.937432327
1644465600000,2022-02-10 04:00:00,1INCH/USD,1.9156,1.9314,1.7528,1.7799,88455.699751,157442.2999868049
1644379200000,2022-02-09 04:00:00,1INCH/USD,1.8526,1.941,1.8526,1.9156,2277.133381,4362.0767046436
1644292800000,2022-02-08 04:00:00,1INCH/USD,1.9607,1.9828,1.7889,1.8526,54645.660364,101236.55039034641
1644206400000,2022-02-07 04:00:00,1INCH/USD,1.8568,1.9767,1.8409,1.9607,23502.362358,46081.0818753306
1644120000000,2022-02-06 04:00:00,1INCH/USD,1.8324,1.8649,1.7597,1.8568,15296.835986,28403.1650588048
1644033600000,2022-02-05 04:00:00,1INCH/USD,1.7964,1.857,1.7474,1.8324,27088.471076,49636.914399662404
1643947200000,2022-02-04 04:00:00,1INCH/USD,1.6654,1.7998,1.6505,1.7964,58603.694707,105275.67717165481
1643860800000,2022-02-03 04:00:00,1INCH/USD,1.6088,1.6704,1.5855,1.6654,12240.33024,20385.045981696
1643774400000,2022-02-02 04:00:00,1INCH/USD,1.7035,1.7035,1.6046,1.6088,12418.376244,19978.6837013472
1643688000000,2022-02-01 04:00:00,1INCH/USD,1.709,1.7434,1.6422,1.7035,20769.472685,35380.7967188975
1643601600000,2022-01-31 04:00:00,1INCH/USD,1.5935,1.7135,1.5763,1.709,33241.594694,56809.885332046004
1643515200000,2022-01-30 04:00:00,1INCH/USD,1.7048,1.7298,1.5764,1.5935,10451.678037,16654.7489519595
1643428800000,2022-01-29 04:00:00,1INCH/USD,1.707,1.7434,1.6626,1.7048,10966.626747,18695.9052782856
1643342400000,2022-01-28 04:00:00,1INCH/USD,1.5926,1.7225,1.5551,1.707,17169.985481,29309.165216067002
1643256000000,2022-01-27 04:00:00,1INCH/USD,1.561,1.6536,1.5232,1.5926,12555.486499,19995.8677983074
1643169600000,2022-01-26 04:00:00,1INCH/USD,1.6212,1.7656,1.5497,1.561,13392.379336,20905.504143496
1643083200000,2022-01-25 04:00:00,1INCH/USD,1.5712,1.6219,1.5307,1.6212,26865.501082,43554.3503541384
1642996800000,2022-01-24 04:00:00,1INCH/USD,1.629,1.6339,1.4211,1.5712,47410.496998,74491.3728832576
1642910400000,2022-01-23 04:00:00,1INCH/USD,1.6109,1.7116,1.5961,1.629,21650.374917,35268.460739793
1642824000000,2022-01-22 04:00:00,1INCH/USD,1.8037,1.8168,1.515,1.6109,54407.41449,87644.904001941
1642737600000,2022-01-21 04:00:00,1INCH/USD,1.9393,1.9871,1.7106,1.8037,89685.473295,161765.68818219152
1642651200000,2022-01-20 04:00:00,1INCH/USD,2.1173,2.2374,1.9145,1.9393,41472.92519,80428.443820967
1642564800000,2022-01-19 04:00:00,1INCH/USD,2.1165,2.1356,2.0842,2.1173,10869.250111,23013.4632600203
