https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume 1INCH,Volume USD
1653192000000,2022-05-22 04:00:00,1INCH/USD,0.9631,1.0159,0.9479,0.9945,24729.348146,24593.336731197003
1653105600000,2022-05-21 04:00:00,1INCH/USD,0.926,0.9704,0.9141,0.9631,18193.976619,17522.6188817589
1653019200000,2022-05-20 04:00:00,1INCH/USD,0.9214,0.941,0.905,0.926,21650.819158,20048.658540308
1652932800000,2022-05-19 04:00:00,1INCH/USD,0.9112,0.9385,0.8907,0.9214,23810.695829,21939.1751368406
1652846400000,2022-05-18 04:00:00,1INCH/USD,0.9239,0.9464,0.8894,0.9112,38357.22065,34951.099456280004
1652760000000,2022-05-17 04:00:00,1INCH/USD,0.9384,0.9759,0.9142,0.9239,58800.213746,54325.5174799294
1652673600000,2022-05-16 04:00:00,1INCH/USD,0.933,0.9449,0.9089,0.9384,21954.098418,20601.725955451202
1652587200000,2022-05-15 04:00:00,1INCH/USD,0.9147,0.9844,0.9105,0.933,11957.664551,11156.501026083
1652500800000,2022-05-14 04:00:00,1INCH/USD,0.9268,0.9711,0.8907,0.9147,39560.584336,36186.0664921392
1652414400000,2022-05-13 04:00:00,1INCH/USD,0.8952,0.985,0.873,0.9268,73232.78565,67872.14574042
1652328000000,2022-05-12 04:00:00,1INCH/USD,0.8932,0.9054,0.6716,0.8952,158739.35845,142103.47368444
1652241600000,2022-05-11 04:00:00,1INCH/USD,1.0384,1.0505,0.8924,0.8932,92146.125262,82304.9190840184
1652155200000,2022-05-10 04:00:00,1INCH/USD,1.0399,1.1379,0.987,1.0384,69802.793134,72483.22039034561
1652068800000,2022-05-09 04:00:00,1INCH/USD,1.2918,1.3656,0.995,1.0399,248138.627606,258039.3588474794
1651982400000,2022-05-08 04:00:00,1INCH/USD,1.3154,1.3275,1.2781,1.2918,25787.651582,33312.4883136276
1651896000000,2022-05-07 04:00:00,1INCH/USD,1.3106,1.3341,1.2781,1.3154,29720.659058,39094.5549248932
1651809600000,2022-05-06 04:00:00,1INCH/USD,1.3196,1.3734,1.2697,1.3106,65400.157759,85713.4467589454
1651723200000,2022-05-05 04:00:00,1INCH/USD,1.2683,1.3757,1.24,1.3196,91454.305573,120683.10163413081
1651636800000,2022-05-04 04:00:00,1INCH/USD,1.184,1.2922,1.1675,1.2683,17566.245135,22279.2687047205
1651550400000,2022-05-03 04:00:00,1INCH/USD,1.2044,1.2635,1.1535,1.184,39117.992929,46315.703627935996
1651464000000,2022-05-02 04:00:00,1INCH/USD,1.1646,1.2466,1.1237,1.2044,35822.194329,43144.250849847595
1651377600000,2022-05-01 04:00:00,1INCH/USD,1.1159,1.1765,1.1041,1.1646,29036.966755,33816.451482873
1651291200000,2022-04-30 04:00:00,1INCH/USD,1.2573,1.3529,1.0718,1.1159,37860.163534,42248.1564875906
1651204800000,2022-04-29 04:00:00,1INCH/USD,1.288,1.3059,1.2273,1.2573,39889.969749,50153.65896541771
1651118400000,2022-04-28 04:00:00,1INCH/USD,1.2939,1.3531,1.2844,1.288,25971.619761,33451.446252168
1651032000000,2022-04-27 04:00:00,1INCH/USD,1.3124,1.3435,1.2939,1.2939,17268.05796,22343.140194444
1650945600000,2022-04-26 04:00:00,1INCH/USD,1.4029,1.4213,1.2589,1.3124,97545.244734,128018.37918890161
1650859200000,2022-04-25 04:00:00,1INCH/USD,1.3733,1.4244,1.3102,1.4029,76223.930326,106934.55185434541
1650772800000,2022-04-24 04:00:00,1INCH/USD,1.4577,1.4612,1.3552,1.3733,37677.674423,51742.750285105896
