https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ENJ,Volume USD
1636171200000,2021-11-06 04:00:00,ENJ/USD,3.1251,3.76,3.0801,3.4684,1056994.04486265,3666078.1452016155
1636084800000,2021-11-05 04:00:00,ENJ/USD,2.9859,3.2671,2.8878,3.1251,305546.9926944,954864.9068692696
1635998400000,2021-11-04 04:00:00,ENJ/USD,2.8184,3.0643,2.8184,2.9859,263938.25758432,788093.243321021
1635912000000,2021-11-03 04:00:00,ENJ/USD,2.8846,2.9659,2.7328,2.8184,384053.07848872,1082415.1964126085
1635825600000,2021-11-02 04:00:00,ENJ/USD,2.8673,3.2885,2.7804,2.8846,638102.86132754,1840671.5137854218
1635739200000,2021-11-01 04:00:00,ENJ/USD,2.4172,3.142,2.382,2.8673,697118.44521019,1998847.717951178
1635652800000,2021-10-31 04:00:00,ENJ/USD,2.9755,3.007,2.4113,2.4172,668315.33409159,1615451.8255661912
1635566400000,2021-10-30 04:00:00,ENJ/USD,2.3,3.5,2.3,2.9755,593209.78541413,1765095.7164997435
1635480000000,2021-10-29 04:00:00,ENJ/USD,2.4394,2.6,2.2805,2.3,694244.27050883,1596761.8221703088
1635393600000,2021-10-28 04:00:00,ENJ/USD,2.1448,2.547,2.0585,2.4394,521749.14254273,1272754.8583187356
1635307200000,2021-10-27 04:00:00,ENJ/USD,2.2099,2.2285,2.0029,2.1448,80734.42852867,173159.20230829142
1635220800000,2021-10-26 04:00:00,ENJ/USD,1.9544,2.29,1.924,2.2099,741613.49142958,1638891.654710229
1635134400000,2021-10-25 04:00:00,ENJ/USD,1.7998,1.9673,1.7993,1.9544,167096.69860397,326573.7877515989
1635048000000,2021-10-24 04:00:00,ENJ/USD,1.8669,1.8799,1.7295,1.7998,75572.55666747,136015.48749011251
1634961600000,2021-10-23 04:00:00,ENJ/USD,1.8431,1.8921,1.7812,1.8669,62798.38958624,117238.31351855145
1634875200000,2021-10-22 04:00:00,ENJ/USD,1.891,2.13,1.7766,1.8431,229830.03004187,423599.7283701706
1634788800000,2021-10-21 04:00:00,ENJ/USD,1.8352,1.8911,1.7399,1.891,249420.7657206,471654.6679776546
1634702400000,2021-10-20 04:00:00,ENJ/USD,1.5793,1.9904,1.5793,1.8352,407177.26538467,747251.7174339463
1634616000000,2021-10-19 04:00:00,ENJ/USD,1.648,1.649,1.5793,1.5793,78619.46297578,124163.71787764935
1634529600000,2021-10-18 04:00:00,ENJ/USD,1.6311,1.649,1.5721,1.648,134813.91795505,222173.3367899224
1634443200000,2021-10-17 04:00:00,ENJ/USD,1.6787,1.6889,1.5558,1.6311,168176.50215022,274312.69265722384
1634356800000,2021-10-16 04:00:00,ENJ/USD,1.6186,1.7646,1.6157,1.6787,260207.92804713,436811.04881271714
1634270400000,2021-10-15 04:00:00,ENJ/USD,1.5996,1.6386,1.5232,1.6186,168444.79936216,272644.7522475922
1634184000000,2021-10-14 04:00:00,ENJ/USD,1.592,1.6098,1.5771,1.5996,7459.77094289,11932.649600246843
1634097600000,2021-10-13 04:00:00,ENJ/USD,1.5504,1.5948,1.49,1.592,88555.69970695,140980.67393346442
1634011200000,2021-10-12 04:00:00,ENJ/USD,1.4951,1.5585,1.451,1.5504,75685.36106138,117342.58378956355
1633924800000,2021-10-11 04:00:00,ENJ/USD,1.6219,1.6519,1.4775,1.4951,39480.1403344,59026.75781396144
1633838400000,2021-10-10 04:00:00,ENJ/USD,1.6943,1.71,1.56,1.6219,40251.49843186,65283.90530663374
1633752000000,2021-10-09 04:00:00,ENJ/USD,1.682,1.7192,1.6675,1.6943,53952.58892091,91411.8714086978
1633665600000,2021-10-08 04:00:00,ENJ/USD,1.6434,1.7271,1.6434,1.682,111153.4916007,186960.17287237738
1633579200000,2021-10-07 04:00:00,ENJ/USD,1.6188,1.6772,1.5952,1.6434,117181.99552475,192576.89144537415
1633492800000,2021-10-06 04:00:00,ENJ/USD,1.6886,1.7082,1.5959,1.6188,99978.79833398,161845.67874304682
1633406400000,2021-10-05 04:00:00,ENJ/USD,1.5735,1.75,1.5533,1.6886,174251.60210354,294241.25531203765
1633320000000,2021-10-04 04:00:00,ENJ/USD,1.5499,1.7007,1.5295,1.5735,163918.98364842,257926.52077078883
1633233600000,2021-10-03 04:00:00,ENJ/USD,1.5296,1.6219,1.5064,1.5499,48079.11036571,74517.81315581394
1633147200000,2021-10-02 04:00:00,ENJ/USD,1.51,1.573,1.4707,1.5296,88348.18688865,135137.38666487904
1633060800000,2021-10-01 04:00:00,ENJ/USD,1.2966,1.5443,1.2966,1.51,181196.30734547,273606.4240916597
1632974400000,2021-09-30 04:00:00,ENJ/USD,1.2696,1.3386,1.2473,1.2966,121640.75960366,157719.40890210556
1632888000000,2021-09-29 04:00:00,ENJ/USD,1.2429,1.2696,1.1979,1.2696,37708.61818925,47874.861653071806
1632801600000,2021-09-28 04:00:00,ENJ/USD,1.2781,1.2861,1.1958,1.2429,93247.20570019,115896.95196476614
1632715200000,2021-09-27 04:00:00,ENJ/USD,1.3525,1.3754,1.26,1.2781,85882.2783311,109766.1399349789
1632628800000,2021-09-26 04:00:00,ENJ/USD,1.291,1.4034,1.26,1.3525,45819.45764527,61970.816465227676
1632542400000,2021-09-25 04:00:00,ENJ/USD,1.3602,1.3788,1.2776,1.291,62380.51718813,80533.24768987582
1632456000000,2021-09-24 04:00:00,ENJ/USD,1.4319,1.4485,1.2519,1.3602,274582.83172145,373487.56770751637
1632369600000,2021-09-23 04:00:00,ENJ/USD,1.4533,1.4878,1.3844,1.4319,206790.70349838,296103.6083393303
1632283200000,2021-09-22 04:00:00,ENJ/USD,1.2602,1.4533,1.2602,1.4533,157652.64913553,229116.59498866575
1632196800000,2021-09-21 04:00:00,ENJ/USD,1.3361,1.3978,1.1966,1.2602,421825.99933847,531585.1243663399
1632110400000,2021-09-20 04:00:00,ENJ/USD,1.4775,1.4942,1.2427,1.3361,183792.52026588,245565.1863272423
1632024000000,2021-09-19 04:00:00,ENJ/USD,1.6188,1.6433,1.4605,1.4775,74942.07454352,110726.9151380508
1631937600000,2021-09-18 04:00:00,ENJ/USD,1.6541,1.6898,1.6118,1.6188,45333.01990486,73385.09262198737
1631851200000,2021-09-17 04:00:00,ENJ/USD,1.6821,1.6991,1.6048,1.6541,81398.86142973,134641.85669091638
1631764800000,2021-09-16 04:00:00,ENJ/USD,1.7162,1.7509,1.6432,1.6821,75331.78444079,126715.59460785285
1631678400000,2021-09-15 04:00:00,ENJ/USD,1.6654,1.7717,1.6654,1.7162,65574.51891114,112538.98935529846
1631592000000,2021-09-14 04:00:00,ENJ/USD,1.6324,1.6947,1.6102,1.6654,150811.39143875,251161.29130209424
1631505600000,2021-09-13 04:00:00,ENJ/USD,1.6048,1.662,1.5136,1.6324,130334.98908639,212758.83618462304
1631419200000,2021-09-12 04:00:00,ENJ/USD,1.6894,1.7522,1.6048,1.6048,90145.97957614,144666.26802378948
1631332800000,2021-09-11 04:00:00,ENJ/USD,1.6455,1.7399,1.6378,1.6894,70183.88810402,118568.6605629314
1631246400000,2021-09-10 04:00:00,ENJ/USD,1.8236,1.8344,1.6082,1.6455,145269.17462711,239040.42684890953
1631160000000,2021-09-09 04:00:00,ENJ/USD,1.7177,1.8641,1.7129,1.8236,339958.13717563,619947.6589534789
1631073600000,2021-09-08 04:00:00,ENJ/USD,1.7279,1.8326,1.6808,1.7177,114622.09766813,196886.3771645469
1630987200000,2021-09-07 04:00:00,ENJ/USD,2.1462,2.1842,1.4899,1.7279,340712.49945856,588717.1278144459
1630900800000,2021-09-06 04:00:00,ENJ/USD,2.1672,2.2644,2.1096,2.1462,128251.88632283,275254.19842605776
1630814400000,2021-09-05 04:00:00,ENJ/USD,2.0736,2.1985,2.0639,2.1672,126601.22704292,274370.1792474162
1630728000000,2021-09-04 04:00:00,ENJ/USD,2.0887,2.1327,2.034,2.0736,86783.48771408,179954.24012391627
1630641600000,2021-09-03 04:00:00,ENJ/USD,2.0456,2.1012,2.0335,2.0887,240805.61734643,502970.69295148825
1630555200000,2021-09-02 04:00:00,ENJ/USD,2.0797,2.1243,1.9943,2.0456,86625.56189862,177201.24941981706
1630468800000,2021-09-01 04:00:00,ENJ/USD,2.0187,2.1099,2.0187,2.0797,99494.65561557,206919.0352837009
1630382400000,2021-08-31 04:00:00,ENJ/USD,2.1197,2.1441,1.9524,2.0187,194105.05698251,391839.8785305929
1630296000000,2021-08-30 04:00:00,ENJ/USD,2.1884,2.2663,2.0456,2.1197,294983.34997401,625276.206939909
1630209600000,2021-08-29 04:00:00,ENJ/USD,1.9775,2.3115,1.946,2.1884,259141.21394706,567104.6326017461
1630123200000,2021-08-28 04:00:00,ENJ/USD,1.9813,2.0897,1.952,1.9775,88745.46924178,175494.16542561995
1630036800000,2021-08-27 04:00:00,ENJ/USD,1.8172,2.0348,1.8047,1.9813,82252.559343,162966.9958262859
1629950400000,2021-08-26 04:00:00,ENJ/USD,1.9305,1.9679,1.8,1.8172,179787.25127841,326709.39302312664
1629864000000,2021-08-25 04:00:00,ENJ/USD,1.9077,2.0769,1.9077,1.9305,123197.73810168,237833.23340529326
1629777600000,2021-08-24 04:00:00,ENJ/USD,2.1466,2.1466,1.8596,1.9077,208184.06367524,397152.73827325535
1629691200000,2021-08-23 04:00:00,ENJ/USD,1.8719,2.1935,1.8442,2.1466,270044.69856898,579677.9499481723
1629604800000,2021-08-22 04:00:00,ENJ/USD,1.8796,1.8885,1.7279,1.8719,112145.72641873,209925.5852832207
1629518400000,2021-08-21 04:00:00,ENJ/USD,1.6866,1.9604,1.6701,1.8796,180239.08703025,338777.3879820579
1629432000000,2021-08-20 04:00:00,ENJ/USD,1.5843,1.7192,1.57,1.6866,90238.28503036,152195.8915322052
1629345600000,2021-08-19 04:00:00,ENJ/USD,1.4801,1.6104,1.4673,1.5843,80557.36325131,127627.03059905044
1629259200000,2021-08-18 04:00:00,ENJ/USD,1.5195,1.5665,1.47,1.4801,39163.68328493,57966.16763002489
1629172800000,2021-08-17 04:00:00,ENJ/USD,1.6428,1.7025,1.4423,1.5195,121581.46731194,184743.03958049283
1629086400000,2021-08-16 04:00:00,ENJ/USD,1.6472,1.7557,1.5413,1.6428,110881.73518251,182156.51455782744
1629000000000,2021-08-15 04:00:00,ENJ/USD,1.6426,1.6827,1.5907,1.6472,57001.64710318,93893.1131083581
1628913600000,2021-08-14 04:00:00,ENJ/USD,1.6475,1.7276,1.6166,1.6426,44440.1708678,72997.42466744829
1628827200000,2021-08-13 04:00:00,ENJ/USD,1.5977,1.6781,1.5977,1.6475,87527.44111156,144201.4592312951
1628740800000,2021-08-12 04:00:00,ENJ/USD,1.6417,1.6492,1.49,1.5977,119819.53487769,191435.6708740853
1628654400000,2021-08-11 04:00:00,ENJ/USD,1.6301,1.6995,1.5978,1.6417,70962.43833744,116499.03501857525
1628568000000,2021-08-10 04:00:00,ENJ/USD,1.5774,1.66,1.5296,1.6301,136881.81132377,223131.0406388775
1628481600000,2021-08-09 04:00:00,ENJ/USD,1.4237,1.6401,1.3971,1.5774,284463.33904067,448712.4710027529
1628395200000,2021-08-08 04:00:00,ENJ/USD,1.5111,1.5302,1.3607,1.4237,144257.84009448,205379.88694251116
1628308800000,2021-08-07 04:00:00,ENJ/USD,1.4855,1.5474,1.4324,1.5111,139948.16080799,211475.66579695372
1628222400000,2021-08-06 04:00:00,ENJ/USD,1.3964,1.49,1.3873,1.4855,161173.24523745,239422.85580023198
1628136000000,2021-08-05 04:00:00,ENJ/USD,1.4061,1.4154,1.3432,1.3964,96479.72995851,134724.29491406336
1628049600000,2021-08-04 04:00:00,ENJ/USD,1.3421,1.4123,1.3421,1.4061,10686.97609311,15026.957084521971
1627963200000,2021-08-03 04:00:00,ENJ/USD,1.3728,1.3843,1.3257,1.3421,44590.9095612,59845.459722086525
1627876800000,2021-08-02 04:00:00,ENJ/USD,1.3896,1.4209,1.335,1.3728,237969.97639043,326685.1835887823
1627790400000,2021-08-01 04:00:00,ENJ/USD,1.4792,1.4827,1.3425,1.3896,103386.76208045,143666.24458699333
1627704000000,2021-07-31 04:00:00,ENJ/USD,1.4167,1.4861,1.4055,1.4792,77375.62637394,114454.02653233205
1627617600000,2021-07-30 04:00:00,ENJ/USD,1.4226,1.4467,1.3316,1.4167,61283.94920074,86820.97083268836
1627531200000,2021-07-29 04:00:00,ENJ/USD,1.3633,1.5,1.3633,1.4226,142779.2424741,203117.75034365468
1627444800000,2021-07-28 04:00:00,ENJ/USD,1.3421,1.4069,1.3109,1.3633,61920.07639446,84415.64014856731
1627358400000,2021-07-27 04:00:00,ENJ/USD,1.2601,1.391,1.2601,1.3421,148995.19457268,199966.45063599382
1627272000000,2021-07-26 04:00:00,ENJ/USD,1.4003,1.4428,1.2266,1.2601,208275.22131577,262447.60638000176
1627185600000,2021-07-25 04:00:00,ENJ/USD,1.2481,1.4004,1.2445,1.4003,134149.43222825,187849.44994921848
1627099200000,2021-07-24 04:00:00,ENJ/USD,1.3088,1.3651,1.2328,1.2481,142878.10061962,178326.15738334772
1627012800000,2021-07-23 04:00:00,ENJ/USD,1.1308,1.3752,1.106,1.3088,144589.61660167,189238.8902082657
1626926400000,2021-07-22 04:00:00,ENJ/USD,1.123,1.1633,1.0778,1.1308,238054.10533788,269191.5823160747
1626840000000,2021-07-21 04:00:00,ENJ/USD,1.0332,1.1327,1.0332,1.123,66307.61562035,74463.45234165304
1626753600000,2021-07-20 04:00:00,ENJ/USD,0.9615,1.0419,0.9269,1.0332,99776.98080066,103089.5765632419
1626667200000,2021-07-19 04:00:00,ENJ/USD,1.1443,1.1706,0.9509,0.9615,380653.31952917,365998.16672729695
1626580800000,2021-07-18 04:00:00,ENJ/USD,1.218,1.218,1.1438,1.1443,252533.27431558,288973.8257993182
1626494400000,2021-07-17 04:00:00,ENJ/USD,1.1861,1.2497,1.1669,1.218,49536.53193979,60335.495902664225
1626408000000,2021-07-16 04:00:00,ENJ/USD,1.2798,1.2912,1.1635,1.1861,106586.16756235,126421.85334570333
1626321600000,2021-07-15 04:00:00,ENJ/USD,1.4113,1.427,1.1957,1.2798,143875.23455208,184131.52517975197
1626235200000,2021-07-14 04:00:00,ENJ/USD,1.1477,1.4612,1.1477,1.4113,130690.52547123,184443.5385975469
1626148800000,2021-07-13 04:00:00,ENJ/USD,1.2898,1.3247,1.13,1.1477,221339.5474764,254031.39863866428
1626062400000,2021-07-12 04:00:00,ENJ/USD,1.3679,1.3679,1.2639,1.2898,412398.64593013,531911.7735206817
1625976000000,2021-07-11 04:00:00,ENJ/USD,1.288,1.4012,1.277,1.3679,70288.44877025,96147.56907282498
1625889600000,2021-07-10 04:00:00,ENJ/USD,1.31,1.3786,1.2467,1.288,425946.93808047,548619.6562476454
1625803200000,2021-07-09 04:00:00,ENJ/USD,1.1837,1.327,1.1396,1.31,123797.81623191,162175.1392638021
1625716800000,2021-07-08 04:00:00,ENJ/USD,1.4089,1.4345,1.1247,1.1837,466972.86338084,552755.7783839003
1625630400000,2021-07-07 04:00:00,ENJ/USD,1.3005,1.51,1.2841,1.4089,497434.17681049,700835.0117082994
1625544000000,2021-07-06 04:00:00,ENJ/USD,1.1379,1.3005,1.1379,1.3005,143291.67072362,186350.8177760678
1625457600000,2021-07-05 04:00:00,ENJ/USD,1.129,1.155,1.075,1.1379,63781.59299653,72577.07467075148
1625371200000,2021-07-04 04:00:00,ENJ/USD,1.1456,1.2122,1.129,1.129,43523.07058422,49137.54668958438
1625284800000,2021-07-03 04:00:00,ENJ/USD,1.1026,1.1836,1.0924,1.1456,48685.17820636,55773.74015320601
1625198400000,2021-07-02 04:00:00,ENJ/USD,1.0699,1.129,1.0592,1.1026,42122.98066909,46444.79848573863
1625112000000,2021-07-01 04:00:00,ENJ/USD,1.1404,1.2404,1.0699,1.0699,162729.77286313,174104.5839862628
1625025600000,2021-06-30 04:00:00,ENJ/USD,1.0828,1.2297,1.035,1.1404,142708.778098,162745.09054295922
1624939200000,2021-06-29 04:00:00,ENJ/USD,1.0471,1.1427,1.0461,1.0828,132244.62784527,143194.48303085836
1624852800000,2021-06-28 04:00:00,ENJ/USD,0.9825,1.0614,0.9791,1.0471,31993.89057534,33500.80282143851
1624766400000,2021-06-27 04:00:00,ENJ/USD,0.9794,1.0077,0.9304,0.9825,57853.18575896,56840.755008178196
1624680000000,2021-06-26 04:00:00,ENJ/USD,0.9726,0.9859,0.8781,0.9794,139609.29766151,136733.3461296829
1624593600000,2021-06-25 04:00:00,ENJ/USD,1.06,1.0932,0.9343,0.9726,133717.02308009,130053.17664769554
1624507200000,2021-06-24 04:00:00,ENJ/USD,0.995,1.06,0.995,1.06,0.189391,0.20075446000000002
1624420800000,2021-06-23 04:00:00,ENJ/USD,1.01,1.0614,0.96,0.995,204813.95132446,203789.8815678377
1624334400000,2021-06-22 04:00:00,ENJ/USD,1.0026,1.0202,0.7662,1.01,412033.07137243,416153.4020861543
1624248000000,2021-06-21 04:00:00,ENJ/USD,1.1813,1.2053,0.8917,1.0026,227351.08009096,227942.19289919647
1624161600000,2021-06-20 04:00:00,ENJ/USD,1.2412,1.2683,1.1369,1.1813,164260.1593898,194040.52628717077
1624075200000,2021-06-19 04:00:00,ENJ/USD,1.2485,1.29,1.2135,1.2412,75814.85960583,94101.4037427562
1623988800000,2021-06-18 04:00:00,ENJ/USD,1.36,1.3759,1.2218,1.2485,54049.23182855,67480.46593794467
1623902400000,2021-06-17 04:00:00,ENJ/USD,1.4348,1.49,1.325,1.36,108964.72994061,148192.0327192296
1623816000000,2021-06-16 04:00:00,ENJ/USD,1.3867,1.4563,1.3801,1.4348,28045.79209031,40240.10249117679
1623729600000,2021-06-15 04:00:00,ENJ/USD,1.4047,1.4809,1.3557,1.3867,479407.8921106,664794.9239897691
1623643200000,2021-06-14 04:00:00,ENJ/USD,1.2766,1.4918,1.2722,1.4047,369674.18217289,519281.3236982586
1623556800000,2021-06-13 04:00:00,ENJ/USD,1.2054,1.3417,1.2,1.2766,245845.22228296,313846.01076642674
1623470400000,2021-06-12 04:00:00,ENJ/USD,1.1899,1.2808,1.155,1.2054,250859.54540832,302386.09603518894
1623384000000,2021-06-11 04:00:00,ENJ/USD,1.2768,1.566,1.1633,1.1899,752635.00584778,895560.3934582734
1623297600000,2021-06-10 04:00:00,ENJ/USD,1.3422,1.375,1.2472,1.2768,327351.93128197,417962.94586081925
1623211200000,2021-06-09 04:00:00,ENJ/USD,1.2639,1.38,1.2639,1.3422,62962.6306896,84508.44291158112
1623124800000,2021-06-08 04:00:00,ENJ/USD,1.282,1.35,1.1499,1.2639,222576.04182389,281313.85926121456
1623038400000,2021-06-07 04:00:00,ENJ/USD,1.4934,1.5236,1.2472,1.282,172283.62337753,220867.60516999345
1622952000000,2021-06-06 04:00:00,ENJ/USD,1.4619,1.5162,1.4515,1.4934,45371.99229337,67758.53329091876
1622865600000,2021-06-05 04:00:00,ENJ/USD,1.5314,1.5946,1.3978,1.4619,84537.49183639,123585.35931561855
1622779200000,2021-06-04 04:00:00,ENJ/USD,1.5999,1.5999,1.4153,1.5314,97069.85782418,148652.78027194925
1622692800000,2021-06-03 04:00:00,ENJ/USD,1.5868,1.7079,1.5538,1.5999,375804.43137664,601249.5097594863
1622606400000,2021-06-02 04:00:00,ENJ/USD,1.5678,1.6435,1.52,1.5868,244826.9220799,388491.3599563853
1622520000000,2021-06-01 04:00:00,ENJ/USD,1.6124,1.6958,1.5301,1.5678,207017.6332285,324562.2453756423
1622433600000,2021-05-31 04:00:00,ENJ/USD,1.4441,1.7187,1.4315,1.6124,663016.70254797,1069048.1311883468
1622347200000,2021-05-30 04:00:00,ENJ/USD,1.3373,1.7492,1.3167,1.4441,435137.15205199,628381.5612782787
1622260800000,2021-05-29 04:00:00,ENJ/USD,1.4122,1.4536,1.2299,1.3373,522120.94924692,698232.3454279061
1622174400000,2021-05-28 04:00:00,ENJ/USD,1.6911,1.6911,1.3326,1.4122,551232.41844383,778450.4213263766
1622088000000,2021-05-27 04:00:00,ENJ/USD,1.7983,1.7983,1.6345,1.6911,170027.99145576,287534.33635083574
1622001600000,2021-05-26 04:00:00,ENJ/USD,1.3141,2.0816,1.2812,1.7983,946753.71612266,1702547.2077033794
1621915200000,2021-05-25 04:00:00,ENJ/USD,1.201,1.3178,1.0976,1.3141,193941.66260182,254858.73882505167
1621828800000,2021-05-24 04:00:00,ENJ/USD,0.99,1.3359,0.95,1.201,707765.72787446,850026.6391772266
1621742400000,2021-05-23 04:00:00,ENJ/USD,1.1827,1.1827,0.7937,0.99,512207.10456921,507085.0335235179
1621656000000,2021-05-22 04:00:00,ENJ/USD,1.2331,1.259,1.1209,1.1827,141897.96737772,167822.72601762944
1621569600000,2021-05-21 04:00:00,ENJ/USD,1.5427,1.5427,1.0552,1.2331,128240.641953,158133.5355922443
1621483200000,2021-05-20 04:00:00,ENJ/USD,1.25,1.6234,1.25,1.5427,489433.5642031,755049.1594961224
1621396800000,2021-05-19 04:00:00,ENJ/USD,1.7301,1.9447,1.0311,1.25,1625295.13280768,2031618.9160095998
1621310400000,2021-05-18 04:00:00,ENJ/USD,1.8987,2.02,1.73,1.7301,232106.80918268,401567.99056695466
1621224000000,2021-05-17 04:00:00,ENJ/USD,1.7662,1.9222,1.7196,1.8987,320102.52378778,607778.6619158579
1621137600000,2021-05-16 04:00:00,ENJ/USD,2.0207,2.1551,1.76,1.7662,373221.67101367,659184.1153443439
1621051200000,2021-05-15 04:00:00,ENJ/USD,2.1031,2.1306,1.9389,2.0207,138142.95836003,279145.4759581126
1620964800000,2021-05-14 04:00:00,ENJ/USD,2.0642,2.1816,2.0429,2.1031,172279.90803083,362321.8745796386
1620878400000,2021-05-13 04:00:00,ENJ/USD,2.1017,2.2013,1.9284,2.0642,410054.9860965,846435.5023003953
1620792000000,2021-05-12 04:00:00,ENJ/USD,2.4469,2.608,1.8838,2.1017,745452.82461714,1566718.2014978433
1620705600000,2021-05-11 04:00:00,ENJ/USD,2.1891,2.4469,2.1513,2.4469,447563.91344477,1095144.1398080075
1620619200000,2021-05-10 04:00:00,ENJ/USD,2.4836,2.5094,2.0429,2.1891,349796.11876725,765738.6835933869
1620532800000,2021-05-09 04:00:00,ENJ/USD,2.38,2.4836,2.3234,2.4836,218436.23532279,542508.2340476812
1620446400000,2021-05-08 04:00:00,ENJ/USD,2.5392,2.5911,2.38,2.38,198316.22689911,471992.6200198818
1620360000000,2021-05-07 04:00:00,ENJ/USD,2.4384,2.7353,2.4073,2.5392,621968.00482016,1579301.1578393504
1620273600000,2021-05-06 04:00:00,ENJ/USD,2.5379,2.5484,2.4059,2.4384,108685.96862694,265019.8658999305
1620187200000,2021-05-05 04:00:00,ENJ/USD,2.3827,2.6275,2.3396,2.5379,221866.37612165,563074.6759591355
1620100800000,2021-05-04 04:00:00,ENJ/USD,2.4899,2.5582,2.295,2.3827,258000.21723082,614737.1175958748
1620014400000,2021-05-03 04:00:00,ENJ/USD,2.6584,2.7389,2.3473,2.4899,268018.82530514,667340.0731272681
1619928000000,2021-05-02 04:00:00,ENJ/USD,2.6104,2.6826,2.5912,2.6584,176977.86967262,470477.968737693
1619841600000,2021-05-01 04:00:00,ENJ/USD,2.8095,2.829,2.59,2.6104,538192.19388664,1404896.902921685
1619755200000,2021-04-30 04:00:00,ENJ/USD,2.6357,2.83,2.6357,2.8095,239218.58070742,672084.6024974965
1619668800000,2021-04-29 04:00:00,ENJ/USD,2.6529,2.8534,2.5183,2.6357,725953.39492506,1913395.3630039806
1619582400000,2021-04-28 04:00:00,ENJ/USD,2.5255,2.7804,2.3684,2.6529,1003537.85462334,2662285.5745302583
1619496000000,2021-04-27 04:00:00,ENJ/USD,2.5545,2.6808,2.4694,2.5255,609224.07375829,1538595.3982765616
1619409600000,2021-04-26 04:00:00,ENJ/USD,2.1937,2.6429,2.1876,2.5545,886669.29773593,2264996.721066433
1619323200000,2021-04-25 04:00:00,ENJ/USD,2.0136,2.2348,1.9299,2.1937,291654.01500832,639801.4127237516
1619236800000,2021-04-24 04:00:00,ENJ/USD,2.167,2.2207,1.9978,2.0136,379580.78039863,764323.8594106813
1619150400000,2021-04-23 04:00:00,ENJ/USD,2.0554,2.2829,1.83,2.167,452767.87518801,981147.9855324175
1619064000000,2021-04-22 04:00:00,ENJ/USD,2.4003,2.5675,1.8098,2.0554,755524.4638131,1552904.9829214457
1618977600000,2021-04-21 04:00:00,ENJ/USD,2.7213,2.7998,2.3873,2.4003,888995.42943291,2133855.729267814
1618891200000,2021-04-20 04:00:00,ENJ/USD,2.2293,2.792,2.1795,2.7213,366572.01311717,997552.4192957547
1618804800000,2021-04-19 04:00:00,ENJ/USD,2.7642,2.7723,2.1722,2.2293,479103.12187221,1068064.5895897176
1618718400000,2021-04-18 04:00:00,ENJ/USD,2.5588,2.7689,2.358,2.7642,536638.66414481,1483376.595429084
1618632000000,2021-04-17 04:00:00,ENJ/USD,3.0344,3.155,2.1,2.5588,523095.68065361,1338497.2276564573
1618545600000,2021-04-16 04:00:00,ENJ/USD,3.0529,3.0988,2.9389,3.0344,294905.6103449,894861.5840305646
1618459200000,2021-04-15 04:00:00,ENJ/USD,2.9729,3.2733,2.9271,3.0529,416255.9081323,1270787.6619370987
1618372800000,2021-04-14 04:00:00,ENJ/USD,3.05,3.05,2.65,2.9729,574835.40235889,1708928.1676727443
1618286400000,2021-04-13 04:00:00,ENJ/USD,3.1178,3.22,2.9647,3.05,507027.44266678,1546433.700133679
1618200000000,2021-04-12 04:00:00,ENJ/USD,3.1159,3.1243,2.79,3.1178,525511.63059255,1638440.1618614525
1618113600000,2021-04-11 04:00:00,ENJ/USD,3.0654,3.2946,2.9923,3.1159,354331.29196841,1104060.8726443688
1618027200000,2021-04-10 04:00:00,ENJ/USD,3.3044,3.5613,3.0556,3.0654,452528.96782942,1387182.297984304
1617940800000,2021-04-09 04:00:00,ENJ/USD,3.1603,4.0,3.1288,3.3044,1259720.18181901,4162619.3688027365
1617854400000,2021-04-08 04:00:00,ENJ/USD,2.6534,3.4443,2.6534,3.1603,492414.76223319,1556178.3730855503
1617768000000,2021-04-07 04:00:00,ENJ/USD,2.2914,2.8988,2.0431,2.6534,1190911.5593731,3159964.731640584
1617681600000,2021-04-06 04:00:00,ENJ/USD,2.4119,2.457,2.28,2.2914,330633.32592842,757613.2030323816
1617595200000,2021-04-05 04:00:00,ENJ/USD,2.336,2.627,2.2647,2.4119,523505.06693877,1262641.8709496194
