https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FIL,Volume USD
1635825600000,2021-11-02 04:00:00,FIL/USD,65.49,66.42,63.8112,64.7307,74600.29018408,4828929.003818627
1635739200000,2021-11-01 04:00:00,FIL/USD,61.3884,66.1372,60.7493,65.49,45202.2683779,2960296.556068671
1635652800000,2021-10-31 04:00:00,FIL/USD,62.157,66.8,59.3012,61.3884,84811.60525131,5206448.747809518
1635566400000,2021-10-30 04:00:00,FIL/USD,59.0773,62.6273,58.7778,62.157,22847.88255725,1420155.8361109882
1635480000000,2021-10-29 04:00:00,FIL/USD,61.6358,61.7225,58.4855,59.0773,33149.94413176,1958409.194455225
1635393600000,2021-10-28 04:00:00,FIL/USD,55.0148,62.868,55.0,61.6358,71264.09984825,4392419.805426768
1635307200000,2021-10-27 04:00:00,FIL/USD,62.4505,62.4505,55.0,55.0148,11750.21552622,646435.7571318881
1635220800000,2021-10-26 04:00:00,FIL/USD,64.9512,65.2037,61.81,62.4505,37326.59856377,2331064.7436067183
1635134400000,2021-10-25 04:00:00,FIL/USD,63.43,65.3341,62.9464,64.9512,28654.936952,1861172.5409567424
1635048000000,2021-10-24 04:00:00,FIL/USD,64.551,64.745,61.2937,63.43,19798.32662545,1255807.8578522936
1634961600000,2021-10-23 04:00:00,FIL/USD,65.6416,65.8443,64.0167,64.551,49492.92880106,3194818.0470372243
1634875200000,2021-10-22 04:00:00,FIL/USD,65.1783,66.9068,64.0247,65.6416,20992.64291215,1377990.6689821854
1634788800000,2021-10-21 04:00:00,FIL/USD,66.7786,68.15,63.3647,65.1783,53482.66665924,3485909.2923159422
1634702400000,2021-10-20 04:00:00,FIL/USD,62.5608,68.0477,62.5608,66.7786,16248.99160151,1085084.9105605958
1634616000000,2021-10-19 04:00:00,FIL/USD,63.9174,64.0378,62.1228,62.5608,16892.74049917,1056823.3598204744
1634529600000,2021-10-18 04:00:00,FIL/USD,63.4433,64.2631,61.32,63.9174,23526.24339182,1503736.3093723156
1634443200000,2021-10-17 04:00:00,FIL/USD,66.5238,67.045,61.3567,63.4433,24541.93612136,1557021.4159282788
1634356800000,2021-10-16 04:00:00,FIL/USD,67.2173,69.221,65.4689,66.5238,17895.42374239,1190471.589954004
1634270400000,2021-10-15 04:00:00,FIL/USD,69.476,69.7738,65.1943,67.2173,44935.62409847,3020451.325714087
1634184000000,2021-10-14 04:00:00,FIL/USD,69.1342,69.9929,67.5747,69.476,1946.01404931,135201.27208986157
1634097600000,2021-10-13 04:00:00,FIL/USD,68.4767,69.9973,60.7493,69.1342,64322.17787987,4446862.309982509
1634011200000,2021-10-12 04:00:00,FIL/USD,70.8313,72.2107,66.2504,68.4767,57376.89696979,3928980.5607312187
1633924800000,2021-10-11 04:00:00,FIL/USD,72.1903,74.6408,70.5272,70.8313,43039.4263021,3048538.516231936
1633838400000,2021-10-10 04:00:00,FIL/USD,74.9413,75.6594,69.0385,72.1903,23660.33409748,1708046.6165973104
1633752000000,2021-10-09 04:00:00,FIL/USD,78.7238,79.6786,73.3907,74.9413,24065.79913543,1803522.2727480002
1633665600000,2021-10-08 04:00:00,FIL/USD,71.3205,81.1988,70.9778,78.7238,81295.52165318,6399892.387520611
1633579200000,2021-10-07 04:00:00,FIL/USD,71.4537,74.0408,70.5285,71.3205,40358.47651442,2878386.7242466914
1633492800000,2021-10-06 04:00:00,FIL/USD,69.9688,74.7558,69.0,71.4537,52160.26195075,3727043.709350305
1633406400000,2021-10-05 04:00:00,FIL/USD,72.3471,72.5156,68.5854,69.9688,49731.2886773,3479638.5912042684
1633320000000,2021-10-04 04:00:00,FIL/USD,66.4521,72.9289,65.7171,72.3471,49350.73194483,3570382.3390858104
1633233600000,2021-10-03 04:00:00,FIL/USD,70.2141,70.8181,66.1149,66.4521,26083.80122564,1733323.3674263519
1633147200000,2021-10-02 04:00:00,FIL/USD,72.1143,74.1755,67.6594,70.2141,42407.5347286,2977606.8841873934
1633060800000,2021-10-01 04:00:00,FIL/USD,60.0337,73.2907,59.7145,72.1143,63612.70989601,4587386.045253834
1632974400000,2021-09-30 04:00:00,FIL/USD,59.7785,61.3841,58.413,60.0337,23146.0080459,1389540.5032251468
1632888000000,2021-09-29 04:00:00,FIL/USD,57.5267,59.8781,55.6109,59.7785,19207.8180395,1148214.5506742508
1632801600000,2021-09-28 04:00:00,FIL/USD,59.0157,59.4887,55.1375,57.5267,48025.96553362,2762775.311462898
1632715200000,2021-09-27 04:00:00,FIL/USD,57.7421,62.9316,57.5003,59.0157,85465.64741504,5043815.008151776
1632628800000,2021-09-26 04:00:00,FIL/USD,56.5716,59.6371,50.1061,57.7421,120622.07128917,6964971.702586383
1632542400000,2021-09-25 04:00:00,FIL/USD,63.0,63.8625,54.81,56.5716,55349.75166359,3131224.011211948
1632456000000,2021-09-24 04:00:00,FIL/USD,72.8831,73.49,60.3055,63.0,150795.20793194,9500098.099712221
1632369600000,2021-09-23 04:00:00,FIL/USD,75.1267,75.5407,72.0,72.8831,61704.95671006,4497248.530394974
1632283200000,2021-09-22 04:00:00,FIL/USD,70.287,75.1559,70.287,75.1267,22838.09893746,1715751.0074448762
1632196800000,2021-09-21 04:00:00,FIL/USD,73.943,76.5188,68.2468,70.287,42690.36091268,3000577.3974695397
1632110400000,2021-09-20 04:00:00,FIL/USD,80.1358,80.7231,70.098,73.943,99384.37912099,7348779.145343363
1632024000000,2021-09-19 04:00:00,FIL/USD,83.7802,85.0532,77.8046,80.1358,28044.01739564,2247329.769213528
1631937600000,2021-09-18 04:00:00,FIL/USD,85.8094,87.2527,82.7083,83.7802,13517.08420803,1132464.018365595
1631851200000,2021-09-17 04:00:00,FIL/USD,83.7872,86.6357,80.6587,85.8094,65766.95486861,5643422.937102503
1631764800000,2021-09-16 04:00:00,FIL/USD,89.6126,90.6154,82.3161,83.7872,121955.47133288,10218307.467662282
1631678400000,2021-09-15 04:00:00,FIL/USD,84.5869,89.98,84.5869,89.6126,84667.67293314,7587290.307488302
1631592000000,2021-09-14 04:00:00,FIL/USD,78.572,85.8652,77.8024,84.5869,112730.38895655,9535514.1376288
1631505600000,2021-09-13 04:00:00,FIL/USD,80.1625,83.3005,73.0,78.572,102663.60339624,8066484.646049369
1631419200000,2021-09-12 04:00:00,FIL/USD,81.9877,86.8594,80.162,80.1625,79065.27968421,6338070.482685484
1631332800000,2021-09-11 04:00:00,FIL/USD,81.114,84.9,80.2759,81.9877,89073.57035206,7302937.163953589
1631246400000,2021-09-10 04:00:00,FIL/USD,90.0025,90.2091,78.8542,81.114,58719.77278163,4762995.649409137
1631160000000,2021-09-09 04:00:00,FIL/USD,90.6851,94.1323,85.1543,90.0025,140023.45736237,12602461.221256707
1631073600000,2021-09-08 04:00:00,FIL/USD,83.6248,93.018,83.6248,90.6851,85790.51305403,7779921.255356017
1630987200000,2021-09-07 04:00:00,FIL/USD,107.8226,110.7864,71.3148,83.6248,306472.07071553,25628665.61917205
1630900800000,2021-09-06 04:00:00,FIL/USD,114.7216,118.448,103.9581,107.8226,127096.17062754,13703839.567104995
1630814400000,2021-09-05 04:00:00,FIL/USD,93.7761,120.1704,92.0031,114.7216,165546.47547124,18991756.540421408
1630728000000,2021-09-04 04:00:00,FIL/USD,83.4241,96.4944,82.5704,93.7761,120600.46572484,11309441.333859168
1630641600000,2021-09-03 04:00:00,FIL/USD,77.1428,84.5004,76.5689,83.4241,55352.93776897,4617769.015732329
1630555200000,2021-09-02 04:00:00,FIL/USD,79.079,79.3414,75.813,77.1428,28064.53814551,2164977.0532514486
1630468800000,2021-09-01 04:00:00,FIL/USD,75.6222,79.5962,75.6222,79.079,15761.91924108,1246436.8116653652
1630382400000,2021-08-31 04:00:00,FIL/USD,71.7773,78.0549,70.7936,75.6222,84556.17137794,6394323.703176855
1630296000000,2021-08-30 04:00:00,FIL/USD,72.9648,73.6603,70.4987,71.7773,20833.79902272,1495393.8425934801
1630209600000,2021-08-29 04:00:00,FIL/USD,72.9731,74.8978,72.6134,72.9648,5477.36935054,399655.15918828093
1630123200000,2021-08-28 04:00:00,FIL/USD,74.5081,75.4903,72.7784,72.9731,9899.51796846,722398.5146642285
1630036800000,2021-08-27 04:00:00,FIL/USD,71.1863,75.6828,70.6231,74.5081,25494.91098977,1899577.377516882
1629950400000,2021-08-26 04:00:00,FIL/USD,74.4,74.9672,70.3737,71.1863,47000.8971132,3345819.9621693892
1629864000000,2021-08-25 04:00:00,FIL/USD,75.2395,78.6958,74.4,74.4,26494.48878913,1971189.965911272
1629777600000,2021-08-24 04:00:00,FIL/USD,79.0598,79.8301,72.401,75.2395,36217.41896504,2724980.4942201274
1629691200000,2021-08-23 04:00:00,FIL/USD,78.6411,82.2884,77.714,79.0598,67417.09452604,5329982.009809817
1629604800000,2021-08-22 04:00:00,FIL/USD,77.8536,78.9364,75.1625,78.6411,35034.27480273,2755133.90818897
1629518400000,2021-08-21 04:00:00,FIL/USD,72.7096,79.1926,72.1225,77.8536,52851.77695252,4114701.1021507108
1629432000000,2021-08-20 04:00:00,FIL/USD,70.9353,73.6098,69.9926,72.7096,32123.77406585,2335706.762818327
1629345600000,2021-08-19 04:00:00,FIL/USD,67.1144,71.4823,66.3664,70.9353,25648.60572714,1819391.541836394
1629259200000,2021-08-18 04:00:00,FIL/USD,68.2861,69.2515,66.2289,67.1144,14919.90141074,1001340.2312409687
1629172800000,2021-08-17 04:00:00,FIL/USD,73.6174,74.6016,66.1801,68.2861,48143.2853299,3287517.1963660843
1629086400000,2021-08-16 04:00:00,FIL/USD,72.9596,75.827,71.3607,73.6174,63656.9418708,4686258.552479432
1629000000000,2021-08-15 04:00:00,FIL/USD,73.0666,74.3672,70.1934,72.9596,32508.71952555,2371823.173096318
1628913600000,2021-08-14 04:00:00,FIL/USD,73.8568,74.8509,70.2397,73.0666,78738.26927642,5753137.62591247
1628827200000,2021-08-13 04:00:00,FIL/USD,69.3326,75.0901,69.0,73.8568,42585.06845927,3145196.884182613
1628740800000,2021-08-12 04:00:00,FIL/USD,74.3306,74.634,66.277,69.3326,81752.4326274,5668108.710382474
1628654400000,2021-08-11 04:00:00,FIL/USD,67.9041,75.0,67.9041,74.3306,57150.61702987,4248039.654200455
1628568000000,2021-08-10 04:00:00,FIL/USD,68.9228,68.9377,65.0433,67.9041,40019.98921283,2717521.3495069295
1628481600000,2021-08-09 04:00:00,FIL/USD,63.7049,69.7566,62.8831,68.9228,63555.51420889,4380423.994716483
1628395200000,2021-08-08 04:00:00,FIL/USD,67.1191,68.5261,61.6379,63.7049,45652.84594324,2908309.98552951
1628308800000,2021-08-07 04:00:00,FIL/USD,68.542,70.782,66.0035,67.1191,107674.3796135,7227007.452716468
1628222400000,2021-08-06 04:00:00,FIL/USD,59.74,68.9147,59.3334,68.542,69491.70028115,4763100.120670583
1628136000000,2021-08-05 04:00:00,FIL/USD,56.66,61.0115,55.0733,59.74,28360.947293,1694282.99128382
1628049600000,2021-08-04 04:00:00,FIL/USD,55.361,57.0393,55.361,56.66,1307.85328466,74102.9671088356
1627963200000,2021-08-03 04:00:00,FIL/USD,54.0334,55.7127,52.7704,55.361,19902.47734513,1101821.0483037417
1627876800000,2021-08-02 04:00:00,FIL/USD,54.3862,55.7921,53.8103,54.0334,17462.68377785,943568.1776420802
1627790400000,2021-08-01 04:00:00,FIL/USD,56.7876,57.7914,53.0666,54.3862,65320.19384333,3552517.1264021145
1627704000000,2021-07-31 04:00:00,FIL/USD,51.0,58.2207,50.4297,56.7876,109217.70715611,6202211.466898312
1627617600000,2021-07-30 04:00:00,FIL/USD,50.1061,51.4386,48.6969,51.0,11739.07054362,598692.59772462
1627531200000,2021-07-29 04:00:00,FIL/USD,48.9331,50.3806,46.7625,50.1061,53067.46838454,2659003.8776225997
1627444800000,2021-07-28 04:00:00,FIL/USD,49.8699,49.8699,48.7,48.9331,1538.93315755,75304.77009170991
1627358400000,2021-07-27 04:00:00,FIL/USD,47.965,50.6144,47.3676,49.8699,30235.17543458,1507825.1754049612
1627272000000,2021-07-26 04:00:00,FIL/USD,50.8256,52.7181,47.6119,47.965,66739.07954818,3201139.950528454
1627185600000,2021-07-25 04:00:00,FIL/USD,48.8406,51.9613,47.2389,50.8256,31029.00988426,1577068.044773445
1627099200000,2021-07-24 04:00:00,FIL/USD,47.45,51.2559,46.4982,48.8406,42509.66090935,2076197.3446091998
1627012800000,2021-07-23 04:00:00,FIL/USD,46.7381,47.4635,44.965,47.45,39171.73595315,1858698.8709769675
1626926400000,2021-07-22 04:00:00,FIL/USD,45.381,46.9931,44.7838,46.7381,28424.34611279,1328499.9310541905
1626840000000,2021-07-21 04:00:00,FIL/USD,41.4427,47.0338,41.4427,45.381,17060.93384517,774242.2388276597
1626753600000,2021-07-20 04:00:00,FIL/USD,42.4033,43.0395,40.0543,41.4427,37943.90547243,1572497.891322275
1626667200000,2021-07-19 04:00:00,FIL/USD,46.4459,46.7497,42.0021,42.4033,25629.99740164,1086796.4688209614
1626580800000,2021-07-18 04:00:00,FIL/USD,46.8665,47.3501,45.8409,46.4459,14718.06657342,683593.8482624079
1626494400000,2021-07-17 04:00:00,FIL/USD,45.3575,47.417,45.2253,46.8665,15438.25882899,723537.1574088598
1626408000000,2021-07-16 04:00:00,FIL/USD,48.0323,48.0323,45.098,45.3575,20607.39885927,934700.0937593391
1626321600000,2021-07-15 04:00:00,FIL/USD,49.5831,49.5831,46.2175,48.0323,17480.01197262,839605.1790724755
1626235200000,2021-07-14 04:00:00,FIL/USD,48.6064,50.5182,48.6064,49.5831,2800.08190813,138836.7412590006
1626148800000,2021-07-13 04:00:00,FIL/USD,52.5715,52.5715,48.1297,48.6064,20859.19477063,1013890.3646991501
1626062400000,2021-07-12 04:00:00,FIL/USD,55.1837,55.4333,52.2201,52.5715,16887.54417018,887803.5283426179
1625976000000,2021-07-11 04:00:00,FIL/USD,54.5726,55.7338,53.9699,55.1837,24003.81205203,1324619.163135608
1625889600000,2021-07-10 04:00:00,FIL/USD,55.04,55.1119,53.6817,54.5726,16167.39622796,882296.84738997
1625803200000,2021-07-09 04:00:00,FIL/USD,53.6934,55.8281,53.6045,55.04,8912.99476147,490571.23167130875
1625716800000,2021-07-08 04:00:00,FIL/USD,56.2537,56.2713,52.8097,53.6934,12753.14303832,684759.6104137311
1625630400000,2021-07-07 04:00:00,FIL/USD,57.5014,57.9941,55.6715,56.2537,19075.247112,1073053.2284643145
1625544000000,2021-07-06 04:00:00,FIL/USD,57.0432,58.161,56.0,57.5014,29086.35462532,1672506.1118523753
1625457600000,2021-07-05 04:00:00,FIL/USD,57.4864,57.8795,54.7902,57.0432,11286.93536619,643842.9114806494
1625371200000,2021-07-04 04:00:00,FIL/USD,58.7067,60.5499,57.3542,57.4864,15277.72719995,878261.5369072058
1625284800000,2021-07-03 04:00:00,FIL/USD,57.0198,59.8444,56.8165,58.7067,7045.16698254,413598.504493881
1625198400000,2021-07-02 04:00:00,FIL/USD,55.6809,57.5524,54.937,57.0198,12563.83926175,716387.6019371325
1625112000000,2021-07-01 04:00:00,FIL/USD,57.5763,58.8398,55.2196,55.6809,27882.82499184,1552540.790088144
1625025600000,2021-06-30 04:00:00,FIL/USD,61.5927,61.5927,56.4246,57.5763,22338.79765596,1286185.3154788497
1624939200000,2021-06-29 04:00:00,FIL/USD,56.6402,66.2506,56.3493,61.5927,89452.05390558,5509593.520590218
1624852800000,2021-06-28 04:00:00,FIL/USD,55.0239,57.9168,55.0239,56.6402,49602.96362808,2809521.7804871765
1624766400000,2021-06-27 04:00:00,FIL/USD,54.9946,56.8,52.6976,55.0239,50865.1298778,2798797.8198830793
1624680000000,2021-06-26 04:00:00,FIL/USD,52.2663,55.6583,50.0264,54.9946,122641.7207637,6744632.376711376
1624593600000,2021-06-25 04:00:00,FIL/USD,55.6448,58.9856,50.3411,52.2663,173151.43242083,9049984.712336827
1624507200000,2021-06-24 04:00:00,FIL/USD,55.6448,55.6448,55.6448,55.6448,0.0,0.0
1624420800000,2021-06-23 04:00:00,FIL/USD,54.7631,59.2754,53.535,55.6448,124514.60086696,6928590.062321816
1624334400000,2021-06-22 04:00:00,FIL/USD,49.4852,55.9283,45.0,54.7631,320428.99683738,17547685.196705125
1624248000000,2021-06-21 04:00:00,FIL/USD,60.3513,60.3873,42.6657,49.4852,371261.5857073,18371953.82104288
1624161600000,2021-06-20 04:00:00,FIL/USD,64.0537,64.9393,59.9697,60.3513,84652.93119932,5108914.446689521
1624075200000,2021-06-19 04:00:00,FIL/USD,64.9986,66.8287,63.4718,64.0537,34638.64949187,2218733.6629573936
1623988800000,2021-06-18 04:00:00,FIL/USD,68.2828,68.4861,63.5291,64.9986,59287.57796873,3853609.5653582937
1623902400000,2021-06-17 04:00:00,FIL/USD,71.7224,72.0738,67.1163,68.2828,49691.48448701,3393073.696929606
1623816000000,2021-06-16 04:00:00,FIL/USD,71.0779,72.0076,69.0198,71.7224,19481.51887339,1397261.2892448269
1623729600000,2021-06-15 04:00:00,FIL/USD,74.8371,75.4601,70.122,71.0779,55407.27342094,3938232.6394862314
1623643200000,2021-06-14 04:00:00,FIL/USD,72.9634,77.6295,71.9224,74.8371,53461.36460057,4000893.4887493174
1623556800000,2021-06-13 04:00:00,FIL/USD,69.0604,73.7206,68.8001,72.9634,16657.78100363,1215408.338480257
1623470400000,2021-06-12 04:00:00,FIL/USD,68.4737,71.2108,67.4482,69.0604,22683.67554177,1566543.706384853
1623384000000,2021-06-11 04:00:00,FIL/USD,73.2919,73.8755,66.2644,68.4737,42641.7238502,2919836.6064014393
1623297600000,2021-06-10 04:00:00,FIL/USD,77.2673,77.8704,71.7101,73.2919,55723.10445354,4084052.1992984083
1623211200000,2021-06-09 04:00:00,FIL/USD,72.7199,79.0417,72.7199,77.2673,45477.7448678,3513942.556023763
1623124800000,2021-06-08 04:00:00,FIL/USD,75.6565,78.904,70.6739,72.7199,113613.72461087,8261978.692330006
1623038400000,2021-06-07 04:00:00,FIL/USD,90.3084,92.1217,72.6973,75.6565,138164.54315644,10453045.759315202
1622952000000,2021-06-06 04:00:00,FIL/USD,86.8114,91.8469,86.0566,90.3084,51265.3946234,4629695.763807857
1622865600000,2021-06-05 04:00:00,FIL/USD,89.6551,93.0,85.9409,86.8114,62730.46999913,5445719.923282474
1622779200000,2021-06-04 04:00:00,FIL/USD,94.6786,94.6786,84.9891,89.6551,191412.4478642,17161102.154509638
1622692800000,2021-06-03 04:00:00,FIL/USD,70.328,97.7518,70.328,94.6786,199780.988384,18914984.286813382
1622606400000,2021-06-02 04:00:00,FIL/USD,68.6618,72.0095,68.6618,70.328,88975.98466172,6257503.049289444
1622520000000,2021-06-01 04:00:00,FIL/USD,71.2955,74.4437,66.0,68.6618,53238.72231282,3655466.503698384
1622433600000,2021-05-31 04:00:00,FIL/USD,66.9595,73.0158,66.407,71.2955,40316.34832928,2874374.2123101824
1622347200000,2021-05-30 04:00:00,FIL/USD,66.7949,69.3904,66.5939,66.9595,32933.23443813,2205192.911359966
1622260800000,2021-05-29 04:00:00,FIL/USD,68.6617,69.8267,64.7483,66.7949,69302.53331428,4629055.782474001
1622174400000,2021-05-28 04:00:00,FIL/USD,71.2534,71.2534,64.8969,68.6617,134017.98274088,9201902.52555948
1622088000000,2021-05-27 04:00:00,FIL/USD,70.0299,73.0836,69.7583,71.2534,13378.1329205,953237.4562375547
1622001600000,2021-05-26 04:00:00,FIL/USD,73.1276,75.0,69.073,70.0299,73973.20102297,5180335.870318486
1621915200000,2021-05-25 04:00:00,FIL/USD,73.3249,75.3366,65.9681,73.1276,150975.3072909,11040461.881446019
1621828800000,2021-05-24 04:00:00,FIL/USD,65.2353,79.821,63.0295,73.3249,140193.24868172,10279655.94026225
1621742400000,2021-05-23 04:00:00,FIL/USD,72.7747,72.8247,55.33,65.2353,250494.17714827,16341062.794520538
1621656000000,2021-05-22 04:00:00,FIL/USD,71.3523,76.4432,66.66,72.7747,158047.05264965,11501826.842462482
1621569600000,2021-05-21 04:00:00,FIL/USD,90.6664,90.6664,68.0,71.3523,58842.00170558,4198512.158297055
1621483200000,2021-05-20 04:00:00,FIL/USD,70.6398,95.286,70.0285,90.6664,246394.46063279,22339698.72551679
1621396800000,2021-05-19 04:00:00,FIL/USD,93.5564,94.2281,61.3655,70.6398,221967.01304658,15679705.4082078
1621310400000,2021-05-18 04:00:00,FIL/USD,102.6141,106.1247,92.5,93.5564,101725.19788307,9517043.30322765
1621224000000,2021-05-17 04:00:00,FIL/USD,100.0829,105.038,93.3255,102.6141,101411.24946412,10406224.093636155
1621137600000,2021-05-16 04:00:00,FIL/USD,112.5836,115.9114,99.8057,100.0829,103223.55038359,10330912.2706858
1621051200000,2021-05-15 04:00:00,FIL/USD,121.5375,122.3184,108.6662,112.5836,49649.44082656,5589712.7862411
1620964800000,2021-05-14 04:00:00,FIL/USD,115.708,124.9999,115.6571,121.5375,47930.41877535,5825343.2719091
1620878400000,2021-05-13 04:00:00,FIL/USD,120.5534,120.5534,108.6201,115.708,73625.49879951,8519059.215093702
1620792000000,2021-05-12 04:00:00,FIL/USD,144.9999,144.9999,88.88,120.5534,68255.04676383,8228377.954538704
1620705600000,2021-05-11 04:00:00,FIL/USD,137.3289,145.7714,135.294,144.9999,29795.07243057,4320282.522925407
1620619200000,2021-05-10 04:00:00,FIL/USD,148.4059,149.404,129.95,137.3289,35563.65839917,4883918.087933778
1620532800000,2021-05-09 04:00:00,FIL/USD,146.677,149.2391,141.1344,148.4059,21035.55773328,3121800.877409378
1620446400000,2021-05-08 04:00:00,FIL/USD,152.5658,154.4179,146.677,146.677,26635.01939731,3906744.7401392385
1620360000000,2021-05-07 04:00:00,FIL/USD,152.0099,155.0,147.3104,152.5658,20672.8039661,3153962.8753312193
1620273600000,2021-05-06 04:00:00,FIL/USD,155.0,161.5338,149.1528,152.0099,11014.68173514,1674340.6690904577
1620187200000,2021-05-05 04:00:00,FIL/USD,147.3171,155.0,145.3318,155.0,13813.48171312,2141089.6655336
1620100800000,2021-05-04 04:00:00,FIL/USD,152.9559,157.0943,136.212,147.3171,42951.26894855,6327456.382820436
1620014400000,2021-05-03 04:00:00,FIL/USD,161.7923,163.5802,151.184,152.9559,32473.15946865,4966961.332370883
1619928000000,2021-05-02 04:00:00,FIL/USD,160.0195,163.2606,156.6346,161.7923,7582.59622841,1226805.6837657792
1619841600000,2021-05-01 04:00:00,FIL/USD,165.3922,166.8441,160.0016,160.0195,15757.98921051,2521585.554471205
1619755200000,2021-04-30 04:00:00,FIL/USD,158.0727,167.8243,156.71,165.3922,24676.74714994,4081341.4999723067
1619668800000,2021-04-29 04:00:00,FIL/USD,149.2775,159.9572,147.5626,158.0727,10372.51548759,1639611.5289151678
1619582400000,2021-04-28 04:00:00,FIL/USD,152.0626,153.2716,143.0,149.2775,30925.52252536,4616484.688779428
1619496000000,2021-04-27 04:00:00,FIL/USD,151.4985,155.9999,148.4669,152.0626,16805.13845643,2555433.0470447326
1619409600000,2021-04-26 04:00:00,FIL/USD,139.3553,154.7525,137.9944,151.4985,24228.72625247,3670615.684159827
1619323200000,2021-04-25 04:00:00,FIL/USD,132.7794,140.7004,131.9092,139.3553,15780.74090248,2199129.882687371
1619236800000,2021-04-24 04:00:00,FIL/USD,137.1446,138.3769,131.0,132.7794,28519.56232148,3786810.373308722
1619150400000,2021-04-23 04:00:00,FIL/USD,138.4979,142.1824,131.878,137.1446,9758.32017765,1338300.917435738
1619064000000,2021-04-22 04:00:00,FIL/USD,146.6416,157.3475,127.5804,138.4979,25416.14145085,3520082.217045678
1618977600000,2021-04-21 04:00:00,FIL/USD,155.5321,158.4704,145.874,146.6416,21779.42234237,3193769.339360885
1618891200000,2021-04-20 04:00:00,FIL/USD,148.2741,158.8123,145.9908,155.5321,16790.15293309,2611407.7450046474
1618804800000,2021-04-19 04:00:00,FIL/USD,161.8774,165.2805,145.1362,148.2741,25484.81799877,3778738.4524314227
1618718400000,2021-04-18 04:00:00,FIL/USD,163.0342,164.5114,147.1479,161.8774,20355.87784671,3295156.580543013
1618632000000,2021-04-17 04:00:00,FIL/USD,188.9157,192.7626,131.8555,163.0342,47298.57795903,7711285.818688089
1618545600000,2021-04-16 04:00:00,FIL/USD,175.7365,192.4782,175.7365,188.9157,35611.39261593,6727551.164013247
1618459200000,2021-04-15 04:00:00,FIL/USD,173.1019,178.1561,163.0,175.7365,36247.98870181,6370094.666495633
1618372800000,2021-04-14 04:00:00,FIL/USD,165.1214,179.0,161.273,173.1019,32317.03466197,5594140.102352865
1618286400000,2021-04-13 04:00:00,FIL/USD,166.7671,169.2876,160.2241,165.1214,23749.51511517,3921553.185138032
1618200000000,2021-04-12 04:00:00,FIL/USD,178.2931,180.8879,159.5887,166.7671,27905.22147699,4653672.860575339
1618113600000,2021-04-11 04:00:00,FIL/USD,176.9072,183.77,175.0,178.2931,8334.12225291,1485916.492250308
1618027200000,2021-04-10 04:00:00,FIL/USD,185.8753,185.9509,171.8088,176.9072,18224.9249144,3224120.436816743
1617940800000,2021-04-09 04:00:00,FIL/USD,158.4738,188.6425,158.0127,185.8753,29956.13028527,5568104.703613647
1617854400000,2021-04-08 04:00:00,FIL/USD,153.8072,158.9423,147.3664,158.4738,12453.39703887,1973537.1516584768
1617768000000,2021-04-07 04:00:00,FIL/USD,158.16,159.1645,135.7329,153.8072,58432.10129494,8987277.890291095
1617681600000,2021-04-06 04:00:00,FIL/USD,176.622,177.3,151.6111,158.16,35384.54281561,5596419.291716878
1617595200000,2021-04-05 04:00:00,FIL/USD,178.8752,186.8989,171.478,176.622,24715.55610062,4365310.949603706
1617508800000,2021-04-04 04:00:00,FIL/USD,188.9772,192.1,175.0958,178.8752,27009.89059654,4831399.582434212
1617422400000,2021-04-03 04:00:00,FIL/USD,170.6385,194.0,162.9506,188.9772,37974.59542904,7176332.715312778
1617336000000,2021-04-02 04:00:00,FIL/USD,192.9768,206.1765,160.4615,170.6385,87419.74522447,14917174.195485722
1617249600000,2021-04-01 04:00:00,FIL/USD,198.014,237.432,179.7892,192.9768,272672.41127889,52619449.376884095
1617163200000,2021-03-31 04:00:00,FIL/USD,151.5782,199.2877,145.6056,198.014,174215.13813945,34497036.36354505
1617076800000,2021-03-30 04:00:00,FIL/USD,125.2121,159.0,124.5083,151.5782,91217.13404516,13826528.987724071
1616990400000,2021-03-29 04:00:00,FIL/USD,126.5501,130.2133,124.8926,125.2121,29611.13813451,3707672.78921208
1616904000000,2021-03-28 04:00:00,FIL/USD,126.3292,133.6169,120.8174,126.5501,42695.52453822,5403122.899864195
1616817600000,2021-03-27 04:00:00,FIL/USD,132.8057,139.5,120.0,126.3292,100663.09568531,12716688.347448666
1616731200000,2021-03-26 04:00:00,FIL/USD,94.0248,137.5,92.5641,132.8057,153815.54186592,20427580.70838281
1616644800000,2021-03-25 04:00:00,FIL/USD,88.1221,95.8553,86.4982,94.0248,59450.38033507,5589810.120928889
1616558400000,2021-03-24 04:00:00,FIL/USD,81.8809,94.6674,81.3185,88.1221,76534.26235137,6744359.920353662
1616472000000,2021-03-23 04:00:00,FIL/USD,76.0394,85.5205,73.7336,81.8809,57271.99169616,4689482.224874107
1616385600000,2021-03-22 04:00:00,FIL/USD,79.47,81.3025,75.1778,76.0394,34560.71920356,2627976.3518071803
1616299200000,2021-03-21 04:00:00,FIL/USD,82.145,83.2726,76.9719,79.47,42548.52655566,3381331.4053783
1616212800000,2021-03-20 04:00:00,FIL/USD,83.0655,86.0342,80.9482,82.145,33222.73382485,2729081.470042303
1616126400000,2021-03-19 04:00:00,FIL/USD,76.895,84.9199,76.895,83.0655,19717.74783967,1637864.5831761083
1616040000000,2021-03-18 04:00:00,FIL/USD,84.366,89.3339,74.01,76.895,101804.38478928,7828248.168371685
