https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MANA,Volume USD
1636084800000,2021-11-05 04:00:00,MANA/USD,2.57143,3.04,2.34075,2.94531,5214827.40205009,15359283.295532152
1635998400000,2021-11-04 04:00:00,MANA/USD,2.78414,2.78414,2.41646,2.57143,1971189.34468689,5068775.41660821
1635912000000,2021-11-03 04:00:00,MANA/USD,2.87445,3.13,2.68,2.78414,2547635.1227024,7092972.85052066
1635825600000,2021-11-02 04:00:00,MANA/USD,3.22842,3.44631,2.815,2.87445,3019113.90878087,8678291.975095171
1635739200000,2021-11-01 04:00:00,MANA/USD,2.64455,3.54734,2.61837,3.22842,6018884.22927236,19431486.223467473
1635652800000,2021-10-31 04:00:00,MANA/USD,3.41085,3.91849,2.55802,2.64455,10218103.18106117,27022284.76747532
1635566400000,2021-10-30 04:00:00,MANA/USD,1.28839,4.2,1.28839,3.41085,5767539.45540231,19672211.95145897
1635480000000,2021-10-29 04:00:00,MANA/USD,1.20001,1.51031,1.05572,1.28839,9537974.86346852,12288631.434344206
1635393600000,2021-10-28 04:00:00,MANA/USD,0.76472,1.23612,0.75391,1.20001,6058038.57491364,7269706.870282116
1635307200000,2021-10-27 04:00:00,MANA/USD,0.84665,0.84665,0.74496,0.76472,39374.82343038,30110.71497368019
1635220800000,2021-10-26 04:00:00,MANA/USD,0.818,0.85677,0.7986,0.84665,829421.22599774,702229.4809909866
1635134400000,2021-10-25 04:00:00,MANA/USD,0.78242,0.82747,0.78072,0.818,844720.07373067,690981.0203116881
1635048000000,2021-10-24 04:00:00,MANA/USD,0.79913,0.79913,0.75391,0.78242,232985.65647379,182292.6373382228
1634961600000,2021-10-23 04:00:00,MANA/USD,0.794,0.79963,0.78104,0.79913,385857.10623423,308349.9893049602
1634875200000,2021-10-22 04:00:00,MANA/USD,0.80461,0.81313,0.77598,0.794,323804.96266872,257101.1403589637
1634788800000,2021-10-21 04:00:00,MANA/USD,0.81111,0.82821,0.7798,0.80461,831445.87680459,668989.6669357412
1634702400000,2021-10-20 04:00:00,MANA/USD,0.77851,0.844,0.77851,0.81111,672037.71021614,545096.5071334133
1634616000000,2021-10-19 04:00:00,MANA/USD,0.76053,0.79136,0.74021,0.77851,509465.92007238,396624.31343554857
1634529600000,2021-10-18 04:00:00,MANA/USD,0.75867,0.76409,0.73646,0.76053,222877.03577178,169504.67201551187
1634443200000,2021-10-17 04:00:00,MANA/USD,0.79139,0.80543,0.73866,0.75867,343919.45023997,260921.369313558
1634356800000,2021-10-16 04:00:00,MANA/USD,0.76218,0.86471,0.75748,0.79139,647771.62972386,512639.99004716554
1634270400000,2021-10-15 04:00:00,MANA/USD,0.77443,0.77443,0.73648,0.76218,752539.19826512,573570.3261337092
1634184000000,2021-10-14 04:00:00,MANA/USD,0.76529,0.77711,0.75391,0.77443,49741.53951646,38521.34044773212
1634097600000,2021-10-13 04:00:00,MANA/USD,0.75649,0.76987,0.73247,0.76529,289091.47166359,221238.8123494288
1634011200000,2021-10-12 04:00:00,MANA/USD,0.73121,0.75798,0.71216,0.75649,300899.62290082,227627.5557282413
1633924800000,2021-10-11 04:00:00,MANA/USD,0.78897,0.78897,0.7267,0.73121,190800.74524616,139515.41293144465
1633838400000,2021-10-10 04:00:00,MANA/USD,0.81682,0.8221,0.75937,0.78897,226115.22192729,178398.12664397398
1633752000000,2021-10-09 04:00:00,MANA/USD,0.82357,0.83961,0.80675,0.81682,365945.41868207,298911.5368878884
1633665600000,2021-10-08 04:00:00,MANA/USD,0.78321,0.82357,0.78321,0.82357,507633.27402974,418071.535492673
1633579200000,2021-10-07 04:00:00,MANA/USD,0.751,0.7921,0.751,0.78321,616115.13233606,482547.5327969256
1633492800000,2021-10-06 04:00:00,MANA/USD,0.76599,0.77871,0.74722,0.751,322659.22812216,242317.08031974218
1633406400000,2021-10-05 04:00:00,MANA/USD,0.75929,0.79199,0.74543,0.76599,639093.25171674,489539.0398825056
1633320000000,2021-10-04 04:00:00,MANA/USD,0.73939,0.82855,0.72507,0.75929,1203712.65538819,913966.9821096988
1633233600000,2021-10-03 04:00:00,MANA/USD,0.7561,0.77217,0.73697,0.73939,286334.19616934,211712.64130564829
1633147200000,2021-10-02 04:00:00,MANA/USD,0.74158,0.78214,0.73753,0.7561,480708.67664276,363463.83040959085
1633060800000,2021-10-01 04:00:00,MANA/USD,0.6835,0.76531,0.68314,0.74158,938883.64323395,696257.3321494326
1632974400000,2021-09-30 04:00:00,MANA/USD,0.66664,0.69883,0.65921,0.6835,477433.5069403,326325.80199369503
1632888000000,2021-09-29 04:00:00,MANA/USD,0.64086,0.67212,0.62565,0.66664,644190.06288442,429442.86352126976
1632801600000,2021-09-28 04:00:00,MANA/USD,0.68288,0.68288,0.61688,0.64086,1350463.52054602,865458.0517771223
1632715200000,2021-09-27 04:00:00,MANA/USD,0.70647,0.71575,0.65684,0.68288,713499.32496556,487234.4190324816
1632628800000,2021-09-26 04:00:00,MANA/USD,0.66816,0.75806,0.66592,0.70647,766167.22784018,541274.1614522521
1632542400000,2021-09-25 04:00:00,MANA/USD,0.70435,0.70892,0.65881,0.66816,458019.5369538,306030.333811051
1632456000000,2021-09-24 04:00:00,MANA/USD,0.75248,0.75636,0.63821,0.70435,1269166.5532784,893937.4618016412
1632369600000,2021-09-23 04:00:00,MANA/USD,0.74011,0.7779,0.70573,0.75248,654874.10091203,492779.6634542843
1632283200000,2021-09-22 04:00:00,MANA/USD,0.64115,0.74011,0.64115,0.74011,313863.5989134,232293.5881917965
1632196800000,2021-09-21 04:00:00,MANA/USD,0.67562,0.69507,0.59756,0.64115,981112.16925349,629040.0673168751
1632110400000,2021-09-20 04:00:00,MANA/USD,0.75325,0.76168,0.62617,0.67562,875722.34993,591655.5340597066
1632024000000,2021-09-19 04:00:00,MANA/USD,0.81461,0.82502,0.74722,0.75325,193108.503252,145458.980074569
1631937600000,2021-09-18 04:00:00,MANA/USD,0.82578,0.83753,0.80815,0.81461,88413.20774935,72022.28316469799
1631851200000,2021-09-17 04:00:00,MANA/USD,0.8471,0.8507,0.80711,0.82578,285633.33021255,235870.29142291954
1631764800000,2021-09-16 04:00:00,MANA/USD,0.85077,0.87266,0.82912,0.8471,311909.46996834,264218.5120101808
1631678400000,2021-09-15 04:00:00,MANA/USD,0.83571,0.88177,0.83571,0.85077,156740.69420919,133350.2804123526
1631592000000,2021-09-14 04:00:00,MANA/USD,0.82437,0.85879,0.81194,0.83571,356943.78090635,298301.48714124574
1631505600000,2021-09-13 04:00:00,MANA/USD,0.80267,0.85112,0.7633,0.82437,1021300.21425116,841929.2576222288
1631419200000,2021-09-12 04:00:00,MANA/USD,0.83301,0.85594,0.80267,0.80267,368161.03091885,295511.8146876333
1631332800000,2021-09-11 04:00:00,MANA/USD,0.8183,0.85058,0.81335,0.83301,152589.1518915,127108.28941713841
1631246400000,2021-09-10 04:00:00,MANA/USD,0.88476,0.89856,0.79257,0.8183,432304.47588269,353754.75261480524
1631160000000,2021-09-09 04:00:00,MANA/USD,0.84339,0.89417,0.84158,0.88476,668892.42468539,591809.2616646456
1631073600000,2021-09-08 04:00:00,MANA/USD,0.83857,0.88334,0.82931,0.84339,257583.41750757,217243.27849170947
1630987200000,2021-09-07 04:00:00,MANA/USD,1.02188,1.03242,0.73338,0.83857,2188922.33110284,1835564.5991929087
1630900800000,2021-09-06 04:00:00,MANA/USD,1.06256,1.0757,1.00839,1.02188,675449.31126012,690228.1421904913
1630814400000,2021-09-05 04:00:00,MANA/USD,1.03095,1.08105,1.0216,1.06256,698299.12706005,741984.7204489267
1630728000000,2021-09-04 04:00:00,MANA/USD,1.02517,1.06962,1.00698,1.03095,683141.45222839,704284.6801748588
1630641600000,2021-09-03 04:00:00,MANA/USD,0.96632,1.07,0.95936,1.02517,1938213.06974774,1986997.8927132904
1630555200000,2021-09-02 04:00:00,MANA/USD,0.98579,0.99054,0.94438,0.96632,522373.44032057,504779.9028505732
1630468800000,2021-09-01 04:00:00,MANA/USD,0.97782,0.99215,0.96143,0.98579,267350.85559399,263551.79993599944
1630382400000,2021-08-31 04:00:00,MANA/USD,0.96167,0.98224,0.91777,0.97782,758603.73420079,741777.9033762164
1630296000000,2021-08-30 04:00:00,MANA/USD,1.03157,1.04828,0.92896,0.96167,1463036.71668355,1406958.5193330697
1630209600000,2021-08-29 04:00:00,MANA/USD,0.89023,1.10744,0.88088,1.03157,2169588.9392234,2238082.8620346827
1630123200000,2021-08-28 04:00:00,MANA/USD,0.92778,0.94292,0.88408,0.89023,236712.33232081,210728.4196019547
1630036800000,2021-08-27 04:00:00,MANA/USD,0.86282,0.93666,0.85524,0.92778,693618.3782619,643525.2589838257
1629950400000,2021-08-26 04:00:00,MANA/USD,0.93481,0.97211,0.85442,0.86282,663153.75681552,572182.3244555669
1629864000000,2021-08-25 04:00:00,MANA/USD,0.88004,0.99331,0.88004,0.93481,2038399.38811941,1905516.1320079057
1629777600000,2021-08-24 04:00:00,MANA/USD,0.91387,0.9684,0.8258,0.88004,807890.36153675,710975.8337668015
1629691200000,2021-08-23 04:00:00,MANA/USD,0.912,0.92651,0.874,0.91387,1505194.4177322,1375552.0225329255
1629604800000,2021-08-22 04:00:00,MANA/USD,0.88369,0.91669,0.84,0.912,586287.85701824,534694.525600635
1629518400000,2021-08-21 04:00:00,MANA/USD,0.85916,0.9466,0.84925,0.88369,581576.75237905,513933.5603098427
1629432000000,2021-08-20 04:00:00,MANA/USD,0.81025,0.865,0.80396,0.85916,374844.6043003,322051.49023064575
1629345600000,2021-08-19 04:00:00,MANA/USD,0.76295,0.82462,0.75832,0.81025,286013.9444259,231742.7984710855
1629259200000,2021-08-18 04:00:00,MANA/USD,0.79385,0.81224,0.76,0.76295,218790.63488714,166926.31488714347
1629172800000,2021-08-17 04:00:00,MANA/USD,0.86087,0.87598,0.74828,0.79385,379727.79295206,301446.90843499283
1629086400000,2021-08-16 04:00:00,MANA/USD,0.855,0.91544,0.807,0.86087,735751.87702281,633386.7183726265
1629000000000,2021-08-15 04:00:00,MANA/USD,0.83,0.87193,0.8,0.855,762245.56792477,651719.9605756783
1628913600000,2021-08-14 04:00:00,MANA/USD,0.83269,0.85332,0.80414,0.83,389499.46973665,323284.55988141947
1628827200000,2021-08-13 04:00:00,MANA/USD,0.80899,0.8452,0.80095,0.83269,135773.07898562,113056.88514053592
1628740800000,2021-08-12 04:00:00,MANA/USD,0.83314,0.84033,0.7633,0.80899,414721.66619958,335505.6807387982
1628654400000,2021-08-11 04:00:00,MANA/USD,0.83027,0.85873,0.80583,0.83314,202864.68720539,169014.6854982986
1628568000000,2021-08-10 04:00:00,MANA/USD,0.7802,0.85095,0.76997,0.83027,941127.47940471,781389.9123253485
1628481600000,2021-08-09 04:00:00,MANA/USD,0.72091,0.79793,0.71415,0.7802,367083.54944579,286398.58527760534
1628395200000,2021-08-08 04:00:00,MANA/USD,0.76455,0.76676,0.69561,0.72091,361580.08008537,260666.6955343441
1628308800000,2021-08-07 04:00:00,MANA/USD,0.76042,0.78,0.74012,0.76455,509751.2817253,389730.3424430781
1628222400000,2021-08-06 04:00:00,MANA/USD,0.71904,0.76422,0.71792,0.76042,449422.82214693,341750.1024169685
1628136000000,2021-08-05 04:00:00,MANA/USD,0.72514,0.7371,0.69106,0.71904,383531.77686025,275774.68883359415
1628049600000,2021-08-04 04:00:00,MANA/USD,0.6855,0.74112,0.6855,0.72514,126781.54521822,91934.36969954005
1627963200000,2021-08-03 04:00:00,MANA/USD,0.678,0.69788,0.66365,0.6855,195369.85778127,133926.03750906058
1627876800000,2021-08-02 04:00:00,MANA/USD,0.68878,0.71304,0.67775,0.678,165421.59598516,112155.84207793849
1627790400000,2021-08-01 04:00:00,MANA/USD,0.74197,0.74251,0.67552,0.68878,184431.88191627,127032.99162628845
1627704000000,2021-07-31 04:00:00,MANA/USD,0.70464,0.74668,0.7,0.74197,187566.29731128,139168.56561605044
1627617600000,2021-07-30 04:00:00,MANA/USD,0.71269,0.72088,0.67775,0.70464,138681.18965233,97720.31347661783
1627531200000,2021-07-29 04:00:00,MANA/USD,0.67577,0.71957,0.67577,0.71269,210831.55881086,150257.54364891181
1627444800000,2021-07-28 04:00:00,MANA/USD,0.69128,0.69264,0.67311,0.67577,183953.22845159,124310.07319073097
1627358400000,2021-07-27 04:00:00,MANA/USD,0.65381,0.73154,0.65,0.69128,270881.9741808,187255.29111170344
1627272000000,2021-07-26 04:00:00,MANA/USD,0.72582,0.74461,0.64038,0.65381,690969.72842787,451762.91814342566
1627185600000,2021-07-25 04:00:00,MANA/USD,0.69385,0.75106,0.67745,0.72582,436195.63390511,316599.51500100695
1627099200000,2021-07-24 04:00:00,MANA/USD,0.72064,0.757,0.67467,0.69385,560253.26132763,388731.7253721761
1627012800000,2021-07-23 04:00:00,MANA/USD,0.60807,0.7389,0.59059,0.72064,478563.2000763,344871.78450298484
1626926400000,2021-07-22 04:00:00,MANA/USD,0.58803,0.62319,0.56934,0.60807,231361.646235,140684.07622611645
1626840000000,2021-07-21 04:00:00,MANA/USD,0.53813,0.60406,0.53813,0.58803,135877.80958036,79900.2283675391
1626753600000,2021-07-20 04:00:00,MANA/USD,0.50539,0.54722,0.49286,0.53813,234456.28872368,126167.96265087392
1626667200000,2021-07-19 04:00:00,MANA/USD,0.59666,0.6065,0.49778,0.50539,361315.52155947,182605.25144094054
1626580800000,2021-07-18 04:00:00,MANA/USD,0.644,0.64453,0.59187,0.59666,116940.86178316,69773.93459154024
1626494400000,2021-07-17 04:00:00,MANA/USD,0.60406,0.65154,0.59278,0.644,146186.90645082,94144.3677543281
1626408000000,2021-07-16 04:00:00,MANA/USD,0.6685,0.67485,0.58859,0.60406,304152.28964417,183726.23208245737
1626321600000,2021-07-15 04:00:00,MANA/USD,0.74221,0.74427,0.64437,0.6685,404425.24609472,270358.2770143203
1626235200000,2021-07-14 04:00:00,MANA/USD,0.603,0.755,0.603,0.74221,549694.58005736,407988.8142643732
1626148800000,2021-07-13 04:00:00,MANA/USD,0.68491,0.70906,0.5953,0.603,284379.32054744,171480.7302901063
1626062400000,2021-07-12 04:00:00,MANA/USD,0.71891,0.72135,0.66361,0.68491,265966.59279812,182163.17907336037
1625976000000,2021-07-11 04:00:00,MANA/USD,0.7334,0.75382,0.70442,0.71891,478351.59478983,343891.7450103567
1625889600000,2021-07-10 04:00:00,MANA/USD,0.7104,0.78428,0.69106,0.7334,618454.03044084,453574.1859253121
1625803200000,2021-07-09 04:00:00,MANA/USD,0.63066,0.7313,0.60726,0.7104,537186.05566444,381616.97394401825
1625716800000,2021-07-08 04:00:00,MANA/USD,0.7963,0.81114,0.59932,0.63066,965865.45948262,609132.7106773091
1625630400000,2021-07-07 04:00:00,MANA/USD,0.72785,0.84038,0.69449,0.7963,813634.68661761,647897.3009536029
1625544000000,2021-07-06 04:00:00,MANA/USD,0.57028,0.73305,0.57028,0.72785,734867.46163576,534873.2819515879
1625457600000,2021-07-05 04:00:00,MANA/USD,0.55678,0.57208,0.53239,0.57028,161169.58515741,91911.79102356778
1625371200000,2021-07-04 04:00:00,MANA/USD,0.549,0.5998,0.54869,0.55678,193254.73256129,107600.36999547506
1625284800000,2021-07-03 04:00:00,MANA/USD,0.53603,0.57249,0.53098,0.549,28400.76358372,15592.019207462281
1625198400000,2021-07-02 04:00:00,MANA/USD,0.52198,0.54105,0.51178,0.53603,160439.15511712,86000.20031742984
1625112000000,2021-07-01 04:00:00,MANA/USD,0.5637,0.58371,0.52198,0.52198,147413.53621386,76946.91763291064
1625025600000,2021-06-30 04:00:00,MANA/USD,0.53811,0.59573,0.51951,0.5637,207237.02951536,116819.51353780842
1624939200000,2021-06-29 04:00:00,MANA/USD,0.52835,0.56308,0.52472,0.53811,234481.16496481,126176.65967921392
1624852800000,2021-06-28 04:00:00,MANA/USD,0.48746,0.53173,0.4874,0.52835,295282.46858412,156012.4922764198
1624766400000,2021-06-27 04:00:00,MANA/USD,0.47463,0.49902,0.45462,0.48746,77098.72521988,37582.5445956827
1624680000000,2021-06-26 04:00:00,MANA/USD,0.48015,0.48883,0.43892,0.47463,91127.94754096,43252.05774136585
1624593600000,2021-06-25 04:00:00,MANA/USD,0.53605,0.54522,0.46479,0.48015,457433.65347516,219636.7687160981
1624507200000,2021-06-24 04:00:00,MANA/USD,0.48273,0.53605,0.48273,0.53605,774.421743,415.12877533515
1624420800000,2021-06-23 04:00:00,MANA/USD,0.47082,0.50904,0.46369,0.48273,94266.4655637,45505.2509215649
1624334400000,2021-06-22 04:00:00,MANA/USD,0.50158,0.50674,0.37285,0.47082,1544665.26634196,727259.3006991217
1624248000000,2021-06-21 04:00:00,MANA/USD,0.5924,0.5965,0.43676,0.50158,556455.70269868,279107.05135960394
1624161600000,2021-06-20 04:00:00,MANA/USD,0.63093,0.6356,0.57841,0.5924,313924.30094907,185968.7558822291
1624075200000,2021-06-19 04:00:00,MANA/USD,0.62785,0.65918,0.61946,0.63093,125768.64199638,79351.20929477604
1623988800000,2021-06-18 04:00:00,MANA/USD,0.67877,0.68807,0.61711,0.62785,191523.57788475,120248.07837494029
1623902400000,2021-06-17 04:00:00,MANA/USD,0.72099,0.73085,0.66364,0.67877,189918.58192143,128911.03585080904
1623816000000,2021-06-16 04:00:00,MANA/USD,0.70817,0.72282,0.69828,0.72099,52397.973142,37778.41465565058
1623729600000,2021-06-15 04:00:00,MANA/USD,0.71409,0.73962,0.69284,0.70817,420631.49626008,297878.60670650087
1623643200000,2021-06-14 04:00:00,MANA/USD,0.67614,0.71791,0.67614,0.71409,239067.36670066,170715.6158872743
1623556800000,2021-06-13 04:00:00,MANA/USD,0.64911,0.69902,0.64196,0.67614,140560.81635105,95038.79036759894
1623470400000,2021-06-12 04:00:00,MANA/USD,0.63417,0.67944,0.62777,0.64911,161820.25854883,105039.14802663104
1623384000000,2021-06-11 04:00:00,MANA/USD,0.6888,0.79024,0.6319,0.63417,310919.26075533,197175.66759320762
1623297600000,2021-06-10 04:00:00,MANA/USD,0.72704,0.73106,0.67745,0.6888,161717.239484,111390.83455657918
1623211200000,2021-06-09 04:00:00,MANA/USD,0.68069,0.74,0.68069,0.72704,108151.14696939,78630.20989262531
1623124800000,2021-06-08 04:00:00,MANA/USD,0.70012,0.72826,0.62978,0.68069,323571.5602641,220251.92535617022
1623038400000,2021-06-07 04:00:00,MANA/USD,0.82714,0.83046,0.68422,0.70012,195736.43476354,137038.99270664962
1622952000000,2021-06-06 04:00:00,MANA/USD,0.81301,0.83068,0.80765,0.82714,85606.49426752,70808.55566843649
1622865600000,2021-06-05 04:00:00,MANA/USD,0.84574,0.88959,0.79,0.81301,200149.66058125,162723.67554916206
1622779200000,2021-06-04 04:00:00,MANA/USD,0.84812,0.85129,0.77355,0.84574,370644.1567099,313468.58909583086
1622692800000,2021-06-03 04:00:00,MANA/USD,0.86012,0.89824,0.83231,0.84812,102433.10448591,86875.56457658998
1622606400000,2021-06-02 04:00:00,MANA/USD,0.83677,0.87449,0.83324,0.86012,379659.83214978,326553.0148286688
1622520000000,2021-06-01 04:00:00,MANA/USD,0.83834,0.85341,0.79965,0.83677,108171.20439799,90514.4187041061
1622433600000,2021-05-31 04:00:00,MANA/USD,0.75085,0.86887,0.74416,0.83834,281566.23370121,236048.2363610724
1622347200000,2021-05-30 04:00:00,MANA/USD,0.74091,0.83597,0.7303,0.75085,639836.89650684,480421.5337421608
1622260800000,2021-05-29 04:00:00,MANA/USD,0.83198,0.84339,0.692,0.74091,417380.50123578,309241.38717060175
1622174400000,2021-05-28 04:00:00,MANA/USD,0.91834,0.92185,0.77285,0.83198,879673.8117597,731871.0179078352
1622088000000,2021-05-27 04:00:00,MANA/USD,0.88862,0.94374,0.8769,0.91834,152674.16506664,140206.7927472982
1622001600000,2021-05-26 04:00:00,MANA/USD,0.83769,1.01635,0.79558,0.88862,694935.56661398,617533.6432045149
1621915200000,2021-05-25 04:00:00,MANA/USD,0.78972,0.84281,0.71909,0.83769,329639.87460196,276136.0265553159
1621828800000,2021-05-24 04:00:00,MANA/USD,0.62062,0.8472,0.5953,0.78972,902519.27795727,712737.5241884153
1621742400000,2021-05-23 04:00:00,MANA/USD,0.76903,0.76903,0.49051,0.62062,1235581.70800321,766826.719620952
1621656000000,2021-05-22 04:00:00,MANA/USD,0.77275,0.80175,0.69797,0.76903,412739.51139366,317409.0664470663
1621569600000,2021-05-21 04:00:00,MANA/USD,0.96208,0.96208,0.70059,0.77275,273521.28983032,211363.5767163798
1621483200000,2021-05-20 04:00:00,MANA/USD,0.80469,1.01246,0.80469,0.96208,825558.65876543,794253.474425045
1621396800000,2021-05-19 04:00:00,MANA/USD,1.03708,1.0415,0.65,0.80469,1753724.11650687,1411204.2593119133
1621310400000,2021-05-18 04:00:00,MANA/USD,1.15582,1.2622,1.02313,1.03708,573242.10438514,594497.921615741
1621224000000,2021-05-17 04:00:00,MANA/USD,1.05478,1.15658,1.01372,1.15582,452800.38331684,523355.73904527
1621137600000,2021-05-16 04:00:00,MANA/USD,1.2357,1.28788,1.03894,1.05478,464836.06108216,490299.78050824074
1621051200000,2021-05-15 04:00:00,MANA/USD,1.27655,1.28929,1.19855,1.2357,315263.45155058,389571.0470810517
1620964800000,2021-05-14 04:00:00,MANA/USD,1.2444,1.33119,1.24087,1.27655,411038.59489423,524711.3183122294
1620878400000,2021-05-13 04:00:00,MANA/USD,1.27529,1.29181,1.16194,1.2444,448074.59263836,557584.0230791752
1620792000000,2021-05-12 04:00:00,MANA/USD,1.44657,1.45,1.11155,1.27529,767722.7688101,979069.1698358326
1620705600000,2021-05-11 04:00:00,MANA/USD,1.3295,1.44952,1.32768,1.44657,360114.66744133,520931.0744806047
1620619200000,2021-05-10 04:00:00,MANA/USD,1.505,1.505,1.227,1.3295,859625.52220421,1142872.1317704972
1620532800000,2021-05-09 04:00:00,MANA/USD,1.39756,1.5204,1.35614,1.505,553255.93572999,832650.1832736349
1620446400000,2021-05-08 04:00:00,MANA/USD,1.50663,1.50663,1.39756,1.39756,624076.84914287,872184.8412881094
1620360000000,2021-05-07 04:00:00,MANA/USD,1.4648,1.6,1.41668,1.50663,2172668.41646681,3273407.4163013897
1620273600000,2021-05-06 04:00:00,MANA/USD,1.40874,1.57996,1.34844,1.4648,860144.55745737,1259939.7477635557
1620187200000,2021-05-05 04:00:00,MANA/USD,1.30058,1.42824,1.29173,1.40874,524894.5598084,739439.9621844855
1620100800000,2021-05-04 04:00:00,MANA/USD,1.32674,1.36351,1.24262,1.30058,681077.97170951,885796.3884459545
1620014400000,2021-05-03 04:00:00,MANA/USD,1.40748,1.47612,1.2861,1.32674,904621.10372249,1200197.0031527765
1619928000000,2021-05-02 04:00:00,MANA/USD,1.40528,1.43156,1.38419,1.40748,221114.0055269,311213.5404990012
1619841600000,2021-05-01 04:00:00,MANA/USD,1.47141,1.47141,1.39212,1.40528,433151.38045704,608698.9719286691
1619755200000,2021-04-30 04:00:00,MANA/USD,1.411,1.50569,1.411,1.47141,539099.79798767,793236.8337570376
1619668800000,2021-04-29 04:00:00,MANA/USD,1.47099,1.49384,1.36885,1.411,995387.53201051,1404491.8076668296
1619582400000,2021-04-28 04:00:00,MANA/USD,1.37778,1.55485,1.28605,1.47099,1242193.04011649,1827253.5400809557
1619496000000,2021-04-27 04:00:00,MANA/USD,1.26932,1.49417,1.25492,1.37778,918205.86119874,1265085.6714424
1619409600000,2021-04-26 04:00:00,MANA/USD,1.18093,1.30504,1.16405,1.26932,1369720.22452214,1738613.275390443
1619323200000,2021-04-25 04:00:00,MANA/USD,1.0943,1.18718,1.02971,1.18093,575803.90632247,679984.1070933946
1619236800000,2021-04-24 04:00:00,MANA/USD,1.19994,1.22979,1.09188,1.0943,708791.27364531,775630.2907500627
1619150400000,2021-04-23 04:00:00,MANA/USD,1.17,1.24009,1.0,1.19994,1095141.08205339,1314103.589999145
1619064000000,2021-04-22 04:00:00,MANA/USD,1.28758,1.37842,0.95775,1.17,1404871.18114928,1643699.2819446574
1618977600000,2021-04-21 04:00:00,MANA/USD,1.41538,1.44374,1.28215,1.28758,1231350.44378648,1585462.2044105958
1618891200000,2021-04-20 04:00:00,MANA/USD,1.24751,1.48097,1.18339,1.41538,2164445.70395181,3063513.160459313
1618804800000,2021-04-19 04:00:00,MANA/USD,1.38597,1.41374,1.15266,1.24751,1930161.22739499,2407895.4327875236
1618718400000,2021-04-18 04:00:00,MANA/USD,1.26311,1.40285,1.13988,1.38597,1607159.71210205,2227475.146182078
1618632000000,2021-04-17 04:00:00,MANA/USD,1.28906,1.63165,1.09225,1.26311,3159499.58585028,3990795.5218833466
1618545600000,2021-04-16 04:00:00,MANA/USD,1.27753,1.3343,1.20792,1.28906,1189088.84656239,1532806.8685497146
1618459200000,2021-04-15 04:00:00,MANA/USD,1.10968,1.34273,1.07108,1.27753,3720870.29922963,4753523.43337483
1618372800000,2021-04-14 04:00:00,MANA/USD,1.09617,1.10968,1.01125,1.10968,1064153.10893036,1180869.421917842
1618286400000,2021-04-13 04:00:00,MANA/USD,1.1072,1.12529,1.04495,1.09617,766891.13641392,840643.0570028467
1618200000000,2021-04-12 04:00:00,MANA/USD,1.14759,1.2029,1.06411,1.1072,1622125.07566647,1796016.8837779155
1618113600000,2021-04-11 04:00:00,MANA/USD,1.05343,1.15,1.02209,1.14759,1710838.47537496,1963341.1259555507
1618027200000,2021-04-10 04:00:00,MANA/USD,1.02529,1.07148,0.97266,1.05343,1283982.71845382,1352585.9151008078
1617940800000,2021-04-09 04:00:00,MANA/USD,1.00572,1.11924,0.99456,1.02529,2225124.09746003,2281397.4858847945
1617854400000,2021-04-08 04:00:00,MANA/USD,0.92319,1.01833,0.92319,1.00572,542423.5607145,545526.2234817869
1617768000000,2021-04-07 04:00:00,MANA/USD,0.93583,0.94609,0.84,0.92319,1348559.27412452,1244976.4362790154
1617681600000,2021-04-06 04:00:00,MANA/USD,0.98119,0.98821,0.93117,0.93583,1537518.16599957,1438855.6252873775
1617595200000,2021-04-05 04:00:00,MANA/USD,0.97013,1.02,0.94726,0.98119,694664.97503036,681598.326850039
