https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CRV,Volume USD
1636516800000,2021-11-10 04:00:00,CRV/USD,4.4066,4.5909,3.6913,4.2458,592218.37451572,2514440.7745188437
1636430400000,2021-11-09 04:00:00,CRV/USD,4.467,4.9955,4.4066,4.4066,631522.75620662,2782868.177500092
1636344000000,2021-11-08 04:00:00,CRV/USD,4.4093,4.675,4.2993,4.467,492474.52671308,2199883.7108273283
1636257600000,2021-11-07 04:00:00,CRV/USD,4.1596,4.7461,4.1196,4.4093,599150.38896429,2641833.810060244
1636171200000,2021-11-06 04:00:00,CRV/USD,4.1125,4.2988,3.85,4.1596,421960.8991434,1755188.5560768868
1636084800000,2021-11-05 04:00:00,CRV/USD,4.1859,4.222,4.0267,4.1125,232559.86629366,956402.4501326766
1635998400000,2021-11-04 04:00:00,CRV/USD,4.4941,4.4941,4.0601,4.1859,143177.46525409,599326.5518070953
1635912000000,2021-11-03 04:00:00,CRV/USD,4.2767,4.6032,4.043,4.4941,714799.5276098,3212380.5570312026
1635825600000,2021-11-02 04:00:00,CRV/USD,4.4159,4.4492,4.1939,4.2767,454664.14161725,1944462.134454493
1635739200000,2021-11-01 04:00:00,CRV/USD,4.2614,4.6327,4.1915,4.4159,598086.46722133,2641090.030602671
1635652800000,2021-10-31 04:00:00,CRV/USD,4.6167,4.6457,4.184,4.2614,472720.22165946,2014449.9525796229
1635566400000,2021-10-30 04:00:00,CRV/USD,4.6464,4.7726,4.5662,4.6167,89475.99372631,413083.82023625536
1635480000000,2021-10-29 04:00:00,CRV/USD,4.7756,5.0019,4.5627,4.6464,443057.67785589,2058623.1943896073
1635393600000,2021-10-28 04:00:00,CRV/USD,5.1624,5.3841,4.6647,4.7756,779011.89205006,3720249.1916742665
1635307200000,2021-10-27 04:00:00,CRV/USD,4.6414,5.6,4.6414,5.1624,305590.72472982,1577581.5573452227
1635220800000,2021-10-26 04:00:00,CRV/USD,4.9503,5.1772,4.5177,4.6414,1091223.38061573,5064804.19878985
1635134400000,2021-10-25 04:00:00,CRV/USD,3.9834,5.2671,3.953,4.9503,1260375.31810713,6239235.937225726
1635048000000,2021-10-24 04:00:00,CRV/USD,3.7852,3.99,3.3951,3.9834,1061751.23279833,4229379.860728868
1634961600000,2021-10-23 04:00:00,CRV/USD,3.3092,3.864,3.1778,3.7852,392808.40625148,1486858.379343102
1634875200000,2021-10-22 04:00:00,CRV/USD,2.9352,3.3738,2.9083,3.3092,483488.65546132,1599960.6586526004
1634788800000,2021-10-21 04:00:00,CRV/USD,3.0152,3.0468,2.8319,2.9352,178725.19291275,524594.1862375038
1634702400000,2021-10-20 04:00:00,CRV/USD,2.9005,3.0547,2.8751,3.0152,112480.70218282,339151.81322163885
1634616000000,2021-10-19 04:00:00,CRV/USD,2.8442,2.9324,2.687,2.9005,232877.80606635,675462.0764954481
1634529600000,2021-10-18 04:00:00,CRV/USD,2.8242,2.8443,2.7262,2.8442,69963.60605596,198990.48834436142
1634443200000,2021-10-17 04:00:00,CRV/USD,2.8935,2.9141,2.7311,2.8242,66612.85499849,188128.02508673546
1634356800000,2021-10-16 04:00:00,CRV/USD,2.9305,3.08,2.8407,2.8935,154112.44349356,445924.3552486158
1634270400000,2021-10-15 04:00:00,CRV/USD,2.9057,3.0123,2.8084,2.9305,152326.58878362,446393.0684303984
1634184000000,2021-10-14 04:00:00,CRV/USD,3.0862,3.0862,2.8158,2.9057,18755.82462699,54498.79961864484
1634097600000,2021-10-13 04:00:00,CRV/USD,2.7094,3.1,2.649,3.0862,352414.14463844,1087620.5331831535
1634011200000,2021-10-12 04:00:00,CRV/USD,2.5958,2.7633,2.521,2.7094,134819.83336112,365280.8565086185
1633924800000,2021-10-11 04:00:00,CRV/USD,2.7591,2.7803,2.579,2.5958,65343.49622621,169618.64750399592
1633838400000,2021-10-10 04:00:00,CRV/USD,2.8571,2.8909,2.649,2.7591,64338.02529012,177515.0455779701
1633752000000,2021-10-09 04:00:00,CRV/USD,3.017,3.1511,2.8084,2.8571,250469.47611968,715616.3402215377
1633665600000,2021-10-08 04:00:00,CRV/USD,2.774,3.0179,2.7568,3.017,162376.92170109,489891.1727721885
1633579200000,2021-10-07 04:00:00,CRV/USD,2.6808,2.898,2.6808,2.774,162360.97932607,450389.3566505182
1633492800000,2021-10-06 04:00:00,CRV/USD,2.7779,2.8439,2.6528,2.6808,145692.8543735,390573.4040044788
1633406400000,2021-10-05 04:00:00,CRV/USD,2.9464,2.9464,2.7652,2.7779,164634.11951897,457337.12061174674
1633320000000,2021-10-04 04:00:00,CRV/USD,2.7128,3.0334,2.6326,2.9464,691081.61312361,2036202.8649074046
1633233600000,2021-10-03 04:00:00,CRV/USD,2.5664,2.96,2.5664,2.7128,551298.94041589,1495563.7655602263
1633147200000,2021-10-02 04:00:00,CRV/USD,2.4715,2.6522,2.4622,2.5664,157997.03861907,405483.5999119812
1633060800000,2021-10-01 04:00:00,CRV/USD,2.2978,2.5616,2.2921,2.4715,311429.98493539,769699.2077678164
1632974400000,2021-09-30 04:00:00,CRV/USD,2.3892,2.3961,2.2583,2.2978,206589.83528413,474702.123515874
1632888000000,2021-09-29 04:00:00,CRV/USD,2.3342,2.3892,2.2165,2.3892,96980.57349951,231705.98620502933
1632801600000,2021-09-28 04:00:00,CRV/USD,2.385,2.4147,2.2194,2.3342,166546.6071997,388753.09052553977
1632715200000,2021-09-27 04:00:00,CRV/USD,2.6546,2.743,2.3445,2.385,388877.65009934,927473.1954869259
1632628800000,2021-09-26 04:00:00,CRV/USD,2.2303,2.69,2.069,2.6546,535996.48019739,1422856.2563319914
1632542400000,2021-09-25 04:00:00,CRV/USD,2.4138,2.4432,2.192,2.2303,87540.23334783,195240.98243566527
1632456000000,2021-09-24 04:00:00,CRV/USD,2.6312,2.7216,2.2466,2.4138,346791.60841828,837085.5844000444
1632369600000,2021-09-23 04:00:00,CRV/USD,2.5132,2.8362,2.359,2.6312,292349.82926294,769230.8707566478
1632283200000,2021-09-22 04:00:00,CRV/USD,2.3159,2.5267,2.3159,2.5132,152108.30013772,382278.5799061179
1632196800000,2021-09-21 04:00:00,CRV/USD,2.3955,2.6618,2.1361,2.3159,294834.6750673,682807.62398836
1632110400000,2021-09-20 04:00:00,CRV/USD,2.7397,2.781,2.2293,2.3955,594632.15801447,1424441.334523663
1632024000000,2021-09-19 04:00:00,CRV/USD,2.7984,3.2593,2.6628,2.7397,468870.81071115,1284565.3601053376
1631937600000,2021-09-18 04:00:00,CRV/USD,2.8268,2.9697,2.7638,2.7984,330134.78806769,923849.1909286237
1631851200000,2021-09-17 04:00:00,CRV/USD,3.0599,3.1701,2.6958,2.8268,509925.14744771,1441456.4068051865
1631764800000,2021-09-16 04:00:00,CRV/USD,3.3904,3.437,2.953,3.0599,780795.48602592,2389156.1076907124
1631678400000,2021-09-15 04:00:00,CRV/USD,2.9701,3.437,2.9258,3.3904,629194.2388883,2133220.1475268924
1631592000000,2021-09-14 04:00:00,CRV/USD,2.4366,2.9922,2.3929,2.9701,1156558.01281256,3435092.953854584
1631505600000,2021-09-13 04:00:00,CRV/USD,2.2784,2.4676,2.05,2.4366,601058.17464515,1464538.3483403723
1631419200000,2021-09-12 04:00:00,CRV/USD,2.2678,2.479,2.2678,2.2784,321811.87558809,733216.1773399042
1631332800000,2021-09-11 04:00:00,CRV/USD,2.1435,2.3277,2.1318,2.2678,330530.126484,749576.2208404151
1631246400000,2021-09-10 04:00:00,CRV/USD,2.4,2.4074,2.061,2.1435,770250.55935259,1651032.0739722766
1631160000000,2021-09-09 04:00:00,CRV/USD,1.9886,2.4754,1.9886,2.4,797053.60678655,1912928.65628772
1631073600000,2021-09-08 04:00:00,CRV/USD,1.9884,2.0269,1.9143,1.9886,76976.6529922,153075.77214028893
1630987200000,2021-09-07 04:00:00,CRV/USD,2.4486,2.4924,1.6731,1.9884,724328.1952817,1440254.1834981323
1630900800000,2021-09-06 04:00:00,CRV/USD,2.6321,2.6469,2.3588,2.4486,228107.04060663,558542.8996293942
1630814400000,2021-09-05 04:00:00,CRV/USD,2.3259,2.6578,2.3259,2.6321,367650.06262198,967691.7298273135
1630728000000,2021-09-04 04:00:00,CRV/USD,2.2355,2.3882,2.2112,2.3259,189461.32160724,440668.0879262795
1630641600000,2021-09-03 04:00:00,CRV/USD,2.2326,2.2728,2.175,2.2355,70252.80258844,157050.1401864576
1630555200000,2021-09-02 04:00:00,CRV/USD,2.2786,2.2864,2.166,2.2326,106645.10218958,238095.85514845632
1630468800000,2021-09-01 04:00:00,CRV/USD,2.2356,2.3077,2.2326,2.2786,56774.79398889,129367.04558308475
1630382400000,2021-08-31 04:00:00,CRV/USD,2.0851,2.38,2.0785,2.2356,246308.0249581,550646.2205963283
1630296000000,2021-08-30 04:00:00,CRV/USD,2.0459,2.272,2.025,2.0851,309059.122332,644419.1759744532
1630209600000,2021-08-29 04:00:00,CRV/USD,2.066,2.1655,2.0356,2.0459,71207.56852904,145683.56445356293
1630123200000,2021-08-28 04:00:00,CRV/USD,2.162,2.173,2.0474,2.066,62809.65128487,129764.7395545414
1630036800000,2021-08-27 04:00:00,CRV/USD,2.0131,2.1987,1.9862,2.162,149208.21318652,322588.15690925624
1629950400000,2021-08-26 04:00:00,CRV/USD,2.1208,2.1359,2.0037,2.0131,192673.40293256,387870.8274435366
1629864000000,2021-08-25 04:00:00,CRV/USD,2.1647,2.2441,2.1208,2.1208,31155.72697715,66075.06577313972
1629777600000,2021-08-24 04:00:00,CRV/USD,2.3489,2.3536,2.0816,2.1647,201651.52090893,436515.0473115607
1629691200000,2021-08-23 04:00:00,CRV/USD,2.5078,2.5113,2.2818,2.3489,178084.1755822,418301.92002502957
1629604800000,2021-08-22 04:00:00,CRV/USD,2.2159,2.5078,2.1876,2.5078,426201.20935137,1068827.3928113657
1629518400000,2021-08-21 04:00:00,CRV/USD,2.1738,2.3254,2.1544,2.2159,263827.64393939,584615.6762052943
1629432000000,2021-08-20 04:00:00,CRV/USD,2.224,2.34,2.1568,2.1738,257812.54270439,560432.905330803
1629345600000,2021-08-19 04:00:00,CRV/USD,1.8838,2.25,1.8742,2.224,376531.62389387,837406.3315399669
1629259200000,2021-08-18 04:00:00,CRV/USD,1.9278,2.0127,1.8583,1.8838,63488.96749271,119600.51696276708
1629172800000,2021-08-17 04:00:00,CRV/USD,2.1548,2.2322,1.85,1.9278,312871.41299801,603153.5099775636
1629086400000,2021-08-16 04:00:00,CRV/USD,2.2054,2.2849,2.0257,2.1548,413496.49776685,891002.2533880083
1629000000000,2021-08-15 04:00:00,CRV/USD,2.2479,2.2479,2.0816,2.2054,289578.53850653,638636.5088223013
1628913600000,2021-08-14 04:00:00,CRV/USD,2.275,2.3115,2.1612,2.2479,181531.070306,408063.69294085744
1628827200000,2021-08-13 04:00:00,CRV/USD,2.0802,2.3758,2.0802,2.275,318365.94967018,724282.5354996595
1628740800000,2021-08-12 04:00:00,CRV/USD,2.1365,2.1365,1.9277,2.0802,347189.42294694,722223.4376142246
1628654400000,2021-08-11 04:00:00,CRV/USD,2.0621,2.1797,2.0316,2.1365,269082.76890433,574895.335764101
1628568000000,2021-08-10 04:00:00,CRV/USD,1.8612,2.0865,1.8341,2.0621,448704.97681857,925274.5326975732
1628481600000,2021-08-09 04:00:00,CRV/USD,1.7553,1.9064,1.743,1.8612,125656.1715268,233871.26644568014
1628395200000,2021-08-08 04:00:00,CRV/USD,1.8703,1.9167,1.711,1.7553,54379.25217693,95451.90134616524
1628308800000,2021-08-07 04:00:00,CRV/USD,1.9295,1.98,1.8237,1.8703,114232.3823887,213648.82478158563
1628222400000,2021-08-06 04:00:00,CRV/USD,1.7218,1.9727,1.7,1.9295,408396.36502948,788000.7863243817
1628136000000,2021-08-05 04:00:00,CRV/USD,1.6329,1.8188,1.6053,1.7218,214515.40094231,369352.61734246934
1628049600000,2021-08-04 04:00:00,CRV/USD,1.5708,1.6411,1.5708,1.6329,15685.26139488,25612.463331699553
1627963200000,2021-08-03 04:00:00,CRV/USD,1.5651,1.6079,1.5395,1.5708,20458.74140598,32136.59100051338
1627876800000,2021-08-02 04:00:00,CRV/USD,1.6498,1.689,1.5651,1.5651,44181.35428042,69148.23758428534
1627790400000,2021-08-01 04:00:00,CRV/USD,1.779,1.779,1.624,1.6498,75542.60968574,124630.19745953384
1627704000000,2021-07-31 04:00:00,CRV/USD,1.7378,1.779,1.65,1.779,75864.60220606,134963.1273245807
1627617600000,2021-07-30 04:00:00,CRV/USD,1.6512,1.7641,1.5307,1.7378,105903.01759644,184038.26397909343
1627531200000,2021-07-29 04:00:00,CRV/USD,1.5306,1.6669,1.5206,1.6512,96825.27990461,159877.90217849202
1627444800000,2021-07-28 04:00:00,CRV/USD,1.5562,1.5562,1.5093,1.5306,28598.75501738,43773.25442960183
1627358400000,2021-07-27 04:00:00,CRV/USD,1.5044,1.5822,1.4983,1.5562,91716.38167259,142729.03315888456
1627272000000,2021-07-26 04:00:00,CRV/USD,1.6187,1.7024,1.4748,1.5044,156960.97356458,236132.08863055415
1627185600000,2021-07-25 04:00:00,CRV/USD,1.531,1.6266,1.4621,1.6187,50592.66668169,81894.34955765161
1627099200000,2021-07-24 04:00:00,CRV/USD,1.5993,1.6063,1.4943,1.531,105985.12021524,162263.21904953243
1627012800000,2021-07-23 04:00:00,CRV/USD,1.5448,1.6174,1.4809,1.5993,102126.1151697,163330.2959909012
1626926400000,2021-07-22 04:00:00,CRV/USD,1.4197,1.5675,1.4179,1.5448,159729.72488645,246750.47900458798
1626840000000,2021-07-21 04:00:00,CRV/USD,1.2789,1.4571,1.2789,1.4197,57807.973599,82069.98011850029
1626753600000,2021-07-20 04:00:00,CRV/USD,1.2619,1.3138,1.2298,1.2789,91030.50684048,116418.91519828986
1626667200000,2021-07-19 04:00:00,CRV/USD,1.3939,1.4138,1.25,1.2619,90658.59564081,114402.08183913815
1626580800000,2021-07-18 04:00:00,CRV/USD,1.4792,1.4949,1.3778,1.3939,63210.58934632,88109.24048983544
1626494400000,2021-07-17 04:00:00,CRV/USD,1.4242,1.5064,1.3978,1.4792,51283.15677927,75858.04550789618
1626408000000,2021-07-16 04:00:00,CRV/USD,1.5323,1.5323,1.4009,1.4242,73568.97305998,104776.9314320235
1626321600000,2021-07-15 04:00:00,CRV/USD,1.5979,1.6041,1.4759,1.5323,47878.10936724,73363.62698342185
1626235200000,2021-07-14 04:00:00,CRV/USD,1.5328,1.647,1.5328,1.5979,14407.22692207,23021.307898775656
1626148800000,2021-07-13 04:00:00,CRV/USD,1.6803,1.6826,1.51,1.5328,51421.49503411,78818.8675882838
1626062400000,2021-07-12 04:00:00,CRV/USD,1.7799,1.7887,1.6424,1.6803,33783.82778655,56766.96582973996
1625976000000,2021-07-11 04:00:00,CRV/USD,1.737,1.788,1.7196,1.7799,33742.83079073,60058.86452442032
1625889600000,2021-07-10 04:00:00,CRV/USD,1.7452,1.767,1.6611,1.737,45633.12028737,79264.7299391617
1625803200000,2021-07-09 04:00:00,CRV/USD,1.7475,1.8042,1.6802,1.7452,81552.63381149,142325.65652781236
1625716800000,2021-07-08 04:00:00,CRV/USD,1.9179,1.9179,1.6878,1.7475,124168.79769443,216984.97397101644
1625630400000,2021-07-07 04:00:00,CRV/USD,1.9808,2.0975,1.8899,1.9179,202606.63893124,388579.2728062252
1625544000000,2021-07-06 04:00:00,CRV/USD,1.9255,2.0512,1.8874,1.9808,139426.04582621,276175.1115725568
1625457600000,2021-07-05 04:00:00,CRV/USD,1.7757,1.9255,1.6898,1.9255,81521.26895305,156969.20336909778
1625371200000,2021-07-04 04:00:00,CRV/USD,1.7216,1.9,1.7216,1.7757,52359.94087591,92975.54701335338
1625284800000,2021-07-03 04:00:00,CRV/USD,1.6467,1.7854,1.6397,1.7216,26135.71568853,44995.24812937325
1625198400000,2021-07-02 04:00:00,CRV/USD,1.6143,1.6716,1.5764,1.6467,27427.90175493,45165.525819843235
1625112000000,2021-07-01 04:00:00,CRV/USD,1.7679,1.8126,1.6124,1.6143,41208.15390148,66522.32284315917
1625025600000,2021-06-30 04:00:00,CRV/USD,1.7274,1.8506,1.6746,1.7679,19022.71577547,33630.25921945341
1624939200000,2021-06-29 04:00:00,CRV/USD,1.6754,1.8594,1.6666,1.7274,120991.1115778,209000.04613949172
1624852800000,2021-06-28 04:00:00,CRV/USD,1.5762,1.7057,1.5603,1.6754,69425.27002337,116315.0973971541
1624766400000,2021-06-27 04:00:00,CRV/USD,1.5472,1.615,1.4378,1.5762,76619.96025058,120768.3813469642
1624680000000,2021-06-26 04:00:00,CRV/USD,1.481,1.5472,1.3714,1.5472,51565.04926343,79781.4442203789
1624593600000,2021-06-25 04:00:00,CRV/USD,1.48,1.7425,1.4315,1.481,154897.68391005,229403.46987078406
1624507200000,2021-06-24 04:00:00,CRV/USD,1.48,1.48,1.48,1.48,0.0,0.0
1624420800000,2021-06-23 04:00:00,CRV/USD,1.51,1.57,1.4174,1.48,42041.00160041,62220.6823686068
1624334400000,2021-06-22 04:00:00,CRV/USD,1.5664,1.569,1.2177,1.51,225553.00560478,340585.0384632178
1624248000000,2021-06-21 04:00:00,CRV/USD,1.8081,1.8463,1.3959,1.5664,262339.6538736,410928.83382760704
1624161600000,2021-06-20 04:00:00,CRV/USD,1.8783,1.9496,1.7478,1.8081,168467.69628856,304606.44165934535
1624075200000,2021-06-19 04:00:00,CRV/USD,1.8811,1.9611,1.8294,1.8783,37725.64727327,70860.08327338305
1623988800000,2021-06-18 04:00:00,CRV/USD,2.0903,2.1317,1.85,1.8811,70501.21032136,132619.82673551032
1623902400000,2021-06-17 04:00:00,CRV/USD,2.1281,2.1744,2.017,2.0903,36303.72919232,75885.68513070651
1623816000000,2021-06-16 04:00:00,CRV/USD,2.2207,2.2207,2.0489,2.1281,20201.515069,42990.8442183389
1623729600000,2021-06-15 04:00:00,CRV/USD,2.2664,2.354,2.1635,2.2207,51868.79107012,115185.02432941548
1623643200000,2021-06-14 04:00:00,CRV/USD,2.1706,2.3175,2.1562,2.2664,47816.27253903,108370.80008245759
1623556800000,2021-06-13 04:00:00,CRV/USD,2.08,2.2829,2.0663,2.1706,152365.46768249,330724.4841516128
1623470400000,2021-06-12 04:00:00,CRV/USD,2.0589,2.2896,2.0298,2.08,157725.26267591,328068.5463658928
1623384000000,2021-06-11 04:00:00,CRV/USD,2.2875,2.3077,2.0022,2.0589,107646.89218525,221634.18632021124
1623297600000,2021-06-10 04:00:00,CRV/USD,2.5086,2.5086,2.1928,2.2875,142829.29832623,326722.0199212511
1623211200000,2021-06-09 04:00:00,CRV/USD,2.2442,2.581,2.2442,2.5086,137147.68084026,344048.67215587624
1623124800000,2021-06-08 04:00:00,CRV/USD,2.1117,2.5,1.9847,2.2442,617959.94246593,1386825.7028820403
1623038400000,2021-06-07 04:00:00,CRV/USD,2.5307,2.5748,2.04,2.1117,209693.04608785,442808.8054237128
1622952000000,2021-06-06 04:00:00,CRV/USD,2.5214,2.5896,2.4083,2.5307,205617.68309757,520356.6706150204
1622865600000,2021-06-05 04:00:00,CRV/USD,2.8318,2.8318,2.4076,2.5214,153856.7027741,387934.29037461575
1622779200000,2021-06-04 04:00:00,CRV/USD,2.3946,2.8988,2.1529,2.8318,455663.34118029,1290347.449554345
1622692800000,2021-06-03 04:00:00,CRV/USD,2.4085,2.5791,2.3111,2.3946,164131.60411707,393029.5392187358
1622606400000,2021-06-02 04:00:00,CRV/USD,2.1335,2.5129,2.1308,2.4085,605576.55116119,1458531.1234717262
1622520000000,2021-06-01 04:00:00,CRV/USD,1.8778,2.175,1.7862,2.1335,343705.8091861,733296.3438985444
1622433600000,2021-05-31 04:00:00,CRV/USD,1.6091,1.9774,1.6073,1.8778,123375.78739597,231675.05357215245
1622347200000,2021-05-30 04:00:00,CRV/USD,1.6973,1.7986,1.6053,1.6091,131384.69216973,211411.10817031254
1622260800000,2021-05-29 04:00:00,CRV/USD,1.6642,1.7786,1.4847,1.6973,204218.12394377,346619.42176976084
1622174400000,2021-05-28 04:00:00,CRV/USD,1.7701,1.7701,1.5043,1.6642,263011.43667561,437703.63291555014
1622088000000,2021-05-27 04:00:00,CRV/USD,1.6695,1.8379,1.6695,1.7701,45435.99778945,80426.25968710544
1622001600000,2021-05-26 04:00:00,CRV/USD,1.8038,1.9304,1.6402,1.6695,365068.03571361,609481.0856238719
1621915200000,2021-05-25 04:00:00,CRV/USD,1.5463,1.8045,1.3887,1.8038,321202.05643854,579384.2694038384
1621828800000,2021-05-24 04:00:00,CRV/USD,1.3339,1.7264,1.2795,1.5463,719178.15746433,1112065.1848870935
1621742400000,2021-05-23 04:00:00,CRV/USD,1.6772,1.6772,1.07,1.3339,947611.05866555,1264018.3911539773
1621656000000,2021-05-22 04:00:00,CRV/USD,1.7057,1.9836,1.5454,1.6772,361730.26054871,606693.9929922965
1621569600000,2021-05-21 04:00:00,CRV/USD,2.1883,2.1883,1.5921,1.7057,340777.22982371,581263.7209103021
1621483200000,2021-05-20 04:00:00,CRV/USD,2.0929,2.4309,2.0191,2.1883,372714.89085795,815611.995664452
1621396800000,2021-05-19 04:00:00,CRV/USD,3.2593,3.2928,1.93,2.0929,428511.35224665,896831.4091170139
1621310400000,2021-05-18 04:00:00,CRV/USD,3.1602,3.6007,3.155,3.2593,635140.96800789,2070114.957028116
1621224000000,2021-05-17 04:00:00,CRV/USD,2.9062,3.2589,2.8511,3.1602,157017.88206358,496207.91089732555
1621137600000,2021-05-16 04:00:00,CRV/USD,3.3243,3.4903,2.8808,2.9062,198910.77087684,578074.4823222724
1621051200000,2021-05-15 04:00:00,CRV/USD,3.7947,3.8694,3.1702,3.3243,192663.22907678,640470.3724199397
1620964800000,2021-05-14 04:00:00,CRV/USD,3.3507,3.8948,3.3148,3.7947,405393.58235022,1538347.02694438
1620878400000,2021-05-13 04:00:00,CRV/USD,3.9699,3.9699,3.1906,3.3507,285277.9788773,955880.923824169
1620792000000,2021-05-12 04:00:00,CRV/USD,3.519,4.222,3.0157,3.9699,881206.20445443,3498300.511063642
1620705600000,2021-05-11 04:00:00,CRV/USD,3.0235,3.5236,3.0133,3.519,158866.58865673,559051.5254830328
1620619200000,2021-05-10 04:00:00,CRV/USD,3.4959,3.6896,2.8204,3.0235,301574.49499261,911810.4856101563
1620532800000,2021-05-09 04:00:00,CRV/USD,3.3881,3.5635,3.2594,3.4959,163555.22315418,571772.7046246979
1620446400000,2021-05-08 04:00:00,CRV/USD,3.8926,3.9418,3.35,3.3881,269131.51222212,911844.4765597648
1620360000000,2021-05-07 04:00:00,CRV/USD,3.1607,3.9721,3.1379,3.8926,372118.26307248,1448507.5508359356
1620273600000,2021-05-06 04:00:00,CRV/USD,3.2809,3.421,3.1238,3.1607,138154.55769666,436665.1105118332
1620187200000,2021-05-05 04:00:00,CRV/USD,2.9177,3.3,2.8856,3.2809,269984.11958872,885790.8979586314
1620100800000,2021-05-04 04:00:00,CRV/USD,3.0326,3.1567,2.7651,2.9177,275209.59288436,802979.0291586971
1620014400000,2021-05-03 04:00:00,CRV/USD,3.315,3.3752,2.9628,3.0326,336474.52113111,1020392.6327822043
1619928000000,2021-05-02 04:00:00,CRV/USD,3.191,3.3538,3.1169,3.315,71541.92271158,237161.4737888877
1619841600000,2021-05-01 04:00:00,CRV/USD,3.3522,3.4877,3.1725,3.191,131583.65388108,419883.4395345263
1619755200000,2021-04-30 04:00:00,CRV/USD,3.0304,3.3956,3.0304,3.3522,140745.04975776,471805.555797963
1619668800000,2021-04-29 04:00:00,CRV/USD,2.955,3.2436,2.9,3.0304,337334.8245988,1022259.4524642036
1619582400000,2021-04-28 04:00:00,CRV/USD,3.0209,3.12,2.8228,2.955,148410.77603125,438553.84317234374
1619496000000,2021-04-27 04:00:00,CRV/USD,2.8034,3.2206,2.7691,3.0209,275973.47710359,833688.276982235
1619409600000,2021-04-26 04:00:00,CRV/USD,2.5319,2.8761,2.5272,2.8034,205013.46587665,574734.7502386007
1619323200000,2021-04-25 04:00:00,CRV/USD,2.3673,2.5571,2.2094,2.5319,129809.09178414,328663.63948826405
1619236800000,2021-04-24 04:00:00,CRV/USD,2.5701,2.6324,2.3508,2.3673,110632.11019567,261899.3944662096
1619150400000,2021-04-23 04:00:00,CRV/USD,2.5702,2.91,2.45,2.5701,165439.0634785,425194.9370460929
1619064000000,2021-04-22 04:00:00,CRV/USD,2.8528,3.2872,2.283,2.5702,209551.2292271,538588.5693594924
1618977600000,2021-04-21 04:00:00,CRV/USD,3.0101,3.1593,2.8107,2.8528,152027.23127499,433703.2853812914
1618891200000,2021-04-20 04:00:00,CRV/USD,2.7109,3.1201,2.5898,3.0101,173607.80791985,522576.8626195405
1618804800000,2021-04-19 04:00:00,CRV/USD,3.3861,3.46,2.5957,2.7109,272523.36053487,738783.5780739791
1618718400000,2021-04-18 04:00:00,CRV/USD,3.1319,3.46,2.8265,3.3861,513771.67830757,1739682.2799172627
1618632000000,2021-04-17 04:00:00,CRV/USD,4.1345,4.2508,2.9915,3.1319,479902.85376012,1503007.7476913198
1618545600000,2021-04-16 04:00:00,CRV/USD,4.4656,4.4656,3.8846,4.1345,158410.8845351,654949.802110371
1618459200000,2021-04-15 04:00:00,CRV/USD,3.1879,4.4656,3.1879,4.4656,538850.75673764,2406291.939287605
1618372800000,2021-04-14 04:00:00,CRV/USD,3.2355,3.2938,2.9835,3.1879,145900.09137885,465114.9013066359
1618286400000,2021-04-13 04:00:00,CRV/USD,3.0852,3.2552,2.9836,3.2355,111466.66338181,360650.3893718462
1618200000000,2021-04-12 04:00:00,CRV/USD,3.0377,3.1334,2.94,3.0852,85588.52475303,264057.7165680481
1618113600000,2021-04-11 04:00:00,CRV/USD,2.9419,3.2041,2.8873,3.0377,81658.5725225,248054.24575159827
1618027200000,2021-04-10 04:00:00,CRV/USD,3.0318,3.0542,2.8672,2.9419,116318.29734534,342196.79896025575
1617940800000,2021-04-09 04:00:00,CRV/USD,3.0546,3.12,2.932,3.0318,75671.16602435,229419.8411526243
1617854400000,2021-04-08 04:00:00,CRV/USD,2.98,3.1334,2.9564,3.0546,28705.20735449,87682.92638502516
1617768000000,2021-04-07 04:00:00,CRV/USD,3.2367,3.3703,2.7866,2.98,487885.92982159,1453900.0708683382
1617681600000,2021-04-06 04:00:00,CRV/USD,3.2767,3.3579,3.0266,3.2367,155674.96350316,503873.15437067795
1617595200000,2021-04-05 04:00:00,CRV/USD,3.01,3.4917,2.9112,3.2767,221204.33439807,724820.242522156
1617508800000,2021-04-04 04:00:00,CRV/USD,2.9992,3.1301,2.9407,3.01,259224.37410093,780265.3660437992
1617422400000,2021-04-03 04:00:00,CRV/USD,3.3474,3.3579,2.8672,2.9992,172745.23295936,518097.5026917125
1617336000000,2021-04-02 04:00:00,CRV/USD,3.2372,3.5289,3.2286,3.3474,145494.38637668,487027.9089572986
1617249600000,2021-04-01 04:00:00,CRV/USD,3.1347,3.4758,3.049,3.2372,220379.83830567,713413.612563115
1617163200000,2021-03-31 04:00:00,CRV/USD,3.1349,3.2421,2.9617,3.1347,156614.3605617,490939.036052761
1617076800000,2021-03-30 04:00:00,CRV/USD,3.3685,3.4444,3.0775,3.1349,141177.62209617,442577.72750928334
1616990400000,2021-03-29 04:00:00,CRV/USD,3.4326,3.5742,3.1953,3.3685,338473.92362418,1140149.4117280503
1616904000000,2021-03-28 04:00:00,CRV/USD,3.2193,3.44,2.9155,3.4326,502665.81371119,1725450.6721450307
1616817600000,2021-03-27 04:00:00,CRV/USD,2.7966,3.375,2.6248,3.2193,494129.7869781,1590752.0232185975
1616731200000,2021-03-26 04:00:00,CRV/USD,2.4626,2.8823,2.4142,2.7966,155995.11003005,436255.9247100379
