https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume COMP,Volume USD
1654142400000,2022-06-02 04:00:00,COMP/USD,56.48,59.27,56.22,58.61,754.082774,44196.79138414
1654056000000,2022-06-01 04:00:00,COMP/USD,63.63,69.92,56.42,56.48,1250.828362,70646.78588576
1653969600000,2022-05-31 04:00:00,COMP/USD,65.71,65.71,61.79,63.63,1436.391831,91397.61220653
1653883200000,2022-05-30 04:00:00,COMP/USD,58.26,67.95,58.26,65.71,560.184569,36809.72802898999
1653796800000,2022-05-29 04:00:00,COMP/USD,56.28,59.48,55.69,58.26,245.959815,14329.6188219
1653710400000,2022-05-28 04:00:00,COMP/USD,57.23,58.24,55.33,56.28,301.406295,16963.1462826
1653624000000,2022-05-27 04:00:00,COMP/USD,59.53,59.8,54.28,57.23,1671.131649,95638.86427226999
1653537600000,2022-05-26 04:00:00,COMP/USD,65.1,65.1,56.44,59.53,108.439877,6455.42587781
1653451200000,2022-05-25 04:00:00,COMP/USD,70.65,70.65,64.3,65.1,22.878162,1489.3683462
1653364800000,2022-05-24 04:00:00,COMP/USD,70.86,71.26,65.12,70.65,888.534762,62774.9809353
1653278400000,2022-05-23 04:00:00,COMP/USD,70.48,75.18,68.42,70.86,905.120941,64136.86987926
1653192000000,2022-05-22 04:00:00,COMP/USD,68.49,72.84,67.24,70.48,396.994364,27980.162774720004
1653105600000,2022-05-21 04:00:00,COMP/USD,66.86,69.11,65.52,68.49,409.853379,28070.85792771
1653019200000,2022-05-20 04:00:00,COMP/USD,67.28,69.08,62.86,66.86,233.140196,15587.75350456
1652932800000,2022-05-19 04:00:00,COMP/USD,65.6,68.64,62.56,67.28,334.798124,22525.21778272
1652846400000,2022-05-18 04:00:00,COMP/USD,69.84,71.35,61.62,65.6,1216.12415,79777.74424
1652760000000,2022-05-17 04:00:00,COMP/USD,70.86,75.3,67.09,69.84,404.858276,28275.30199584
1652673600000,2022-05-16 04:00:00,COMP/USD,71.42,71.56,65.89,70.86,238.032011,16866.94829946
1652587200000,2022-05-15 04:00:00,COMP/USD,68.53,74.99,68.07,71.42,456.620748,32611.85382216
1652500800000,2022-05-14 04:00:00,COMP/USD,71.18,72.61,63.86,68.53,774.078095,53047.571850349996
1652414400000,2022-05-13 04:00:00,COMP/USD,68.67,75.84,67.35,71.18,1128.91563,80356.21454340001
1652328000000,2022-05-12 04:00:00,COMP/USD,62.46,69.31,51.32,68.67,3581.340097,245930.62446099
1652241600000,2022-05-11 04:00:00,COMP/USD,87.06,87.06,62.37,62.46,4136.480027,258364.54248642
1652155200000,2022-05-10 04:00:00,COMP/USD,83.68,95.21,76.1,87.06,842.453409,73343.99378753999
1652068800000,2022-05-09 04:00:00,COMP/USD,95.39,96.05,76.52,83.68,1238.992573,103678.89850864
1651982400000,2022-05-08 04:00:00,COMP/USD,97.1,101.23,94.29,95.39,496.422497,47353.74198883
1651896000000,2022-05-07 04:00:00,COMP/USD,101.4,103.36,95.12,97.1,536.365349,52081.075387900004
1651809600000,2022-05-06 04:00:00,COMP/USD,105.17,105.43,100.44,101.4,740.086223,75044.74301220001
1651723200000,2022-05-05 04:00:00,COMP/USD,115.92,117.02,101.94,105.17,658.852788,69291.54771396001
1651636800000,2022-05-04 04:00:00,COMP/USD,104.86,116.4,104.23,115.92,970.297876,112476.92978592
1651550400000,2022-05-03 04:00:00,COMP/USD,105.52,106.65,101.02,104.86,854.027026,89553.27394636
1651464000000,2022-05-02 04:00:00,COMP/USD,105.88,107.83,101.0,105.52,729.029043,76927.14461736
1651377600000,2022-05-01 04:00:00,COMP/USD,102.96,107.93,101.21,105.88,565.07222,59829.8466536
1651291200000,2022-04-30 04:00:00,COMP/USD,114.71,116.4,101.53,102.96,586.865072,60423.62781312
1651204800000,2022-04-29 04:00:00,COMP/USD,121.86,123.65,112.23,114.71,547.153972,62764.032128119994
1651118400000,2022-04-28 04:00:00,COMP/USD,123.96,126.49,120.99,121.86,280.869712,34226.78310432
1651032000000,2022-04-27 04:00:00,COMP/USD,122.02,125.59,122.02,123.96,123.472789,15305.68692444
1650945600000,2022-04-26 04:00:00,COMP/USD,130.49,133.56,118.79,122.02,665.458691,81199.26947582001
1650859200000,2022-04-25 04:00:00,COMP/USD,127.62,133.88,122.21,130.49,633.685337,82689.59962513001
1650772800000,2022-04-24 04:00:00,COMP/USD,132.99,133.51,124.49,127.62,402.263485,51336.8659557
1650686400000,2022-04-23 04:00:00,COMP/USD,134.01,136.72,130.71,132.99,176.748402,23505.76998198
1650600000000,2022-04-22 04:00:00,COMP/USD,137.02,139.4,132.94,134.01,673.511367,90257.25829166999
1650513600000,2022-04-21 04:00:00,COMP/USD,146.32,148.39,132.41,137.02,965.127619,132241.78635538
